sample_id	raw_file_name	quant_type	source_column	plate	well	replicate_letter	ip_name	bait_name	condition	is_control	replicate_group	keep	notes
b18317	b18317.raw	Intensity	Intensity b18317	OC2116	C09	A	b18317	CLCA1	OC2116	N	CLCA1__OC2116	Y	auto_filled_from_archiveSummary
b18319	b18319.raw	Intensity	Intensity b18319	OC2116	C12	A	b18319	FOLR3	OC2116	N	FOLR3__OC2116	Y	auto_filled_from_archiveSummary
b18369	b18369.raw	Intensity	Intensity b18369	OC2116	D01	A	b18369	PLA2G6	OC2116	N	PLA2G6__OC2116	Y	auto_filled_from_archiveSummary
b18370	b18370.raw	Intensity	Intensity b18370	OC2116	D02	A	b18370	AP1B1	OC2116	N	AP1B1__OC2116	Y	auto_filled_from_archiveSummary
b18371	b18371.raw	Intensity	Intensity b18371	OC2116	D03	A	b18371	TST	OC2116	N	TST__OC2116	Y	auto_filled_from_archiveSummary
b18372	b18372.raw	Intensity	Intensity b18372	OC2116	D04	A	b18372	ENPP3	OC2116	N	ENPP3__OC2116	Y	auto_filled_from_archiveSummary
b18373	b18373.raw	Intensity	Intensity b18373	OC2116	D05	A	b18373	SPRR2D	OC2116	N	SPRR2D__OC2116	Y	auto_filled_from_archiveSummary
b18374	b18374.raw	Intensity	Intensity b18374	OC2116	D06	A	b18374	AWAT2	OC2116	N	AWAT2__OC2116	Y	auto_filled_from_archiveSummary
b18375	b18375.raw	Intensity	Intensity b18375	OC2116	D07	A	b18375	GPR151	OC2116	N	GPR151__OC2116	Y	auto_filled_from_archiveSummary
b18377	b18377.raw	Intensity	Intensity b18377	OC2116	D11	A	b18377	HOXA7	OC2116	N	HOXA7__OC2116	Y	auto_filled_from_archiveSummary
b18378	b18378.raw	Intensity	Intensity b18378	OC2116	D12	A	b18378	XKRY2	OC2116	N	XKRY2__OC2116	Y	auto_filled_from_archiveSummary
b18381	b18381.raw	Intensity	Intensity b18381	OC2116	E02	A	b18381	YWHAH	OC2116	N	YWHAH__OC2116	Y	auto_filled_from_archiveSummary
b18383	b18383.raw	Intensity	Intensity b18383	OC2116	E04	A	b18383	CDCP2	OC2116	N	CDCP2__OC2116	Y	auto_filled_from_archiveSummary
b18384	b18384.raw	Intensity	Intensity b18384	OC2116	E05	A	b18384	SLC5A4	OC2116	N	SLC5A4__OC2116	Y	auto_filled_from_archiveSummary
b18386	b18386.raw	Intensity	Intensity b18386	OC2116	E07	A	b18386	GUCA2A	OC2116	N	GUCA2A__OC2116	Y	auto_filled_from_archiveSummary
b18387	b18387.raw	Intensity	Intensity b18387	OC2116	E08	A	b18387	PROL1	OC2116	N	PROL1__OC2116	Y	auto_filled_from_archiveSummary
b18389	b18389.raw	Intensity	Intensity b18389	OC2116	E10	A	b18389	GJA10	OC2116	N	GJA10__OC2116	Y	auto_filled_from_archiveSummary
b18390	b18390.raw	Intensity	Intensity b18390	OC2116	E12	A	b18390	TAS1R2	OC2116	N	TAS1R2__OC2116	Y	auto_filled_from_archiveSummary
b18394	b18394.raw	Intensity	Intensity b18394	OC2116	F02	A	b18394	RFPL1	OC2116	N	RFPL1__OC2116	Y	auto_filled_from_archiveSummary
b18396	b18396.raw	Intensity	Intensity b18396	OC2116	F07	A	b18396	CNGA1	OC2116	N	CNGA1__OC2116	Y	auto_filled_from_archiveSummary
b18397	b18397.raw	Intensity	Intensity b18397	OC2116	F08	A	b18397	LIFR	OC2116	N	LIFR__OC2116	Y	auto_filled_from_archiveSummary
b18404	b18404.raw	Intensity	Intensity b18404	OC2116	G03	A	b18404	CUX2	OC2116	N	CUX2__OC2116	Y	auto_filled_from_archiveSummary
b18405	b18405.raw	Intensity	Intensity b18405	OC2116	G05	A	b18405	MYEOV2	OC2116	N	MYEOV2__OC2116	Y	auto_filled_from_archiveSummary
b18406	b18406.raw	Intensity	Intensity b18406	OC2116	G06	A	b18406	SSX7	OC2116	N	SSX7__OC2116	Y	auto_filled_from_archiveSummary
b18407	b18407.raw	Intensity	Intensity b18407	OC2116	G07	A	b18407	SPINK14	OC2116	N	SPINK14__OC2116	Y	auto_filled_from_archiveSummary
b18409	b18409.raw	Intensity	Intensity b18409	OC2116	G11	A	b18409	NLRP5	OC2116	N	NLRP5__OC2116	Y	auto_filled_from_archiveSummary
b18414	b18414.raw	Intensity	Intensity b18414	OC2116	H03	A	b18414	OR4N2	OC2116	N	OR4N2__OC2116	Y	auto_filled_from_archiveSummary
b18415	b18415.raw	Intensity	Intensity b18415	OC2116	H04	A	b18415	VPS9D1	OC2116	N	VPS9D1__OC2116	Y	auto_filled_from_archiveSummary
b18416	b18416.raw	Intensity	Intensity b18416	OC2116	H06	A	b18416	UGT1A5	OC2116	N	UGT1A5__OC2116	Y	auto_filled_from_archiveSummary
b18418	b18418.raw	Intensity	Intensity b18418	OC2116	H08	A	b18418	OR4E2	OC2116	N	OR4E2__OC2116	Y	auto_filled_from_archiveSummary
b18419	b18419.raw	Intensity	Intensity b18419	OC2116	H09	A	b18419	B3GNT7	OC2116	N	B3GNT7__OC2116	Y	auto_filled_from_archiveSummary
b18420	b18420.raw	Intensity	Intensity b18420	OC2116	H10	A	b18420	GALP	OC2116	N	GALP__OC2116	Y	auto_filled_from_archiveSummary
b18564	b18564.raw	Intensity	Intensity b18564	OC2119	A02	A	b18564	FAM178A	OC2119	N	FAM178A__OC2119	Y	auto_filled_from_archiveSummary
b18565	b18565.raw	Intensity	Intensity b18565	OC2119	A03	A	b18565	LPIN2	OC2119	N	LPIN2__OC2119	Y	auto_filled_from_archiveSummary
b18566	b18566.raw	Intensity	Intensity b18566	OC2119	A04	A	b18566	ZFP1	OC2119	N	ZFP1__OC2119	Y	auto_filled_from_archiveSummary
b18567	b18567.raw	Intensity	Intensity b18567	OC2119	A05	A	b18567	HOXA4	OC2119	N	HOXA4__OC2119	Y	auto_filled_from_archiveSummary
b18568	b18568.raw	Intensity	Intensity b18568	OC2119	A06	A	b18568	GLCE	OC2119	N	GLCE__OC2119	Y	auto_filled_from_archiveSummary
b18576	b18576.raw	Intensity	Intensity b18576	OC2119	A09	C	b18576	CRISP1	OC2119	N	CRISP1__OC2119	Y	auto_filled_from_archiveSummary
b18577	b18577.raw	Intensity	Intensity b18577	OC2119	A10	C	b18577	SPAG11B	OC2119	N	SPAG11B__OC2119	Y	auto_filled_from_archiveSummary
b18578	b18578.raw	Intensity	Intensity b18578	OC2119	A11	A	b18578	DCDC1	OC2119	N	DCDC1__OC2119	Y	auto_filled_from_archiveSummary
b18595	b18595.raw	Intensity	Intensity b18595	OC2119	B05	A	b18595	TEX13B	OC2119	N	TEX13B__OC2119	Y	auto_filled_from_archiveSummary
b18596	b18596.raw	Intensity	Intensity b18596	OC2119	B06	A	b18596	TTC39A	OC2119	N	TTC39A__OC2119	Y	auto_filled_from_archiveSummary
b18597	b18597.raw	Intensity	Intensity b18597	OC2119	B07	A	b18597	CRLF2	OC2119	N	CRLF2__OC2119	Y	auto_filled_from_archiveSummary
b18598	b18598.raw	Intensity	Intensity b18598	OC2119	B08	A	b18598	MATN1	OC2119	N	MATN1__OC2119	Y	auto_filled_from_archiveSummary
b18600	b18600.raw	Intensity	Intensity b18600	OC2119	B11	A	b18600	FBXW9	OC2119	N	FBXW9__OC2119	Y	auto_filled_from_archiveSummary
b18601	b18601.raw	Intensity	Intensity b18601	OC2119	B12	A	b18601	BMP6	OC2119	N	BMP6__OC2119	Y	auto_filled_from_archiveSummary
b18640	b18640.raw	Intensity	Intensity b18640	OC2119	C01	A	b18640	SLC45A4	OC2119	N	SLC45A4__OC2119	Y	auto_filled_from_archiveSummary
b18641	b18641.raw	Intensity	Intensity b18641	OC2119	C02	A	b18641	LEPR	OC2119	N	LEPR__OC2119	Y	auto_filled_from_archiveSummary
b18642	b18642.raw	Intensity	Intensity b18642	OC2119	C03	A	b18642	EIF2C4	OC2119	N	EIF2C4__OC2119	Y	auto_filled_from_archiveSummary
b18643	b18643.raw	Intensity	Intensity b18643	OC2119	C05	A	b18643	C1QL3	OC2119	N	C1QL3__OC2119	Y	auto_filled_from_archiveSummary
b18644	b18644.raw	Intensity	Intensity b18644	OC2119	C07	A	b18644	ZFP42	OC2119	N	ZFP42__OC2119	Y	auto_filled_from_archiveSummary
b18645	b18645.raw	Intensity	Intensity b18645	OC2119	C08	A	b18645	KLRC3	OC2119	N	KLRC3__OC2119	Y	auto_filled_from_archiveSummary
b18647	b18647.raw	Intensity	Intensity b18647	OC2119	C10	A	b18647	ANKS4B	OC2119	N	ANKS4B__OC2119	Y	auto_filled_from_archiveSummary
b18649	b18649.raw	Intensity	Intensity b18649	OC2119	C12	A	b18649	LHB	OC2119	N	LHB__OC2119	Y	auto_filled_from_archiveSummary
b18652	b18652.raw	Intensity	Intensity b18652	OC2119	D01	A	b18652	EXOC6B	OC2119	N	EXOC6B__OC2119	Y	auto_filled_from_archiveSummary
b18653	b18653.raw	Intensity	Intensity b18653	OC2119	D02	A	b18653	KIAA0226	OC2119	N	KIAA0226__OC2119	Y	auto_filled_from_archiveSummary
b18654	b18654.raw	Intensity	Intensity b18654	OC2119	D03	A	b18654	RUNX2	OC2119	N	RUNX2__OC2119	Y	auto_filled_from_archiveSummary
b18655	b18655.raw	Intensity	Intensity b18655	OC2119	D05	A	b18655	TCF15	OC2119	N	TCF15__OC2119	Y	auto_filled_from_archiveSummary
b18656	b18656.raw	Intensity	Intensity b18656	OC2119	D06	A	b18656	ZNF492	OC2119	N	ZNF492__OC2119	Y	auto_filled_from_archiveSummary
b18657	b18657.raw	Intensity	Intensity b18657	OC2119	D07	A	b18657	AS3MT	OC2119	N	AS3MT__OC2119	Y	auto_filled_from_archiveSummary
b18658	b18658.raw	Intensity	Intensity b18658	OC2119	D08	A	b18658	HPR	OC2119	N	HPR__OC2119	Y	auto_filled_from_archiveSummary
b18659	b18659.raw	Intensity	Intensity b18659	OC2119	D09	A	b18659	LBX2	OC2119	N	LBX2__OC2119	Y	auto_filled_from_archiveSummary
b18660	b18660.raw	Intensity	Intensity b18660	OC2119	D10	A	b18660	TAS2R39	OC2119	N	TAS2R39__OC2119	Y	auto_filled_from_archiveSummary
b18662	b18662.raw	Intensity	Intensity b18662	OC2119	D12	A	b18662	C16orf55	OC2119	N	C16orf55__OC2119	Y	auto_filled_from_archiveSummary
b18665	b18665.raw	Intensity	Intensity b18665	OC2119	F01	A	b18665	GBX1	OC2119	N	GBX1__OC2119	Y	auto_filled_from_archiveSummary
b18666	b18666.raw	Intensity	Intensity b18666	OC2119	F02	A	b18666	PRKD1	OC2119	N	PRKD1__OC2119	Y	auto_filled_from_archiveSummary
b18671	b18671.raw	Intensity	Intensity b18671	OC2119	F03	A	b18671	PKMYT1	OC2119	N	PKMYT1__OC2119	Y	auto_filled_from_archiveSummary
b18672	b18672.raw	Intensity	Intensity b18672	OC2119	F04	A	b18672	TAL1	OC2119	N	TAL1__OC2119	Y	auto_filled_from_archiveSummary
b18673	b18673.raw	Intensity	Intensity b18673	OC2119	F05	A	b18673	CCNO	OC2119	N	CCNO__OC2119	Y	auto_filled_from_archiveSummary
b18674	b18674.raw	Intensity	Intensity b18674	OC2119	F06	A	b18674	TSHZ2	OC2119	N	TSHZ2__OC2119	Y	auto_filled_from_archiveSummary
b18675	b18675.raw	Intensity	Intensity b18675	OC2119	F08	A	b18675	NPVF	OC2119	N	NPVF__OC2119	Y	auto_filled_from_archiveSummary
b18676	b18676.raw	Intensity	Intensity b18676	OC2119	F09	A	b18676	NAA11	OC2119	N	NAA11__OC2119	Y	auto_filled_from_archiveSummary
b18677	b18677.raw	Intensity	Intensity b18677	OC2119	F10	A	b18677	UBXN7	OC2119	N	UBXN7__OC2119	Y	auto_filled_from_archiveSummary
b18678	b18678.raw	Intensity	Intensity b18678	OC2119	F11	A	b18678	FMNL3	OC2119	N	FMNL3__OC2119	Y	auto_filled_from_archiveSummary
b18696	b18696.raw	Intensity	Intensity b18696	OC2119	H11	A	b18696	ERCC4	OC2119	N	ERCC4__OC2119	Y	auto_filled_from_archiveSummary
B20854	B20854.raw	Intensity	Intensity B20854	REPEAT15	A02	A	B20854	KRT34	REPEAT15	N	KRT34__REPEAT15	Y	auto_filled_from_archiveSummary
B20855	B20855.raw	Intensity	Intensity B20855	REPEAT15	A03	A	B20855	TSPAN10	REPEAT15	N	TSPAN10__REPEAT15	Y	auto_filled_from_archiveSummary
B20857	B20857.raw	Intensity	Intensity B20857	REPEAT15	A06	A	B20857	RPEL1	REPEAT15	N	RPEL1__REPEAT15	Y	auto_filled_from_archiveSummary
B20859	B20859.raw	Intensity	Intensity B20859	REPEAT15	A09	A	B20859	CCT8L2	REPEAT15	N	CCT8L2__REPEAT15	Y	auto_filled_from_archiveSummary
B20860	B20860.raw	Intensity	Intensity B20860	REPEAT15	A10	A	B20860	BANF2	REPEAT15	N	BANF2__REPEAT15	Y	auto_filled_from_archiveSummary
B20861	B20861.raw	Intensity	Intensity B20861	REPEAT15	A11	A	B20861	GPR160	REPEAT15	N	GPR160__REPEAT15	Y	auto_filled_from_archiveSummary
B20862	B20862.raw	Intensity	Intensity B20862	REPEAT15	B02	A	B20862	KCNIP1	REPEAT15	N	KCNIP1__REPEAT15	Y	auto_filled_from_archiveSummary
B20865	B20865.raw	Intensity	Intensity B20865	REPEAT15	B05	A	B20865	PRKY	REPEAT15	N	PRKY__REPEAT15	Y	auto_filled_from_archiveSummary
B20866	B20866.raw	Intensity	Intensity B20866	REPEAT15	B06	A	B20866	STARD5	REPEAT15	N	STARD5__REPEAT15	Y	auto_filled_from_archiveSummary
B20869	B20869.raw	Intensity	Intensity B20869	REPEAT15	B09	A	B20869	LHFPL1	REPEAT15	N	LHFPL1__REPEAT15	Y	auto_filled_from_archiveSummary
B20870	B20870.raw	Intensity	Intensity B20870	REPEAT15	B10	A	B20870	OR52B2	REPEAT15	N	OR52B2__REPEAT15	Y	auto_filled_from_archiveSummary
B20871	B20871.raw	Intensity	Intensity B20871	REPEAT15	B11	A	B20871	PRR4	REPEAT15	N	PRR4__REPEAT15	Y	auto_filled_from_archiveSummary
B20872	B20872.raw	Intensity	Intensity B20872	REPEAT15	B12	A	B20872	FAM81A	REPEAT15	N	FAM81A__REPEAT15	Y	auto_filled_from_archiveSummary
B20875	B20875.raw	Intensity	Intensity B20875	REPEAT15	C04	A	B20875	OR14J1	REPEAT15	N	OR14J1__REPEAT15	Y	auto_filled_from_archiveSummary
B20876	B20876.raw	Intensity	Intensity B20876	REPEAT15	C05	A	B20876	LMOD3	REPEAT15	N	LMOD3__REPEAT15	Y	auto_filled_from_archiveSummary
B20877	B20877.raw	Intensity	Intensity B20877	REPEAT15	C06	A	B20877	OR6T1	REPEAT15	N	OR6T1__REPEAT15	Y	auto_filled_from_archiveSummary
B20879	B20879.raw	Intensity	Intensity B20879	REPEAT15	C09	A	B20879	CHRNA7	REPEAT15	N	CHRNA7__REPEAT15	Y	auto_filled_from_archiveSummary
B20881	B20881.raw	Intensity	Intensity B20881	REPEAT15	C12	A	B20881	LIN52	REPEAT15	N	LIN52__REPEAT15	Y	auto_filled_from_archiveSummary
B20882	B20882.raw	Intensity	Intensity B20882	REPEAT15	D02	A	B20882	CTXN1	REPEAT15	N	CTXN1__REPEAT15	Y	auto_filled_from_archiveSummary
B20883	B20883.raw	Intensity	Intensity B20883	REPEAT15	D03	A	B20883	LGI1	REPEAT15	N	LGI1__REPEAT15	Y	auto_filled_from_archiveSummary
B20885	B20885.raw	Intensity	Intensity B20885	REPEAT15	D05	A	B20885	OR2T33	REPEAT15	N	OR2T33__REPEAT15	Y	auto_filled_from_archiveSummary
B20888	B20888.raw	Intensity	Intensity B20888	REPEAT15	D08	A	B20888	PIP5K1B	REPEAT15	N	PIP5K1B__REPEAT15	Y	auto_filled_from_archiveSummary
B20889	B20889.raw	Intensity	Intensity B20889	REPEAT15	D09	A	B20889	OR14I1	REPEAT15	N	OR14I1__REPEAT15	Y	auto_filled_from_archiveSummary
B20890	B20890.raw	Intensity	Intensity B20890	REPEAT15	D10	A	B20890	GMCL1L	REPEAT15	N	GMCL1L__REPEAT15	Y	auto_filled_from_archiveSummary
B20892	B20892.raw	Intensity	Intensity B20892	REPEAT15	D12	A	B20892	FAM27E3	REPEAT15	N	FAM27E3__REPEAT15	Y	auto_filled_from_archiveSummary
B20893	B20893.raw	Intensity	Intensity B20893	REPEAT15	E02	A	B20893	MAFB	REPEAT15	N	MAFB__REPEAT15	Y	auto_filled_from_archiveSummary
B20894	B20894.raw	Intensity	Intensity B20894	REPEAT15	E03	A	B20894	TCEA1	REPEAT15	N	TCEA1__REPEAT15	Y	auto_filled_from_archiveSummary
B20896	B20896.raw	Intensity	Intensity B20896	REPEAT15	E05	A	B20896	C11orf10	REPEAT15	N	C11orf10__REPEAT15	Y	auto_filled_from_archiveSummary
B20897	B20897.raw	Intensity	Intensity B20897	REPEAT15	E07	A	B20897	C6orf94	REPEAT15	N	C6orf94__REPEAT15	Y	auto_filled_from_archiveSummary
B20898	B20898.raw	Intensity	Intensity B20898	REPEAT15	E08	A	B20898	ATP5L2	REPEAT15	N	ATP5L2__REPEAT15	Y	auto_filled_from_archiveSummary
B20903	B20903.raw	Intensity	Intensity B20903	REPEAT15	F02	A	B20903	CACNG1	REPEAT15	N	CACNG1__REPEAT15	Y	auto_filled_from_archiveSummary
B20904	B20904.raw	Intensity	Intensity B20904	REPEAT15	F03	A	B20904	OR1M1	REPEAT15	N	OR1M1__REPEAT15	Y	auto_filled_from_archiveSummary
B20905	B20905.raw	Intensity	Intensity B20905	REPEAT15	F04	A	B20905	DPF1	REPEAT15	N	DPF1__REPEAT15	Y	auto_filled_from_archiveSummary
B20906	B20906.raw	Intensity	Intensity B20906	REPEAT15	F05	A	B20906	OR2M7	REPEAT15	N	OR2M7__REPEAT15	Y	auto_filled_from_archiveSummary
B20907	B20907.raw	Intensity	Intensity B20907	REPEAT15	F06	A	B20907	PTX3	REPEAT15	N	PTX3__REPEAT15	Y	auto_filled_from_archiveSummary
B20908	B20908.raw	Intensity	Intensity B20908	REPEAT15	F08	A	B20908	PPCS	REPEAT15	N	PPCS__REPEAT15	Y	auto_filled_from_archiveSummary
B20909	B20909.raw	Intensity	Intensity B20909	REPEAT15	F09	A	B20909	UFSP1	REPEAT15	N	UFSP1__REPEAT15	Y	auto_filled_from_archiveSummary
B20911	B20911.raw	Intensity	Intensity B20911	REPEAT15	F11	A	B20911	KLRC2	REPEAT15	N	KLRC2__REPEAT15	Y	auto_filled_from_archiveSummary
B20913	B20913.raw	Intensity	Intensity B20913	REPEAT15	G03	A	B20913	ADPRHL2	REPEAT15	N	ADPRHL2__REPEAT15	Y	auto_filled_from_archiveSummary
B20915	B20915.raw	Intensity	Intensity B20915	REPEAT15	G05	A	B20915	DUXAP10	REPEAT15	N	DUXAP10__REPEAT15	Y	auto_filled_from_archiveSummary
B20916	B20916.raw	Intensity	Intensity B20916	REPEAT15	G07	A	B20916	NEUROD4	REPEAT15	N	NEUROD4__REPEAT15	Y	auto_filled_from_archiveSummary
B20917	B20917.raw	Intensity	Intensity B20917	REPEAT15	G08	A	B20917	OR4N4	REPEAT15	N	OR4N4__REPEAT15	Y	auto_filled_from_archiveSummary
B20918	B20918.raw	Intensity	Intensity B20918	REPEAT15	G09	A	B20918	OR8A1	REPEAT15	N	OR8A1__REPEAT15	Y	auto_filled_from_archiveSummary
B20920	B20920.raw	Intensity	Intensity B20920	REPEAT15	G11	A	B20920	CHRM5	REPEAT15	N	CHRM5__REPEAT15	Y	auto_filled_from_archiveSummary
B20922	B20922.raw	Intensity	Intensity B20922	REPEAT15	H02	A	B20922	LRRC37A2	REPEAT15	N	LRRC37A2__REPEAT15	Y	auto_filled_from_archiveSummary
B20924	B20924.raw	Intensity	Intensity B20924	REPEAT15	H04	A	B20924	KLRK1	REPEAT15	N	KLRK1__REPEAT15	Y	auto_filled_from_archiveSummary
B20925	B20925.raw	Intensity	Intensity B20925	REPEAT15	H05	A	B20925	OR11H12	REPEAT15	N	OR11H12__REPEAT15	Y	auto_filled_from_archiveSummary
B20926	B20926.raw	Intensity	Intensity B20926	REPEAT15	H06	A	B20926	CAB39	REPEAT15	N	CAB39__REPEAT15	Y	auto_filled_from_archiveSummary
B20930	B20930.raw	Intensity	Intensity B20930	REPEAT15	H10	A	B20930	OR51B5	REPEAT15	N	OR51B5__REPEAT15	Y	auto_filled_from_archiveSummary
B20931	B20931.raw	Intensity	Intensity B20931	REPEAT15	H11	A	B20931	RXRB	REPEAT15	N	RXRB__REPEAT15	Y	auto_filled_from_archiveSummary
b3139	b3139.raw	Intensity	Intensity b3139	71PEI2	A09	B	b3139	LMX1B	71PEI2	N	LMX1B__71PEI2	Y	auto_filled_from_archiveSummary
b3140	b3140.raw	Intensity	Intensity b3140	71PEI2	A08	B	b3140	ZDHHC9	71PEI2	N	ZDHHC9__71PEI2	Y	auto_filled_from_archiveSummary
b3141	b3141.raw	Intensity	Intensity b3141	71PEI2	A07	B	b3141	USP46	71PEI2	N	USP46__71PEI2	Y	auto_filled_from_archiveSummary
b3142	b3142.raw	Intensity	Intensity b3142	71PEI2	A06	B	b3142	INHA	71PEI2	N	INHA__71PEI2	Y	auto_filled_from_archiveSummary
b3143	b3143.raw	Intensity	Intensity b3143	71PEI2	A05	B	b3143	RIC3	71PEI2	N	RIC3__71PEI2	Y	auto_filled_from_archiveSummary
b3144	b3144.raw	Intensity	Intensity b3144	71PEI2	A04	B	b3144	MAB21L3	71PEI2	N	MAB21L3__71PEI2	Y	auto_filled_from_archiveSummary
b3147	b3147.raw	Intensity	Intensity b3147	71PEI2	A01	B	b3147	PSRC1	71PEI2	N	PSRC1__71PEI2	Y	auto_filled_from_archiveSummary
b3154	b3154.raw	Intensity	Intensity b3154	71PEI2	C08	B	b3154	POPDC2	71PEI2	N	POPDC2__71PEI2	Y	auto_filled_from_archiveSummary
b3157	b3157.raw	Intensity	Intensity b3157	71PEI2	C05	B	b3157	TSSK1B	71PEI2	N	TSSK1B__71PEI2	Y	auto_filled_from_archiveSummary
b3158	b3158.raw	Intensity	Intensity b3158	71PEI2	C04	B	b3158	CXCR7	71PEI2	N	CXCR7__71PEI2	Y	auto_filled_from_archiveSummary
b3165	b3165.raw	Intensity	Intensity b3165	71PEI2	E11	B	b3165	RAE1	71PEI2	N	RAE1__71PEI2	Y	auto_filled_from_archiveSummary
b3168	b3168.raw	Intensity	Intensity b3168	71PEI2	E05	B	b3168	NXF5	71PEI2	N	NXF5__71PEI2	Y	auto_filled_from_archiveSummary
b3169	b3169.raw	Intensity	Intensity b3169	71PEI2	E03	B	b3169	CDCA7	71PEI2	N	CDCA7__71PEI2	Y	auto_filled_from_archiveSummary
b3170	b3170.raw	Intensity	Intensity b3170	71PEI2	E01	B	b3170	FKSG43	71PEI2	N	FKSG43__71PEI2	Y	auto_filled_from_archiveSummary
b3194	b3194.raw	Intensity	Intensity b3194	71PEI2	B04	B	b3194	NHLRC2	71PEI2	N	NHLRC2__71PEI2	Y	auto_filled_from_archiveSummary
b3197	b3197.raw	Intensity	Intensity b3197	71PEI2	G11	B	b3197	EBNA1BP2	71PEI2	N	EBNA1BP2__71PEI2	Y	auto_filled_from_archiveSummary
b3200	b3200.raw	Intensity	Intensity b3200	71PEI2	G05	B	b3200	C20orf96	71PEI2	N	C20orf96__71PEI2	Y	auto_filled_from_archiveSummary
b3201	b3201.raw	Intensity	Intensity b3201	71PEI2	G03	B	b3201	HTR1E	71PEI2	N	HTR1E__71PEI2	Y	auto_filled_from_archiveSummary
b3207	b3207.raw	Intensity	Intensity b3207	71PEI2	G03	A	b3207	HTR1E	71PEI2	N	HTR1E__71PEI2	Y	auto_filled_from_archiveSummary
b3208	b3208.raw	Intensity	Intensity b3208	71PEI2	G05	A	b3208	C20orf96	71PEI2	N	C20orf96__71PEI2	Y	auto_filled_from_archiveSummary
b3212	b3212.raw	Intensity	Intensity b3212	71PEI2	G11	A	b3212	EBNA1BP2	71PEI2	N	EBNA1BP2__71PEI2	Y	auto_filled_from_archiveSummary
b3532	b3532.raw	Intensity	Intensity b3532	81059PEI	A11	B	b3532	C7orf46	81059PEI	N	C7orf46__81059PEI	Y	auto_filled_from_archiveSummary
b3535	b3535.raw	Intensity	Intensity b3535	81059PEI	A07	B	b3535	NIT2	81059PEI	N	NIT2__81059PEI	Y	auto_filled_from_archiveSummary
b3536	b3536.raw	Intensity	Intensity b3536	81059PEI	A06	B	b3536	SNAI3	81059PEI	N	SNAI3__81059PEI	Y	auto_filled_from_archiveSummary
b3539	b3539.raw	Intensity	Intensity b3539	81059PEI	A03	B	b3539	CNOT7	81059PEI	N	CNOT7__81059PEI	Y	auto_filled_from_archiveSummary
b3541	b3541.raw	Intensity	Intensity b3541	81059PEI	A01	B	b3541	STX5	81059PEI	N	STX5__81059PEI	Y	auto_filled_from_archiveSummary
b3563	b3563.raw	Intensity	Intensity b3563	81059PEI	F12	B	b3563	VDAC2	81059PEI	N	VDAC2__81059PEI	Y	auto_filled_from_archiveSummary
b3564	b3564.raw	Intensity	Intensity b3564	81059PEI	F11	B	b3564	TRAPPC10	81059PEI	N	TRAPPC10__81059PEI	Y	auto_filled_from_archiveSummary
b3566	b3566.raw	Intensity	Intensity b3566	81059PEI	F09	B	b3566	RPRD1A	81059PEI	N	RPRD1A__81059PEI	Y	auto_filled_from_archiveSummary
b3568	b3568.raw	Intensity	Intensity b3568	81059PEI	F07	B	b3568	TNFSF13B	81059PEI	N	TNFSF13B__81059PEI	Y	auto_filled_from_archiveSummary
b3569	b3569.raw	Intensity	Intensity b3569	81059PEI	F06	B	b3569	PTCRA	81059PEI	N	PTCRA__81059PEI	Y	auto_filled_from_archiveSummary
b3570	b3570.raw	Intensity	Intensity b3570	81059PEI	F05	B	b3570	SPATS1	81059PEI	N	SPATS1__81059PEI	Y	auto_filled_from_archiveSummary
b3572	b3572.raw	Intensity	Intensity b3572	81059PEI	F03	B	b3572	CSGALNACT1	81059PEI	N	CSGALNACT1__81059PEI	Y	auto_filled_from_archiveSummary
b3573	b3573.raw	Intensity	Intensity b3573	81059PEI	F02	B	b3573	CEBPE	81059PEI	N	CEBPE__81059PEI	Y	auto_filled_from_archiveSummary
b3579	b3579.raw	Intensity	Intensity b3579	81059PEI	E11	B	b3579	CTSZ	81059PEI	N	CTSZ__81059PEI	Y	auto_filled_from_archiveSummary
b3580	b3580.raw	Intensity	Intensity b3580	81059PEI	E10	B	b3580	STARD10	81059PEI	N	STARD10__81059PEI	Y	auto_filled_from_archiveSummary
b3581	b3581.raw	Intensity	Intensity b3581	81059PEI	E09	B	b3581	C15orf29	81059PEI	N	C15orf29__81059PEI	Y	auto_filled_from_archiveSummary
b3582	b3582.raw	Intensity	Intensity b3582	81059PEI	E08	B	b3582	FBXO6	81059PEI	N	FBXO6__81059PEI	Y	auto_filled_from_archiveSummary
b3585	b3585.raw	Intensity	Intensity b3585	81059PEI	E04	B	b3585	CAPZA2	81059PEI	N	CAPZA2__81059PEI	Y	auto_filled_from_archiveSummary
b3586	b3586.raw	Intensity	Intensity b3586	81059PEI	E03	B	b3586	AMMECR1	81059PEI	N	AMMECR1__81059PEI	Y	auto_filled_from_archiveSummary
b3587	b3587.raw	Intensity	Intensity b3587	81059PEI	E02	B	b3587	CCDC121	81059PEI	N	CCDC121__81059PEI	Y	auto_filled_from_archiveSummary
b3591	b3591.raw	Intensity	Intensity b3591	81059PEI	G11	B	b3591	SYNE2	81059PEI	N	SYNE2__81059PEI	Y	auto_filled_from_archiveSummary
b3592	b3592.raw	Intensity	Intensity b3592	81059PEI	G10	B	b3592	EFCAB4A	81059PEI	N	EFCAB4A__81059PEI	Y	auto_filled_from_archiveSummary
