q16544	BMP6
q16545	FBXW9
q16546	KRT39
q16547	MATN1
q16548	CRLF2
q16549	TTC39A
q16550	TEX13B
q16555	DCDC1
q16556	SPAG11B
q16557	CRISP1
q16559	GLCE
q16560	HOXA4
q16561	ZFP1
q16562	LPIN2
q16563	FAM178A
q16617	LHB
q16619	ANKS4B
q16621	KLRC3
q16622	ZFP42
q16623	C1QL3
q16624	EIF2C4
q16625	LEPR
q16626	SLC45A4
q16632	ERCC4
q16638	FMNL3
q16639	UBXN7
q16640	NAA11
q16641	NPVF
q16642	TSHZ2
q16643	CCNO
q16644	TAL1
q16645	PKMYT1
q16646	PRKD1
q16647	GBX1
q16650	C16orf55
q16656	TAS2R39
q16657	LBX2
q16658	HPR
q16659	AS3MT
q16660	ZNF492
q16661	TCF15
q16662	RUNX2
q16663	KIAA0226
q16664	EXOC6B
q18776	RXRB
q18777	OR51B5
q18781	CAB39
q18782	OR11H12
q18783	KLRK1
q18785	LRRC37A2
q18787	CHRM5
q18789	OR8A1
q18790	OR4N4
q18791	NEUROD4
q18792	DUXAP10
q18794	ADPRHL2
q18796	KLRC2
q18798	UFSP1
q18799	PPCS
q18800	PTX3
q18801	OR2M7
q18802	DPF1
q18803	OR1M1
q18804	CACNG1
q18808	OR52K2
q18809	ATP5L2
q18810	C6orf94
q18811	C11orf10
q18813	TCEA1
q18814	MAFB
q18815	FAM27E3
q18817	GMCL1L
q18818	OR14I1
q18819	PIP5K1B
q18822	OR2T33
q18824	LGI1
q18825	CTXN1
q18826	LIN52
q18828	CHRNA7
q18830	OR6T1
q18831	LMOD3
q18832	OR14J1
q18835	FAM81A
q18836	PRR4
q18837	OR52B2
q18838	LHFPL1
q18841	STARD5
q18842	PRKY
q18843	TMEM167B
q18845	KCNIP1
q18846	GPR160
q18847	BANF2
q18848	CCT8L2
q18851	RPEL1
q18853	TSPAN10
q18854	KRT34
q19000	TMEM167B
q19003	OR52K2
q3696	POLE
q3697	VSX1
q7408	ARSG
q7409	ARHGEF3
q7410	CYP4V2
q7411	ZNF490
q7413	YARS
q7414	MEPE
q7551	RAB15
q7552	SOCS3
q7554	TTLL9
q7555	IFNA4
q7557	TNNI3
q7558	MOBKL2C
q7559	CRP
q7561	MAU2
q7568	C10orf107
q7569	RECK
q7570	C16orf54
q7571	LHFPL4
q7572	IFNA1
q7573	RABL2A
q7574	ZNF586
q7576	RWDD4
q7636	SASS6
q7637	GCM2
q7638	PRCC
q7641	FGFRL1
q7646	CYP2A7
q7647	RFTN2
q7648	GDF5
q7649	CHD2
q7650	THUMPD3
q7651	ANGPT2
q7652	PLB1
q7653	DHX30
q7654	INTS4
q7655	TRAF2
q7656	CRISPLD1
q7659	RSL1D1
q7660	FSCN2
q7661	PRPF31
q7662	TBC1D22B
q7663	PRPF19
q7664	USP14
q7665	ATF2
q7666	ZNF512
q7667	NMD3
q7670	SMYD1
q7671	HHAT
q7672	C10orf2
q7673	TFCP2
q7674	NF2
q7675	SLC24A5
q7676	SHMT2
q7677	PDHX
q7678	CYP3A5
q7757	FAM189B
q7758	FAM190A
q7759	LIMK2
q7760	NALCN
q7761	FLRT1
q7762	KIF22
q7763	VASN
q7765	SLC39A12
q7766	ALOX5
q7769	ZSCAN22
q7772	TXNRD2
q7774	FMN1
q7776	CLCC1
q7777	ANXA11
q7778	ACVRL1
q7779	ACCS
q7780	KCNJ3
q7786	SLC20A1
q7787	BBS7
q7788	HBS1L
q7790	DNA2
q7791	ABCG8
q7794	OAS2
q7795	ATMIN
q7796	PAK6
q7797	TNXB
q7799	ESRP1
q7800	SLC25A13
q7801	LRRC45
q7803	GIMAP8
q8025	SPG20
q8026	RAD17
q8027	ADRBK1
q8028	KBTBD7
q8029	SCFD2
q8030	VILL
q8031	TBC1D14
q8033	TGM4
q8038	SCEL
q8039	WDTC1
q8040	SH3KBP1
q8041	RPH3A
q8042	SYDE1
q8043	GLB1
q8044	TP63
q8045	MPP5
q8046	ALOX15B
q8047	FERMT2
q8065	TGM4
q8070	KBTBD7
q8071	ADRBK1
q8072	RAD17
q8073	SPG20
