b8610	WHSC2
b8611	LAP3
b8612	CDC16
b8613	C17orf53
b8614	ASB3
b8615	OMA1
b8616	ALPI
b8617	VNN2
b8621	SYNCRIP
b8623	ACCN2
b8624	OCLN
b8625	ATG9A
b8626	PDZK1
b8627	SLC1A1
b8628	UGT2A3
b8629	USP3
b8633	VANGL2
b8634	SIAE
b8635	CDK17
b8636	CORO2A
b8637	ZNF572
b8647	PNLDC1
b8649	APEX2
b8650	MFSD8
b8651	LRRTM1
b8652	ZNF768
b8653	PFKFB3
b8654	NHEDC2
b8655	GPR114
b8656	TBX22
b8657	CAMKK1
b8659	ALPL
b8661	OXCT1
b8662	FBXO7
b8663	ZNF454
b8667	QRSL1
b8669	KBTBD4
b8672	UGT3A2
b8673	MAOA
b8675	PRPF4
b8679	GPR161
b8680	HEXA
b8681	C16orf71
b8687	TULP2
b8688	DEPDC1
b8690	BAIAP2
b8691	DCT
b8692	CREB3L1
b9103	YAF2
b9104	GJB7
b9105	RIT1
b9106	TMEM182
b9107	IFNW1
b9108	RAB41
b9109	DTD1
b9110	RAB5C
b9112	IL22RA2
b9113	NEK2
b9117	SCN3B
b9118	HTR3D
b9119	C9orf139
b9120	IL29
b9121	BCL7A
b9122	BAG2
b9123	ARHGEF38
b9124	SULT1C4
b9125	CNTF
b9129	RABL2A
b9130	IFNA1
b9131	LHFPL4
b9132	C16orf54
b9133	RECK
b9134	C10orf107
b9136	UBAC2
b9137	PRR20A
b9138	TM2D2
b9139	LIM2
b9141	EXOG
b9143	RAB28
b9144	ZNF428
b9149	OAZ3
b9151	HIST1H1E
b9152	CRYBB3
b9165	PRR16
b9166	NKAIN4
b9168	C11orf85
b9169	CD79A
b9170	TICAM2
b9171	BCL2L2
b9172	C9orf106
b9173	C3orf43
b9174	C18orf21
b9175	C19orf39
b9176	REEP1
b9187	ASB14
b9188	OFCC1
b9189	SYNGR4
b9190	C12orf69
b9193	RWDD4
b9195	ZNF586
b9213	FGFRL1
b9216	PRCC
b9217	GCM2
b9218	SASS6
b9222	NMD3
b9223	ZNF512
b9224	ATF2
b9225	USP14
b9226	PRPF19
b9227	TBC1D22B
b9228	PRPF31
b9229	FSCN2
b9230	RSL1D1
b9233	ZC3HC1
b9234	EPB41L5
b9235	LIPG
b9236	AGXT2L1
b9237	CAMKV
b9238	ZSCAN5A
b9239	FAM114A2
b9240	TTC7A
b9241	LIPC
b9242	ZNF517
b9243	PRKAG3
b9247	AMIGO3
b9248	HARS2
b9249	CDC20
b9250	SLC2A6
b9251	WASL
b9252	PSMD5
b9253	KLHL29
b9254	ALDH1L1
b9257	CYP2S1
b9258	PNPLA2
b9259	TEKT3
b9260	CCDC88C
b9262	SLC2A5
b9264	UBAP1
b9265	NEU4
b9354	RNF6
b9355	NCSTN
b9356	ACSBG2
b9357	KIF2B
b9358	BMX
b9359	LZTS2
b9360	DPYSL3
b9361	FANCM
b9362	PRDM1
b9363	PLK1S1
b9366	ALOX5
b9367	SLC39A12
b9369	VASN
b9370	KIF22
b9371	FLRT1
b9372	NALCN
b9373	LIMK2
b9374	FAM190A
b9375	FAM189B
b9379	CD6
b9380	CIRH1A
b9381	GFPT2
b9382	FBXL5
b9383	FBXO30
b9384	HSPA9
b9386	LCA5L
b9387	PCDHA10
b9388	PRKCA
b9391	ABCG8
b9392	DNA2
b9393	DBF4
b9394	HBS1L
b9395	BBS7
b9396	SLC20A1
b9401	CAPN13
b9402	TRPM8
b9403	KIF2A
b9404	DDX31
b9405	PRKG1
b9406	RHPN1
b9407	POLR3E
b9408	ACOX2
b9443	GIMAP8
b9445	LRRC45
b9446	SLC25A13
b9447	ESRP1
b9481	CSN2
b9482	PRG3
b9484	SPATA12
b9486	DKK4
b9487	SCN3B
