oldName	newName	info	oldFileSize	newFileSize	fileExists	fileCopied
j3567_71PEI1sttestIPs_E06_A_00164_032813_3687.raw	j3567.raw	"Bait:ADA (71PEI1sttestIPs, E06)"	760253918	760253918	1	1
j3644_71PEI1sttestIPs_E06_B_00164_032813_3764.raw	j3644.raw	"Bait:ADA (71PEI1sttestIPs, E06)"	628369228	628369228	1	1
j3536_71PEI1sttestIPs_B05_A_00164_032813_3647.raw	j3536.raw	"Bait:BEND7 (71PEI1sttestIPs, B05)"	699700446	699700446	1	1
j3549_71PEI1sttestIPs_B05_B_00164_032813_3665.raw	j3549.raw	"Bait:BEND7 (71PEI1sttestIPs, B05)"	711069496	711069496	1	1
j3540_71PEI1sttestIPs_B09_A_00164_032813_3654.raw	j3540.raw	"Bait:CCNI2 (71PEI1sttestIPs, B09)"	641521129	641521129	1	1
j3545_71PEI1sttestIPs_B09_B_00164_032813_3657.raw	j3545.raw	"Bait:CCNI2 (71PEI1sttestIPs, B09)"	660639436	660639436	1	1
j3537_71PEI1sttestIPs_B06_A_00164_032813_3648.raw	j3537.raw	"Bait:CD33 (71PEI1sttestIPs, B06)"	612904466	612904466	1	1
j3548_71PEI1sttestIPs_B06_B_00164_032813_3663.raw	j3548.raw	"Bait:CD33 (71PEI1sttestIPs, B06)"	618873079	618873079	1	1
j3566_71PEI1sttestIPs_E04_A_00164_032813_3685.raw	j3566.raw	"Bait:DRG2 (71PEI1sttestIPs, E04)"	664162139	664162139	1	1
j3592_71PEI1sttestIPs_E04_B_00164_032813_3710.raw	j3592.raw	"Bait:DRG2 (71PEI1sttestIPs, E04)"	620883579	620883579	1	1
j3535_71PEI1sttestIPs_B04_A_00164_032813_3646.raw	j3535.raw	"Bait:FAM187B (71PEI1sttestIPs, B04)"	644057923	644057923	1	1
j3550_71PEI1sttestIPs_B04_B_00164_032813_3668.raw	j3550.raw	"Bait:FAM187B (71PEI1sttestIPs, B04)"	664963580	664963580	1	1
j3561_71PEI1sttestIPs_D07_A_00164_032813_3678.raw	j3561.raw	"Bait:HAO1 (71PEI1sttestIPs, D07)"	596294633	596294633	1	1
j3575_71PEI1sttestIPs_D07_B_00164_032813_3695.raw	j3575.raw	"Bait:HAO1 (71PEI1sttestIPs, D07)"	568335694	568335694	1	1
j3568_71PEI1sttestIPs_E08_A_00164_032813_3689.raw	j3568.raw	"Bait:HSPBP1 (71PEI1sttestIPs, E08)"	625600608	625600608	1	1
j3590_71PEI1sttestIPs_E08_B_00164_032813_3706.raw	j3590.raw	"Bait:HSPBP1 (71PEI1sttestIPs, E08)"	598526642	598526642	1	1
j3532_71PEI1sttestIPs_B01_A_00164_032813_3643.raw	j3532.raw	"Bait:KIAA0930 (71PEI1sttestIPs, B01)"	633155107	633155107	1	1
j3553_71PEI1sttestIPs_B01_B_00164_032813_3671.raw	j3553.raw	"Bait:KIAA0930 (71PEI1sttestIPs, B01)"	601665122	601665122	1	1
j3511_71PEI1sttestIPs_A07_A_00164_032813_3631.raw	j3511.raw	"Bait:KIAA1967 (71PEI1sttestIPs, A07)"	665851866	665851866	1	1
j3519_71PEI1sttestIPs_A07_B_00164_032813_3636.raw	j3519.raw	"Bait:KIAA1967 (71PEI1sttestIPs, A07)"	689983276	689983276	1	1
j3509_71PEI1sttestIPs_A05_A_00164_032813_3629.raw	j3509.raw	"Bait:LPGAT1 (71PEI1sttestIPs, A05)"	664283593	664283593	1	1
j3521_71PEI1sttestIPs_A05_B_00164_032813_3638.raw	j3521.raw	"Bait:LPGAT1 (71PEI1sttestIPs, A05)"	648532687	648532687	1	1
j3562_71PEI1sttestIPs_D09_A_00164_032813_3680.raw	j3562.raw	"Bait:LRRC28 (71PEI1sttestIPs, D09)"	655978012	655978012	1	1
j3574_71PEI1sttestIPs_D09_B_00164_032813_3694.raw	j3574.raw	"Bait:LRRC28 (71PEI1sttestIPs, D09)"	659318257	659318257	1	1
j3513_71PEI1sttestIPs_A09_A_00164_032813_3633.raw	j3513.raw	"Bait:MAGEA10 (71PEI1sttestIPs, A09)"	665930277	665930277	1	1
j3517_71PEI1sttestIPs_A09_B_00164_032813_3634.raw	j3517.raw	"Bait:MAGEA10 (71PEI1sttestIPs, A09)"	670682040	670682040	1	1
j3559_71PEI1sttestIPs_D03_A_00164_032813_3674.raw	j3559.raw	"Bait:MAPK13 (71PEI1sttestIPs, D03)"	602452114	602452114	1	1
j3577_71PEI1sttestIPs_D03_B_00164_032813_3697.raw	j3577.raw	"Bait:MAPK13 (71PEI1sttestIPs, D03)"	588943000	588943000	1	1
j3507_71PEI1sttestIPs_A03_A_00164_032813_3627.raw	j3507.raw	"Bait:ARPC1B (71PEI1sttestIPs, A03)"	657767240	657767240	1	1
j3523_71PEI1sttestIPs_A03_B_00164_032813_3640.raw	j3523.raw	"Bait:ARPC1B (71PEI1sttestIPs, A03)"	713113205	713113205	1	1
j3512_71PEI1sttestIPs_A08_A_00164_032813_3632.raw	j3512.raw	"Bait:PPID (71PEI1sttestIPs, A08)"	651014781	651014781	1	1
j3518_71PEI1sttestIPs_A08_B_00164_032813_3635.raw	j3518.raw	"Bait:PPID (71PEI1sttestIPs, A08)"	645026531	645026531	1	1
j3560_71PEI1sttestIPs_D05_A_00164_032813_3676.raw	j3560.raw	"Bait:PPM1K (71PEI1sttestIPs, D05)"	685128623	685128623	1	1
j3576_71PEI1sttestIPs_D05_B_00164_032813_3696.raw	j3576.raw	"Bait:PPM1K (71PEI1sttestIPs, D05)"	647176180	647176180	1	1
j3505_71PEI1sttestIPs_A01_A_00164_032813_3625.raw	j3505.raw	"Bait:RRS1 (71PEI1sttestIPs, A01)"	728192006	728192006	1	1
j3525_71PEI1sttestIPs_A01_B_00164_032813_3642.raw	j3525.raw	"Bait:RRS1 (71PEI1sttestIPs, A01)"	771384651	771384651	1	1
j3565_71PEI1sttestIPs_E02_A_00164_032813_3683.raw	j3565.raw	"Bait:TPST1 (71PEI1sttestIPs, E02)"	748941134	748941134	1	1
j3593_71PEI1sttestIPs_E02_B_00164_032813_3711.raw	j3593.raw	"Bait:TPST1 (71PEI1sttestIPs, E02)"	660274008	660274008	1	1
j3508_71PEI1sttestIPs_A04_A_00164_032813_3628.raw	j3508.raw	"Bait:UROD (71PEI1sttestIPs, A04)"	600998733	600998733	1	1
j3522_71PEI1sttestIPs_A04_B_00164_032813_3639.raw	j3522.raw	"Bait:UROD (71PEI1sttestIPs, A04)"	627302595	627302595	1	1
j3558_71PEI1sttestIPs_D01_A_00164_032813_3673.raw	j3558.raw	"Bait:VASH1 (71PEI1sttestIPs, D01)"	599081830	599081830	1	1
j3578_71PEI1sttestIPs_D01_B_00164_032813_3699.raw	j3578.raw	"Bait:VASH1 (71PEI1sttestIPs, D01)"	615135927	615135927	1	1
b3197_71PEI2_G11_B_00167_040713_4048.raw	b3197.raw	"Bait:EBNA1BP2 (71PEI2, G11)"	905904872	905904872	1	1
b3212_71PEI2_G11_A_00167_040713_4060.raw	b3212.raw	"Bait:EBNA1BP2 (71PEI2, G11)"	973416679	973416679	1	1
j3754_71PEI2_E01_A_00167_040713_4007.raw	j3754.raw	"Bait:FKSG43 (71PEI2, E01)"	637346010	637346010	1	1
b3170_71PEI2_E01_B_00167_040713_4024.raw	b3170.raw	"Bait:FKSG43 (71PEI2, E01)"	811492201	811492201	1	1
b3200_71PEI2_G05_B_00167_040713_4052.raw	b3200.raw	"Bait:C20orf96 (71PEI2, G05)"	913631304	913631304	1	1
b3208_71PEI2_G05_A_00167_040713_4057.raw	b3208.raw	"Bait:C20orf96 (71PEI2, G05)"	931992318	931992318	1	1
b3201_71PEI2_G03_B_00167_040713_4053.raw	b3201.raw	"Bait:HTR1E (71PEI2, G03)"	938023435	938023435	1	1
b3207_71PEI2_G03_A_00167_040713_4056.raw	b3207.raw	"Bait:HTR1E (71PEI2, G03)"	963227812	963227812	1	1
j3711_71PEI2_A06_A_00167_040713_3949.raw	j3711.raw	"Bait:INHA (71PEI2, A06)"	669562981	669562981	1	1
b3142_71PEI2_A06_B_00167_040713_3991.raw	b3142.raw	"Bait:INHA (71PEI2, A06)"	827654179	827654179	1	1
j3714_71PEI2_A09_A_00167_040713_3952.raw	j3714.raw	"Bait:LMX1B (71PEI2, A09)"	702643556	702643556	1	1
b3139_71PEI2_A09_B_00167_040713_3973.raw	b3139.raw	"Bait:LMX1B (71PEI2, A09)"	770727200	770727200	1	1
j3709_71PEI2_A04_A_00167_040713_3947.raw	j3709.raw	"Bait:MAB21L3 (71PEI2, A04)"	829805104	829805104	1	1
b3144_71PEI2_A04_B_00167_040713_3995.raw	b3144.raw	"Bait:MAB21L3 (71PEI2, A04)"	858707404	858707404	1	1
j3741_71PEI2_B04_A_00167_040713_3990.raw	j3741.raw	"Bait:NHLRC2 (71PEI2, B04)"	744566177	744566177	1	1
b3194_71PEI2_B04_B_00167_040713_4047.raw	b3194.raw	"Bait:NHLRC2 (71PEI2, B04)"	628752715	628752715	1	1
j3756_71PEI2_E05_A_00167_040713_4011.raw	j3756.raw	"Bait:NXF5 (71PEI2, E05)"	628907303	628907303	1	1
b3168_71PEI2_E05_B_00167_040713_4022.raw	b3168.raw	"Bait:NXF5 (71PEI2, E05)"	879487333	879487333	1	1
j3755_71PEI2_E03_A_00167_040713_4009.raw	j3755.raw	"Bait:CDCA7 (71PEI2, E03)"	724046194	724046194	1	1
b3169_71PEI2_E03_B_00167_040713_4023.raw	b3169.raw	"Bait:CDCA7 (71PEI2, E03)"	929976645	929976645	1	1
q3696_71PEI2_B07_B_00167_040713_3938.raw	q3696.raw	"Bait:POLE (71PEI2, B07)"	761926843	761926843	1	1
j3742_71PEI2_B07_A_00167_040713_3992.raw	j3742.raw	"Bait:POLE (71PEI2, B07)"	776770688	776770688	1	1
b3154_71PEI2_C08_B_00167_040713_4005.raw	b3154.raw	"Bait:POPDC2 (71PEI2, C08)"	804344065	804344065	1	1
j3775_71PEI2_C08_A_00167_040713_4037.raw	j3775.raw	"Bait:POPDC2 (71PEI2, C08)"	562493479	562493479	1	1
j3706_71PEI2_A01_A_00167_040713_3941.raw	j3706.raw	"Bait:PSRC1 (71PEI2, A01)"	795859849	795859849	1	1
b3147_71PEI2_A01_B_00167_040713_4001.raw	b3147.raw	"Bait:PSRC1 (71PEI2, A01)"	757792094	757792094	1	1
j3759_71PEI2_E11_A_00167_040713_4017.raw	j3759.raw	"Bait:RAE1 (71PEI2, E11)"	601884425	601884425	1	1
b3165_71PEI2_E11_B_00167_040713_4019.raw	b3165.raw	"Bait:RAE1 (71PEI2, E11)"	759765485	759765485	1	1
j3710_71PEI2_A05_A_00167_040713_3948.raw	j3710.raw	"Bait:RIC3 (71PEI2, A05)"	683004843	683004843	1	1
b3143_71PEI2_A05_B_00167_040713_3993.raw	b3143.raw	"Bait:RIC3 (71PEI2, A05)"	819302179	819302179	1	1
b3158_71PEI2_C04_B_00167_040713_4012.raw	b3158.raw	"Bait:CXCR7 (71PEI2, C04)"	940879201	940879201	1	1
j3771_71PEI2_C04_A_00167_040713_4029.raw	j3771.raw	"Bait:CXCR7 (71PEI2, C04)"	642637537	642637537	1	1
b3157_71PEI2_C05_B_00167_040713_4010.raw	b3157.raw	"Bait:TSSK1B (71PEI2, C05)"	834125919	834125919	1	1
j3772_71PEI2_C05_A_00167_040713_4031.raw	j3772.raw	"Bait:TSSK1B (71PEI2, C05)"	611110985	611110985	1	1
j3712_71PEI2_A07_A_00167_040713_3950.raw	j3712.raw	"Bait:USP46 (71PEI2, A07)"	746403306	746403306	1	1
b3141_71PEI2_A07_B_00167_040713_3989.raw	b3141.raw	"Bait:USP46 (71PEI2, A07)"	874293058	874293058	1	1
q3697_71PEI2_B06_B_00167_040713_3939.raw	q3697.raw	"Bait:VSX1 (71PEI2, B06)"	719285226	719285226	1	1
j3740_71PEI2_B07_B_00167_040713_3988.raw	j3740.raw	"Bait:VSX1 (71PEI2, B06)"	630435024	630435024	1	1
j3713_71PEI2_A08_A_00167_040713_3951.raw	j3713.raw	"Bait:ZDHHC9 (71PEI2, A08)"	815969604	815969604	1	1
b3140_71PEI2_A08_B_00167_040713_3987.raw	b3140.raw	"Bait:ZDHHC9 (71PEI2, A08)"	953907331	953907331	1	1
q12444_81001_H11_A_00001_012315_25709.raw	q12444.raw	"Bait:BAGE (81001, H11)"	184626665	184626665	1	1
q13080_81001_H11_C_00001_022615_26848.raw	q13080.raw	"Bait:BAGE (81001, H11)"	173522932	173522932	1	1
q12443_81001_H09_A_00001_012315_25706.raw	q12443.raw	"Bait:TMSB10 (81001, H09)"	171186048	171186048	1	1
b14337_81001_H09_C_00001_012915_25860.raw	b14337.raw	"Bait:TMSB10 (81001, H09)"	206015448	206015448	1	1
q12436_81001_C11_A_00001_012315_25687.raw	q12436.raw	"Bait:TOMM7 (81001, C11)"	176913455	176913455	1	1
b14344_81001_C11_C_00001_012915_25873.raw	b14344.raw	"Bait:TOMM7 (81001, C11)"	194864983	194864983	1	1
j14295_81002_A03_B_00002_112614_23552.raw	j14295.raw	"Bait:ATOX1 (81002, A03)"	171728253	171728253	1	1
b13358_81002_A03_C_00002_120214_23663.raw	b13358.raw	"Bait:ATOX1 (81002, A03)"	181351294	181351294	1	1
b13292_81002_G04_B_00002_112814_23492.raw	b13292.raw	"Bait:ATP5I (81002, G04)"	186647656	186647656	1	1
b13414_81002_G04_C_00002_120614_23795.raw	b13414.raw	"Bait:ATP5I (81002, G04)"	209185527	209185527	1	1
b13301_81002_F03_B_00002_112814_23511.raw	b13301.raw	"Bait:MT2A (81002, F03)"	200895817	200895817	1	1
b13367_81002_F03_C_00002_120214_23689.raw	b13367.raw	"Bait:MT2A (81002, F03)"	168095560	168095560	1	1
j14285_81002_A12_B_00002_112614_23525.raw	j14285.raw	"Bait:MTCP1NB (81002, A11)"	223759476	223759476	1	1
b13359_81002_A12_C_00002_120214_23666.raw	b13359.raw	"Bait:MTCP1NB (81002, A11)"	176523232	176523232	1	1
b13349_81002_E09_B_00002_120114_23636.raw	b13349.raw	"Bait:NBR2 (81002, E09)"	220332558	220332558	1	1
j14272_81002_E09_A_00002_112614_23493.raw	j14272.raw	"Bait:NBR2 (81002, E09)"	204024163	204024163	1	1
q11360_81002_C05_A_00002_112114_23362.raw	q11360.raw	"Bait:NDUFA1 (81002, C05)"	188386819	188386819	1	1
j14232_81002_C05_B_00002_112414_23420.raw	j14232.raw	"Bait:NDUFA1 (81002, C05)"	205519678	205519678	1	1
q11353_81002_B10_A_00002_112114_23345.raw	q11353.raw	"Bait:NOP10 (81002, B10)"	177056059	177056059	1	1
j14277_81002_B10_B_00002_112614_23502.raw	j14277.raw	"Bait:NOP10 (81002, B10)"	164012611	164012611	1	1
j14246_81002_F12_A_00002_112514_23441.raw	j14246.raw	"Bait:OAZ1 (81002, F12)"	202555417	202555417	1	1
b13295_81002_F12_B_00002_112814_23499.raw	b13295.raw	"Bait:OAZ1 (81002, F12)"	226410792	226410792	1	1
j14268_81002_E03_A_00002_112614_23485.raw	j14268.raw	"Bait:POLR2L (81002, E03)"	227652152	227652152	1	1
b13353_81002_E03_B_00002_120114_23648.raw	b13353.raw	"Bait:POLR2L (81002, E03)"	171156728	171156728	1	1
b13288_81002_G10_B_00002_112814_23484.raw	b13288.raw	"Bait:RPS21 (81002, G10)"	219451992	219451992	1	1
b13416_81002_G10_C_00002_120614_23797.raw	b13416.raw	"Bait:RPS21 (81002, G10)"	260532386	260532386	1	1
j14269_81002_E04_A_00002_112614_23486.raw	j14269.raw	"Bait:RPS28 (81002, E04)"	205459282	205459282	1	1
b13352_81002_E04_B_00002_120114_23645.raw	b13352.raw	"Bait:RPS28 (81002, E04)"	209107829	209107829	1	1
j14260_81002_H08_A_00002_112514_23477.raw	j14260.raw	"Bait:SBDSP1 (81002, H08)"	207615511	207615511	1	1
b13307_81002_H08_B_00002_112814_23526.raw	b13307.raw	"Bait:SBDSP1 (81002, H08)"	215531913	215531913	1	1
b13425_81002_A07_C_00002_120614_23806.raw	b13425.raw	"Bait:SEP15 (81002, A07)"	211030298	211030298	1	1
b15935_A07_D_00002_042915_29215.raw	b15935.raw	"Bait:SEP15 (81002, A07)"	168650260	168650260	1	1
q11370_81002_D08_A_00002_112114_23387.raw	q11370.raw	"Bait:ST13 (81002, D08)"	173205042	173205042	1	1
j14222_81002_D08_B_00002_112414_23402.raw	j14222.raw	"Bait:ST13 (81002, D08)"	207234843	207234843	1	1
q11348_81002_B03_A_00002_112114_23333.raw	q11348.raw	"Bait:TAC4 (81002, B03)"	170083166	170083166	1	1
j14282_81002_B03_B_00002_112614_23512.raw	j14282.raw	"Bait:TAC4 (81002, B03)"	199024131	199024131	1	1
q11337_81002_A04_A_00002_112114_23300.raw	q11337.raw	"Bait:UQCR10 (81002, A04)"	173247501	173247501	1	1
j14294_81002_A04_B_00002_112614_23549.raw	j14294.raw	"Bait:UQCR10 (81002, A04)"	160794347	160794347	1	1
b13300_81002_F05_B_00002_112814_23508.raw	b13300.raw	"Bait:USMG5 (81002, F05)"	223129978	223129978	1	1
b13409_81002_F05_C_00002_120614_23790.raw	b13409.raw	"Bait:USMG5 (81002, F05)"	214357245	214357245	1	1
b13364_81002_C01_C_00002_120214_23681.raw	b13364.raw	"Bait:C16orf74 (81002, C01)"	217354928	217354928	1	1
b15939_C01_D_00002_042915_29216.raw	b15939.raw	"Bait:C16orf74 (81002, C01)"	163715103	163715103	1	1
q11349_81002_B04_A_00002_112114_23336.raw	q11349.raw	"Bait:C5orf13 (81002, B04)"	193040040	193040040	1	1
j14281_81002_B04_B_00002_112614_23510.raw	j14281.raw	"Bait:C5orf13 (81002, B04)"	205283956	205283956	1	1
j14252_81002_G08_A_00002_112514_23452.raw	j14252.raw	"Bait:C5orf62 (81002, G08)"	202824362	202824362	1	1
b13289_81002_G08_B_00002_112814_23487.raw	b13289.raw	"Bait:C5orf62 (81002, G08)"	258086974	258086974	1	1
b13306_81002_H09_B_00002_112814_23523.raw	b13306.raw	"Bait:COX17 (81002, H09)"	230980430	230980430	1	1
b13421_81002_H09_C_00002_120614_23802.raw	b13421.raw	"Bait:COX17 (81002, H09)"	258648497	258648497	1	1
b13297_81002_F09_B_00002_112814_23503.raw	b13297.raw	"Bait:COX7C (81002, F09)"	118709131	118709131	1	1
b13412_81002_F09_C_00002_120614_23793.raw	b13412.raw	"Bait:COX7C (81002, F09)"	220509477	220509477	1	1
j14283_81002_B02_B_00002_112614_23515.raw	j14283.raw	"Bait:DEFB106A (81002, B02)"	212058890	212058890	1	1
b13360_81002_B02_C_00002_120214_23669.raw	b13360.raw	"Bait:DEFB106A (81002, B02)"	183913414	183913414	1	1
q11372_81002_D12_A_00002_112114_23391.raw	q11372.raw	"Bait:DEFB123 (81002, D12)"	168082387	168082387	1	1
j14220_81002_D12_B_00002_112414_23398.raw	j14220.raw	"Bait:DEFB123 (81002, D12)"	190957868	190957868	1	1
q11363_81002_C08_A_00002_112114_23369.raw	q11363.raw	"Bait:FAM165B (81002, C08)"	191806519	191806519	1	1
j14229_81002_C08_B_00002_112414_23414.raw	j14229.raw	"Bait:FAM165B (81002, C08)"	198178286	198178286	1	1
q11368_81002_D06_A_00002_112114_23382.raw	q11368.raw	"Bait:GNG10 (81002, D06)"	167165123	167165123	1	1
j14224_81002_D06_B_00002_112414_23405.raw	j14224.raw	"Bait:GNG10 (81002, D06)"	190075559	190075559	1	1
j14262_81002_H10_A_00002_112514_23479.raw	j14262.raw	"Bait:GNG5 (81002, H10)"	203376970	203376970	1	1
b13305_81002_H10_B_00002_112814_23521.raw	b13305.raw	"Bait:GNG5 (81002, H10)"	201226689	201226689	1	1
q11371_81002_D11_A_00002_112114_23389.raw	q11371.raw	"Bait:LENEP (81002, D11)"	187052968	187052968	1	1
b13365_81002_D11_C_00002_120214_23684.raw	b13365.raw	"Bait:LENEP (81002, D11)"	212064881	212064881	1	1
j14225_81002_D02_B_00002_112414_23407.raw	j14225.raw	"Bait:LST1 (81002, D02)"	208673559	208673559	1	1
b13423_81002_D02_C_00002_120614_23804.raw	b13423.raw	"Bait:LST1 (81002, D02)"	250373296	250373296	1	1
j14280_81002_B05_B_00002_112614_23509.raw	j14280.raw	"Bait:MRPL33 (81002, B05)"	206122486	206122486	1	1
b13361_81002_B05_C_00002_120214_23672.raw	b13361.raw	"Bait:MRPL33 (81002, B05)"	211278169	211278169	1	1
j13647_81003_A04_A_00003_102414_22122.raw	j13647.raw	"Bait:ANAPC13 (81003, A04)"	215862912	215862912	1	1
q10909_81003_A04_B_00003_102814_22271.raw	q10909.raw	"Bait:ANAPC13 (81003, A04)"	176901763	176901763	1	1
b12653_81003_H11_A_00003_102414_22217.raw	b12653.raw	"Bait:ATP6V0E1 (81003, H11)"	224355125	224355125	1	1
q10888_81003_H11_B_00003_102714_22233.raw	q10888.raw	"Bait:ATP6V0E1 (81003, H11)"	179108587	179108587	1	1
b12637_81003_D09_A_00003_102414_22191.raw	b12637.raw	"Bait:GNG11 (81003, D09)"	226114520	226114520	1	1
b12700_81003_D09_B_00003_102914_22289.raw	b12700.raw	"Bait:GNG11 (81003, D09)"	223062492	223062492	1	1
q10857_81003_F04_A_00003_102414_22187.raw	q10857.raw	"Bait:GNG3 (81003, F04)"	196812595	196812595	1	1
b12714_81003_F04_B_00003_102914_22316.raw	b12714.raw	"Bait:GNG3 (81003, F04)"	214923396	214923396	1	1
b12622_81003_C07_A_00003_102414_22162.raw	b12622.raw	"Bait:GNG4 (81003, C07)"	234868856	234868856	1	1
q10920_81003_C07_B_00003_102814_22288.raw	q10920.raw	"Bait:GNG4 (81003, C07)"	192285444	192285444	1	1
j13651_81003_A09_A_00003_102414_22132.raw	j13651.raw	"Bait:GNPTAB (81003, A09)"	229895986	229895986	1	1
b12720_81003_A09_D_00003_103014_22327.raw	b12720.raw	"Bait:GNPTAB (81003, A09)"	211221915	211221915	1	1
q10849_81003_E05_A_00003_102414_22171.raw	q10849.raw	"Bait:HES2 (81003, E05)"	206745387	206745387	1	1
b12666_81003_E05_B_00003_102714_22230.raw	b12666.raw	"Bait:HES2 (81003, E05)"	237395516	237395516	1	1
b12620_81003_C05_A_00003_102414_22158.raw	b12620.raw	"Bait:HIST1H2BJ (81003, C05)"	228498682	228498682	1	1
b12724_81003_C05_C_00003_103014_22339.raw	b12724.raw	"Bait:HIST1H2BJ (81003, C05)"	224239766	224239766	1	1
b12621_81003_C06_A_00003_102414_22161.raw	b12621.raw	"Bait:HOPX (81003, C06)"	229300873	229300873	1	1
b12723_81003_C06_C_00003_103014_22336.raw	b12723.raw	"Bait:HOPX (81003, C06)"	224455574	224455574	1	1
j13652_81003_A11_A_00003_102414_22135.raw	j13652.raw	"Bait:IER3IP1 (81003, A11)"	219538073	219538073	1	1
q10904_81003_A11_B_00003_102814_22261.raw	q10904.raw	"Bait:IER3IP1 (81003, A11)"	183877337	183877337	1	1
j13644_81003_A01_A_00003_102414_22117.raw	j13644.raw	"Bait:LSM6 (81003, A01)"	213048554	213048554	1	1
q10912_81003_A01_B_00003_102814_22277.raw	q10912.raw	"Bait:LSM6 (81003, A01)"	166696740	166696740	1	1
j13662_81003_B10_A_00003_102414_22160.raw	j13662.raw	"Bait:MARK4 (81003, B10)"	231642090	231642090	1	1
b12673_81003_B10_B_00003_102714_22243.raw	b12673.raw	"Bait:MARK4 (81003, B10)"	237841521	237841521	1	1
q10861_81003_F09_A_00003_102414_22195.raw	q10861.raw	"Bait:MED9 (81003, F09)"	184024525	184024525	1	1
b12710_81003_F09_B_00003_102914_22308.raw	b12710.raw	"Bait:MED9 (81003, F09)"	139466863	139466863	1	1
q10865_81003_G02_A_00003_102414_22203.raw	q10865.raw	"Bait:MORN2 (81003, G02)"	207261019	207261019	1	1
b12693_81003_G02_B_00003_102814_22278.raw	b12693.raw	"Bait:MORN2 (81003, G02)"	230252639	230252639	1	1
j13656_81003_B03_A_00003_102414_22145.raw	j13656.raw	"Bait:MUSTN1 (81003, B03)"	204597495	204597495	1	1
b12680_81003_B03_B_00003_102714_22255.raw	b12680.raw	"Bait:MUSTN1 (81003, B03)"	192650632	192650632	1	1
j13653_81003_A12_A_00003_102414_22137.raw	j13653.raw	"Bait:MZT1 (81003, A12)"	213031439	213031439	1	1
q10903_81003_A12_B_00003_102814_22260.raw	q10903.raw	"Bait:MZT1 (81003, A12)"	190158559	190158559	1	1
b12686_81003_G11_B_00003_102814_22264.raw	b12686.raw	"Bait:NINL (81003, G11)"	223632683	223632683	1	1
b12734_81003_G11_D_00003_103014_22363.raw	b12734.raw	"Bait:NINL (81003, G11)"	240285157	240285157	1	1
q10858_81003_F05_A_00003_102414_22189.raw	q10858.raw	"Bait:NRGN (81003, F05)"	188918870	188918870	1	1
b12713_81003_F05_B_00003_102914_22315.raw	b12713.raw	"Bait:NRGN (81003, F05)"	201073159	201073159	1	1
j13657_81003_B04_A_00003_102414_22147.raw	j13657.raw	"Bait:NUPR1 (81003, B04)"	217807891	217807891	1	1
b12679_81003_B04_B_00003_102714_22254.raw	b12679.raw	"Bait:NUPR1 (81003, B04)"	212328953	212328953	1	1
j13658_81003_B05_A_00003_102414_22150.raw	j13658.raw	"Bait:C5orf46 (81003, B05)"	212370565	212370565	1	1
b12678_81003_B05_B_00003_102714_22252.raw	b12678.raw	"Bait:C5orf46 (81003, B05)"	203159485	203159485	1	1
q10846_81003_E02_A_00003_102414_22163.raw	q10846.raw	"Bait:PKIG (81003, E02)"	176156027	176156027	1	1
b12669_81003_E02_B_00003_102714_22235.raw	b12669.raw	"Bait:PKIG (81003, E02)"	220181372	220181372	1	1
q10847_81003_E03_A_00003_102414_22165.raw	q10847.raw	"Bait:ROMO1 (81003, E03)"	204200731	204200731	1	1
q10934_81003_E03_C_00003_102914_22312.raw	q10934.raw	"Bait:ROMO1 (81003, E03)"	196488358	196488358	1	1
j13648_81003_A06_A_00003_102414_22124.raw	j13648.raw	"Bait:SMR3B (81003, A06)"	220972722	220972722	1	1
q10908_81003_A06_B_00003_102814_22269.raw	q10908.raw	"Bait:SMR3B (81003, A06)"	182776406	182776406	1	1
b12711_81003_F08_B_00003_102914_22311.raw	b12711.raw	"Bait:SNRPG (81003, F08)"	181688015	181688015	1	1
b12727_81003_F08_C_00003_103014_22348.raw	b12727.raw	"Bait:SNRPG (81003, F08)"	191924289	191924289	1	1
q10850_81003_E07_A_00003_102414_22173.raw	q10850.raw	"Bait:TRIAP1 (81003, E07)"	184930997	184930997	1	1
b12665_81003_E07_B_00003_102714_22228.raw	b12665.raw	"Bait:TRIAP1 (81003, E07)"	209722559	209722559	1	1
j13661_81003_B08_A_00003_102414_22157.raw	j13661.raw	"Bait:TRIP11 (81003, B08)"	224033584	224033584	1	1
q10931_81003_B08_C_00003_102914_22306.raw	q10931.raw	"Bait:TRIP11 (81003, B08)"	189190788	189190788	1	1
b12643_81003_H01_A_00003_102414_22199.raw	b12643.raw	"Bait:TSC22D3 (81003, H01)"	188834204	188834204	1	1
q10898_81003_H01_B_00003_102714_22253.raw	q10898.raw	"Bait:TSC22D3 (81003, H01)"	155819793	155819793	1	1
b12632_81003_D03_A_00003_102414_22181.raw	b12632.raw	"Bait:UBL5 (81003, D03)"	233651664	233651664	1	1
b12705_81003_D03_B_00003_102914_22299.raw	b12705.raw	"Bait:UBL5 (81003, D03)"	232269551	232269551	1	1
q10848_81003_E04_A_00003_102414_22168.raw	q10848.raw	"Bait:UQCRQ (81003, E04)"	182513222	182513222	1	1
b12667_81003_E04_B_00003_102714_22231.raw	b12667.raw	"Bait:UQCRQ (81003, E04)"	220949842	220949842	1	1
b12627_81003_C12_A_00003_102414_22175.raw	b12627.raw	"Bait:WFDC10A (81003, C12)"	215841753	215841753	1	1
