sample_id	raw_file_name	quant_type	source_column	bait_name	condition	is_control	replicate_group	keep	notes
b8635	b8635.raw	Intensity	Intensity b8635					Y	
b8636	b8636.raw	Intensity	Intensity b8636					Y	
b8637	b8637.raw	Intensity	Intensity b8637					Y	
b8647	b8647.raw	Intensity	Intensity b8647					Y	
b8649	b8649.raw	Intensity	Intensity b8649					Y	
b8650	b8650.raw	Intensity	Intensity b8650					Y	
b8651	b8651.raw	Intensity	Intensity b8651					Y	
b8652	b8652.raw	Intensity	Intensity b8652					Y	
b8653	b8653.raw	Intensity	Intensity b8653					Y	
b8654	b8654.raw	Intensity	Intensity b8654					Y	
b8655	b8655.raw	Intensity	Intensity b8655					Y	
b8656	b8656.raw	Intensity	Intensity b8656					Y	
b8657	b8657.raw	Intensity	Intensity b8657					Y	
b8659	b8659.raw	Intensity	Intensity b8659					Y	
b8661	b8661.raw	Intensity	Intensity b8661					Y	
b8662	b8662.raw	Intensity	Intensity b8662					Y	
b8663	b8663.raw	Intensity	Intensity b8663					Y	
b8667	b8667.raw	Intensity	Intensity b8667					Y	
b8669	b8669.raw	Intensity	Intensity b8669					Y	
b8672	b8672.raw	Intensity	Intensity b8672					Y	
b8673	b8673.raw	Intensity	Intensity b8673					Y	
b8675	b8675.raw	Intensity	Intensity b8675					Y	
b8679	b8679.raw	Intensity	Intensity b8679					Y	
b8680	b8680.raw	Intensity	Intensity b8680					Y	
b8681	b8681.raw	Intensity	Intensity b8681					Y	
b8687	b8687.raw	Intensity	Intensity b8687					Y	
b8688	b8688.raw	Intensity	Intensity b8688					Y	
b8690	b8690.raw	Intensity	Intensity b8690					Y	
b8691	b8691.raw	Intensity	Intensity b8691					Y	
b8692	b8692.raw	Intensity	Intensity b8692					Y	
b9103	b9103.raw	Intensity	Intensity b9103					Y	
b9104	b9104.raw	Intensity	Intensity b9104					Y	
b9105	b9105.raw	Intensity	Intensity b9105					Y	
b9106	b9106.raw	Intensity	Intensity b9106					Y	
b9107	b9107.raw	Intensity	Intensity b9107					Y	
b9108	b9108.raw	Intensity	Intensity b9108					Y	
b9109	b9109.raw	Intensity	Intensity b9109					Y	
b9110	b9110.raw	Intensity	Intensity b9110					Y	
b9112	b9112.raw	Intensity	Intensity b9112					Y	
b9113	b9113.raw	Intensity	Intensity b9113					Y	
b9117	b9117.raw	Intensity	Intensity b9117					Y	
b9118	b9118.raw	Intensity	Intensity b9118					Y	
b9119	b9119.raw	Intensity	Intensity b9119					Y	
b9120	b9120.raw	Intensity	Intensity b9120					Y	
b9121	b9121.raw	Intensity	Intensity b9121					Y	
b9122	b9122.raw	Intensity	Intensity b9122					Y	
b9123	b9123.raw	Intensity	Intensity b9123					Y	
b9124	b9124.raw	Intensity	Intensity b9124					Y	
b9125	b9125.raw	Intensity	Intensity b9125					Y	
b9129	b9129.raw	Intensity	Intensity b9129					Y	
b9130	b9130.raw	Intensity	Intensity b9130					Y	
b9131	b9131.raw	Intensity	Intensity b9131					Y	
b9132	b9132.raw	Intensity	Intensity b9132					Y	
b9133	b9133.raw	Intensity	Intensity b9133					Y	
b9134	b9134.raw	Intensity	Intensity b9134					Y	
b9136	b9136.raw	Intensity	Intensity b9136					Y	
b9137	b9137.raw	Intensity	Intensity b9137					Y	
b9138	b9138.raw	Intensity	Intensity b9138					Y	
b9139	b9139.raw	Intensity	Intensity b9139					Y	
b9141	b9141.raw	Intensity	Intensity b9141					Y	
b9143	b9143.raw	Intensity	Intensity b9143					Y	
b9144	b9144.raw	Intensity	Intensity b9144					Y	
b9149	b9149.raw	Intensity	Intensity b9149					Y	
b9151	b9151.raw	Intensity	Intensity b9151					Y	
b9152	b9152.raw	Intensity	Intensity b9152					Y	
b9165	b9165.raw	Intensity	Intensity b9165					Y	
b9166	b9166.raw	Intensity	Intensity b9166					Y	
b9168	b9168.raw	Intensity	Intensity b9168					Y	
b9169	b9169.raw	Intensity	Intensity b9169					Y	
b9170	b9170.raw	Intensity	Intensity b9170					Y	
b9171	b9171.raw	Intensity	Intensity b9171					Y	
b9172	b9172.raw	Intensity	Intensity b9172					Y	
b9173	b9173.raw	Intensity	Intensity b9173					Y	
b9174	b9174.raw	Intensity	Intensity b9174					Y	
b9175	b9175.raw	Intensity	Intensity b9175					Y	
b9176	b9176.raw	Intensity	Intensity b9176					Y	
b9187	b9187.raw	Intensity	Intensity b9187					Y	
b9188	b9188.raw	Intensity	Intensity b9188					Y	
b9189	b9189.raw	Intensity	Intensity b9189					Y	
b9190	b9190.raw	Intensity	Intensity b9190					Y	
b9193	b9193.raw	Intensity	Intensity b9193					Y	
b9195	b9195.raw	Intensity	Intensity b9195					Y	
b9213	b9213.raw	Intensity	Intensity b9213					Y	
b9216	b9216.raw	Intensity	Intensity b9216					Y	
b9217	b9217.raw	Intensity	Intensity b9217					Y	
b9218	b9218.raw	Intensity	Intensity b9218					Y	
b9222	b9222.raw	Intensity	Intensity b9222					Y	
b9223	b9223.raw	Intensity	Intensity b9223					Y	
b9224	b9224.raw	Intensity	Intensity b9224					Y	
b9225	b9225.raw	Intensity	Intensity b9225					Y	
b9226	b9226.raw	Intensity	Intensity b9226					Y	
b9227	b9227.raw	Intensity	Intensity b9227					Y	
b9228	b9228.raw	Intensity	Intensity b9228					Y	
b9229	b9229.raw	Intensity	Intensity b9229					Y	
b9230	b9230.raw	Intensity	Intensity b9230					Y	
b9233	b9233.raw	Intensity	Intensity b9233					Y	
b9234	b9234.raw	Intensity	Intensity b9234					Y	
b9235	b9235.raw	Intensity	Intensity b9235					Y	
b9236	b9236.raw	Intensity	Intensity b9236					Y	
b9237	b9237.raw	Intensity	Intensity b9237					Y	
b9238	b9238.raw	Intensity	Intensity b9238					Y	
b9239	b9239.raw	Intensity	Intensity b9239					Y	
b9240	b9240.raw	Intensity	Intensity b9240					Y	
b9241	b9241.raw	Intensity	Intensity b9241					Y	
b9242	b9242.raw	Intensity	Intensity b9242					Y	
b9243	b9243.raw	Intensity	Intensity b9243					Y	
b9247	b9247.raw	Intensity	Intensity b9247					Y	
b9248	b9248.raw	Intensity	Intensity b9248					Y	
b9249	b9249.raw	Intensity	Intensity b9249					Y	
b9250	b9250.raw	Intensity	Intensity b9250					Y	
b9251	b9251.raw	Intensity	Intensity b9251					Y	
b9252	b9252.raw	Intensity	Intensity b9252					Y	
b9253	b9253.raw	Intensity	Intensity b9253					Y	
b9254	b9254.raw	Intensity	Intensity b9254					Y	
b9257	b9257.raw	Intensity	Intensity b9257					Y	
b9258	b9258.raw	Intensity	Intensity b9258					Y	
b9259	b9259.raw	Intensity	Intensity b9259					Y	
b9260	b9260.raw	Intensity	Intensity b9260					Y	
b9262	b9262.raw	Intensity	Intensity b9262					Y	
b9264	b9264.raw	Intensity	Intensity b9264					Y	
b9265	b9265.raw	Intensity	Intensity b9265					Y	
b9354	b9354.raw	Intensity	Intensity b9354					Y	
b9355	b9355.raw	Intensity	Intensity b9355					Y	
b9356	b9356.raw	Intensity	Intensity b9356					Y	
b9357	b9357.raw	Intensity	Intensity b9357					Y	
b9358	b9358.raw	Intensity	Intensity b9358					Y	
b9359	b9359.raw	Intensity	Intensity b9359					Y	
b9360	b9360.raw	Intensity	Intensity b9360					Y	
b9361	b9361.raw	Intensity	Intensity b9361					Y	
b9362	b9362.raw	Intensity	Intensity b9362					Y	
b9363	b9363.raw	Intensity	Intensity b9363					Y	
b9366	b9366.raw	Intensity	Intensity b9366					Y	
b9367	b9367.raw	Intensity	Intensity b9367					Y	
b9369	b9369.raw	Intensity	Intensity b9369					Y	
b9370	b9370.raw	Intensity	Intensity b9370					Y	
b9371	b9371.raw	Intensity	Intensity b9371					Y	
b9372	b9372.raw	Intensity	Intensity b9372					Y	
b9373	b9373.raw	Intensity	Intensity b9373					Y	
b9374	b9374.raw	Intensity	Intensity b9374					Y	
b9375	b9375.raw	Intensity	Intensity b9375					Y	
b9379	b9379.raw	Intensity	Intensity b9379					Y	
b9380	b9380.raw	Intensity	Intensity b9380					Y	
b9381	b9381.raw	Intensity	Intensity b9381					Y	
b9382	b9382.raw	Intensity	Intensity b9382					Y	
b9383	b9383.raw	Intensity	Intensity b9383					Y	
b9384	b9384.raw	Intensity	Intensity b9384					Y	
b9386	b9386.raw	Intensity	Intensity b9386					Y	
b9387	b9387.raw	Intensity	Intensity b9387					Y	
b9388	b9388.raw	Intensity	Intensity b9388					Y	
b9391	b9391.raw	Intensity	Intensity b9391					Y	
b9392	b9392.raw	Intensity	Intensity b9392					Y	
b9393	b9393.raw	Intensity	Intensity b9393					Y	
b9394	b9394.raw	Intensity	Intensity b9394					Y	
b9395	b9395.raw	Intensity	Intensity b9395					Y	
b9396	b9396.raw	Intensity	Intensity b9396					Y	
b9401	b9401.raw	Intensity	Intensity b9401					Y	
b9402	b9402.raw	Intensity	Intensity b9402					Y	
b9403	b9403.raw	Intensity	Intensity b9403					Y	
b9404	b9404.raw	Intensity	Intensity b9404					Y	
b9405	b9405.raw	Intensity	Intensity b9405					Y	
b9406	b9406.raw	Intensity	Intensity b9406					Y	
b9407	b9407.raw	Intensity	Intensity b9407					Y	
b9408	b9408.raw	Intensity	Intensity b9408					Y	
b9443	b9443.raw	Intensity	Intensity b9443					Y	
b9445	b9445.raw	Intensity	Intensity b9445					Y	
b9446	b9446.raw	Intensity	Intensity b9446					Y	
b9447	b9447.raw	Intensity	Intensity b9447					Y	
b9481	b9481.raw	Intensity	Intensity b9481					Y	
b9482	b9482.raw	Intensity	Intensity b9482					Y	
b9484	b9484.raw	Intensity	Intensity b9484					Y	
b9486	b9486.raw	Intensity	Intensity b9486					Y	
b9487	b9487.raw	Intensity	Intensity b9487					Y	
b9647	b9647.raw	Intensity	Intensity b9647					Y	
b9958	b9958.raw	Intensity	Intensity b9958					Y	
b9959	b9959.raw	Intensity	Intensity b9959					Y	
b9960	b9960.raw	Intensity	Intensity b9960					Y	
b9962	b9962.raw	Intensity	Intensity b9962					Y	
j10274	j10274.raw	Intensity	Intensity j10274					Y	
j10275	j10275.raw	Intensity	Intensity j10275					Y	
j10277	j10277.raw	Intensity	Intensity j10277					Y	
j10279	j10279.raw	Intensity	Intensity j10279					Y	
j10280	j10280.raw	Intensity	Intensity j10280					Y	
j10281	j10281.raw	Intensity	Intensity j10281					Y	
j10282	j10282.raw	Intensity	Intensity j10282					Y	
j10286	j10286.raw	Intensity	Intensity j10286					Y	
j10287	j10287.raw	Intensity	Intensity j10287					Y	
j10288	j10288.raw	Intensity	Intensity j10288					Y	
j10290	j10290.raw	Intensity	Intensity j10290					Y	
j10292	j10292.raw	Intensity	Intensity j10292					Y	
j10293	j10293.raw	Intensity	Intensity j10293					Y	
j10294	j10294.raw	Intensity	Intensity j10294					Y	
j10295	j10295.raw	Intensity	Intensity j10295					Y	
j10296	j10296.raw	Intensity	Intensity j10296					Y	
j10300	j10300.raw	Intensity	Intensity j10300					Y	
j10302	j10302.raw	Intensity	Intensity j10302					Y	
j10303	j10303.raw	Intensity	Intensity j10303					Y	
j10304	j10304.raw	Intensity	Intensity j10304					Y	
j10306	j10306.raw	Intensity	Intensity j10306					Y	
j10307	j10307.raw	Intensity	Intensity j10307					Y	
j10309	j10309.raw	Intensity	Intensity j10309					Y	
j10310	j10310.raw	Intensity	Intensity j10310					Y	
j10313	j10313.raw	Intensity	Intensity j10313					Y	
j10314	j10314.raw	Intensity	Intensity j10314					Y	
j10315	j10315.raw	Intensity	Intensity j10315					Y	
j10316	j10316.raw	Intensity	Intensity j10316					Y	
j10317	j10317.raw	Intensity	Intensity j10317					Y	
j10318	j10318.raw	Intensity	Intensity j10318					Y	
j10319	j10319.raw	Intensity	Intensity j10319					Y	
j10320	j10320.raw	Intensity	Intensity j10320					Y	
j10327	j10327.raw	Intensity	Intensity j10327					Y	
j10328	j10328.raw	Intensity	Intensity j10328					Y	
j10330	j10330.raw	Intensity	Intensity j10330					Y	
j10331	j10331.raw	Intensity	Intensity j10331					Y	
j10332	j10332.raw	Intensity	Intensity j10332					Y	
j10333	j10333.raw	Intensity	Intensity j10333					Y	
j10334	j10334.raw	Intensity	Intensity j10334					Y	
j10335	j10335.raw	Intensity	Intensity j10335					Y	
j10336	j10336.raw	Intensity	Intensity j10336					Y	
j10337	j10337.raw	Intensity	Intensity j10337					Y	
j10342	j10342.raw	Intensity	Intensity j10342					Y	
j10343	j10343.raw	Intensity	Intensity j10343					Y	
j10344	j10344.raw	Intensity	Intensity j10344					Y	
j10345	j10345.raw	Intensity	Intensity j10345					Y	
j10363	j10363.raw	Intensity	Intensity j10363					Y	
j10364	j10364.raw	Intensity	Intensity j10364					Y	
j10365	j10365.raw	Intensity	Intensity j10365					Y	
j10366	j10366.raw	Intensity	Intensity j10366					Y	
j10367	j10367.raw	Intensity	Intensity j10367					Y	
j10368	j10368.raw	Intensity	Intensity j10368					Y	
j10369	j10369.raw	Intensity	Intensity j10369					Y	
j10370	j10370.raw	Intensity	Intensity j10370					Y	
j10371	j10371.raw	Intensity	Intensity j10371					Y	
j10382	j10382.raw	Intensity	Intensity j10382					Y	
j10383	j10383.raw	Intensity	Intensity j10383					Y	
j10384	j10384.raw	Intensity	Intensity j10384					Y	
j10385	j10385.raw	Intensity	Intensity j10385					Y	
j10386	j10386.raw	Intensity	Intensity j10386					Y	
j10387	j10387.raw	Intensity	Intensity j10387					Y	
j10388	j10388.raw	Intensity	Intensity j10388					Y	
j10389	j10389.raw	Intensity	Intensity j10389					Y	
j10390	j10390.raw	Intensity	Intensity j10390					Y	
j10391	j10391.raw	Intensity	Intensity j10391					Y	
j10392	j10392.raw	Intensity	Intensity j10392					Y	
j10393	j10393.raw	Intensity	Intensity j10393					Y	
j10396	j10396.raw	Intensity	Intensity j10396					Y	
j10397	j10397.raw	Intensity	Intensity j10397					Y	
j10398	j10398.raw	Intensity	Intensity j10398					Y	
j10399	j10399.raw	Intensity	Intensity j10399					Y	
j10400	j10400.raw	Intensity	Intensity j10400					Y	
j10401	j10401.raw	Intensity	Intensity j10401					Y	
j10402	j10402.raw	Intensity	Intensity j10402					Y	
j10403	j10403.raw	Intensity	Intensity j10403					Y	
j10404	j10404.raw	Intensity	Intensity j10404					Y	
j10407	j10407.raw	Intensity	Intensity j10407					Y	
j10408	j10408.raw	Intensity	Intensity j10408					Y	
j10409	j10409.raw	Intensity	Intensity j10409					Y	
j10410	j10410.raw	Intensity	Intensity j10410					Y	
j10411	j10411.raw	Intensity	Intensity j10411					Y	
j10412	j10412.raw	Intensity	Intensity j10412					Y	
j10413	j10413.raw	Intensity	Intensity j10413					Y	
j10414	j10414.raw	Intensity	Intensity j10414					Y	
j10419	j10419.raw	Intensity	Intensity j10419					Y	
j10420	j10420.raw	Intensity	Intensity j10420					Y	
j10421	j10421.raw	Intensity	Intensity j10421					Y	
j10422	j10422.raw	Intensity	Intensity j10422					Y	
j10423	j10423.raw	Intensity	Intensity j10423					Y	
j10424	j10424.raw	Intensity	Intensity j10424					Y	
j10425	j10425.raw	Intensity	Intensity j10425					Y	
j10426	j10426.raw	Intensity	Intensity j10426					Y	
j10427	j10427.raw	Intensity	Intensity j10427					Y	
j10431	j10431.raw	Intensity	Intensity j10431					Y	
j10432	j10432.raw	Intensity	Intensity j10432					Y	
j10433	j10433.raw	Intensity	Intensity j10433					Y	
j10434	j10434.raw	Intensity	Intensity j10434					Y	
j10435	j10435.raw	Intensity	Intensity j10435					Y	
j10436	j10436.raw	Intensity	Intensity j10436					Y	
j10437	j10437.raw	Intensity	Intensity j10437					Y	
j10438	j10438.raw	Intensity	Intensity j10438					Y	
j10439	j10439.raw	Intensity	Intensity j10439					Y	
j10440	j10440.raw	Intensity	Intensity j10440					Y	
j10441	j10441.raw	Intensity	Intensity j10441					Y	
j10445	j10445.raw	Intensity	Intensity j10445					Y	
j10447	j10447.raw	Intensity	Intensity j10447					Y	
j10448	j10448.raw	Intensity	Intensity j10448					Y	
j10449	j10449.raw	Intensity	Intensity j10449					Y	
j10450	j10450.raw	Intensity	Intensity j10450					Y	
j10488	j10488.raw	Intensity	Intensity j10488					Y	
j10489	j10489.raw	Intensity	Intensity j10489					Y	
j10538	j10538.raw	Intensity	Intensity j10538					Y	
j10539	j10539.raw	Intensity	Intensity j10539					Y	
j10540	j10540.raw	Intensity	Intensity j10540					Y	
j10541	j10541.raw	Intensity	Intensity j10541					Y	
j10542	j10542.raw	Intensity	Intensity j10542					Y	
j10543	j10543.raw	Intensity	Intensity j10543					Y	
j10544	j10544.raw	Intensity	Intensity j10544					Y	
j10545	j10545.raw	Intensity	Intensity j10545					Y	
j10546	j10546.raw	Intensity	Intensity j10546					Y	
j10547	j10547.raw	Intensity	Intensity j10547					Y	
j10550	j10550.raw	Intensity	Intensity j10550					Y	
j10551	j10551.raw	Intensity	Intensity j10551					Y	
j10554	j10554.raw	Intensity	Intensity j10554					Y	
j10555	j10555.raw	Intensity	Intensity j10555					Y	
j10556	j10556.raw	Intensity	Intensity j10556					Y	
j10557	j10557.raw	Intensity	Intensity j10557					Y	
j10560	j10560.raw	Intensity	Intensity j10560					Y	
j10561	j10561.raw	Intensity	Intensity j10561					Y	
j10562	j10562.raw	Intensity	Intensity j10562					Y	
j10564	j10564.raw	Intensity	Intensity j10564					Y	
j10565	j10565.raw	Intensity	Intensity j10565					Y	
j10566	j10566.raw	Intensity	Intensity j10566					Y	
j10567	j10567.raw	Intensity	Intensity j10567					Y	
j10568	j10568.raw	Intensity	Intensity j10568					Y	
j10569	j10569.raw	Intensity	Intensity j10569					Y	
j10572	j10572.raw	Intensity	Intensity j10572					Y	
j10573	j10573.raw	Intensity	Intensity j10573					Y	
j10574	j10574.raw	Intensity	Intensity j10574					Y	
j10575	j10575.raw	Intensity	Intensity j10575					Y	
j10576	j10576.raw	Intensity	Intensity j10576					Y	
j10778	j10778.raw	Intensity	Intensity j10778					Y	
j10779	j10779.raw	Intensity	Intensity j10779					Y	
j10780	j10780.raw	Intensity	Intensity j10780					Y	
j10781	j10781.raw	Intensity	Intensity j10781					Y	
j10782	j10782.raw	Intensity	Intensity j10782					Y	
j10783	j10783.raw	Intensity	Intensity j10783					Y	
j10784	j10784.raw	Intensity	Intensity j10784					Y	
j10785	j10785.raw	Intensity	Intensity j10785					Y	
j10786	j10786.raw	Intensity	Intensity j10786					Y	
j10787	j10787.raw	Intensity	Intensity j10787					Y	
j10936	j10936.raw	Intensity	Intensity j10936					Y	
j10937	j10937.raw	Intensity	Intensity j10937					Y	
j13305	j13305.raw	Intensity	Intensity j13305					Y	
j13306	j13306.raw	Intensity	Intensity j13306					Y	
j13307	j13307.raw	Intensity	Intensity j13307					Y	
j13308	j13308.raw	Intensity	Intensity j13308					Y	
j13309	j13309.raw	Intensity	Intensity j13309					Y	
j13310	j13310.raw	Intensity	Intensity j13310					Y	
j13311	j13311.raw	Intensity	Intensity j13311					Y	
j13312	j13312.raw	Intensity	Intensity j13312					Y	
j13313	j13313.raw	Intensity	Intensity j13313					Y	
j13314	j13314.raw	Intensity	Intensity j13314					Y	
j13317	j13317.raw	Intensity	Intensity j13317					Y	
j13318	j13318.raw	Intensity	Intensity j13318					Y	
j13319	j13319.raw	Intensity	Intensity j13319					Y	
j13320	j13320.raw	Intensity	Intensity j13320					Y	
j13321	j13321.raw	Intensity	Intensity j13321					Y	
j13322	j13322.raw	Intensity	Intensity j13322					Y	
j13323	j13323.raw	Intensity	Intensity j13323					Y	
j13324	j13324.raw	Intensity	Intensity j13324					Y	
j13325	j13325.raw	Intensity	Intensity j13325					Y	
j13326	j13326.raw	Intensity	Intensity j13326					Y	
j13327	j13327.raw	Intensity	Intensity j13327					Y	
j13329	j13329.raw	Intensity	Intensity j13329					Y	
j13330	j13330.raw	Intensity	Intensity j13330					Y	
j13331	j13331.raw	Intensity	Intensity j13331					Y	
j13333	j13333.raw	Intensity	Intensity j13333					Y	
j13334	j13334.raw	Intensity	Intensity j13334					Y	
j13335	j13335.raw	Intensity	Intensity j13335					Y	
j13378	j13378.raw	Intensity	Intensity j13378					Y	
j13379	j13379.raw	Intensity	Intensity j13379					Y	
j13380	j13380.raw	Intensity	Intensity j13380					Y	
j13381	j13381.raw	Intensity	Intensity j13381					Y	
j13382	j13382.raw	Intensity	Intensity j13382					Y	
j13383	j13383.raw	Intensity	Intensity j13383					Y	
j13389	j13389.raw	Intensity	Intensity j13389					Y	
j13390	j13390.raw	Intensity	Intensity j13390					Y	
j13391	j13391.raw	Intensity	Intensity j13391					Y	
j13392	j13392.raw	Intensity	Intensity j13392					Y	
j13393	j13393.raw	Intensity	Intensity j13393					Y	
j13394	j13394.raw	Intensity	Intensity j13394					Y	
j13395	j13395.raw	Intensity	Intensity j13395					Y	
j13396	j13396.raw	Intensity	Intensity j13396					Y	
j13397	j13397.raw	Intensity	Intensity j13397					Y	
j13398	j13398.raw	Intensity	Intensity j13398					Y	
j13399	j13399.raw	Intensity	Intensity j13399					Y	
j13407	j13407.raw	Intensity	Intensity j13407					Y	
j13408	j13408.raw	Intensity	Intensity j13408					Y	
j14220	j14220.raw	Intensity	Intensity j14220					Y	
j14222	j14222.raw	Intensity	Intensity j14222					Y	
j14224	j14224.raw	Intensity	Intensity j14224					Y	
j14225	j14225.raw	Intensity	Intensity j14225					Y	
j14229	j14229.raw	Intensity	Intensity j14229					Y	
j14232	j14232.raw	Intensity	Intensity j14232					Y	
j14246	j14246.raw	Intensity	Intensity j14246					Y	
j14252	j14252.raw	Intensity	Intensity j14252					Y	
j14260	j14260.raw	Intensity	Intensity j14260					Y	
j14262	j14262.raw	Intensity	Intensity j14262					Y	
j14268	j14268.raw	Intensity	Intensity j14268					Y	
j14269	j14269.raw	Intensity	Intensity j14269					Y	
j14272	j14272.raw	Intensity	Intensity j14272					Y	
j14277	j14277.raw	Intensity	Intensity j14277					Y	
j14280	j14280.raw	Intensity	Intensity j14280					Y	
j14281	j14281.raw	Intensity	Intensity j14281					Y	
j14282	j14282.raw	Intensity	Intensity j14282					Y	
j14283	j14283.raw	Intensity	Intensity j14283					Y	
j14285	j14285.raw	Intensity	Intensity j14285					Y	
j14294	j14294.raw	Intensity	Intensity j14294					Y	
j14295	j14295.raw	Intensity	Intensity j14295					Y	
j14871	j14871.raw	Intensity	Intensity j14871					Y	
j14872	j14872.raw	Intensity	Intensity j14872					Y	
j14873	j14873.raw	Intensity	Intensity j14873					Y	
j14874	j14874.raw	Intensity	Intensity j14874					Y	
j14875	j14875.raw	Intensity	Intensity j14875					Y	
j14876	j14876.raw	Intensity	Intensity j14876					Y	
j14878	j14878.raw	Intensity	Intensity j14878					Y	
j14880	j14880.raw	Intensity	Intensity j14880					Y	
j14881	j14881.raw	Intensity	Intensity j14881					Y	
j14884	j14884.raw	Intensity	Intensity j14884					Y	
j14885	j14885.raw	Intensity	Intensity j14885					Y	
j14889	j14889.raw	Intensity	Intensity j14889					Y	
j14890	j14890.raw	Intensity	Intensity j14890					Y	
j14891	j14891.raw	Intensity	Intensity j14891					Y	
j14893	j14893.raw	Intensity	Intensity j14893					Y	
j14894	j14894.raw	Intensity	Intensity j14894					Y	
j14895	j14895.raw	Intensity	Intensity j14895					Y	
j14896	j14896.raw	Intensity	Intensity j14896					Y	
j14897	j14897.raw	Intensity	Intensity j14897					Y	
j14898	j14898.raw	Intensity	Intensity j14898					Y	
j14907	j14907.raw	Intensity	Intensity j14907					Y	
j14908	j14908.raw	Intensity	Intensity j14908					Y	
j14909	j14909.raw	Intensity	Intensity j14909					Y	
j14910	j14910.raw	Intensity	Intensity j14910					Y	
j14911	j14911.raw	Intensity	Intensity j14911					Y	
j14912	j14912.raw	Intensity	Intensity j14912					Y	
j14913	j14913.raw	Intensity	Intensity j14913					Y	
j14914	j14914.raw	Intensity	Intensity j14914					Y	
j14915	j14915.raw	Intensity	Intensity j14915					Y	
j14916	j14916.raw	Intensity	Intensity j14916					Y	
j14917	j14917.raw	Intensity	Intensity j14917					Y	
j15092	j15092.raw	Intensity	Intensity j15092					Y	
j15093	j15093.raw	Intensity	Intensity j15093					Y	
j15094	j15094.raw	Intensity	Intensity j15094					Y	
j15095	j15095.raw	Intensity	Intensity j15095					Y	
j15096	j15096.raw	Intensity	Intensity j15096					Y	
j15097	j15097.raw	Intensity	Intensity j15097					Y	
j15098	j15098.raw	Intensity	Intensity j15098					Y	
j15100	j15100.raw	Intensity	Intensity j15100					Y	
j15101	j15101.raw	Intensity	Intensity j15101					Y	
j15102	j15102.raw	Intensity	Intensity j15102					Y	
j15105	j15105.raw	Intensity	Intensity j15105					Y	
j15106	j15106.raw	Intensity	Intensity j15106					Y	
j15107	j15107.raw	Intensity	Intensity j15107					Y	
j15109	j15109.raw	Intensity	Intensity j15109					Y	
j15111	j15111.raw	Intensity	Intensity j15111					Y	
j15115	j15115.raw	Intensity	Intensity j15115					Y	
j15116	j15116.raw	Intensity	Intensity j15116					Y	
j15120	j15120.raw	Intensity	Intensity j15120					Y	
j15121	j15121.raw	Intensity	Intensity j15121					Y	
j15122	j15122.raw	Intensity	Intensity j15122					Y	
j15150	j15150.raw	Intensity	Intensity j15150					Y	
j15151	j15151.raw	Intensity	Intensity j15151					Y	
j18265	j18265.raw	Intensity	Intensity j18265					Y	
j19865	j19865.raw	Intensity	Intensity j19865					Y	
j3706	j3706.raw	Intensity	Intensity j3706					Y	
j3709	j3709.raw	Intensity	Intensity j3709					Y	
j3710	j3710.raw	Intensity	Intensity j3710					Y	
j3711	j3711.raw	Intensity	Intensity j3711					Y	
j3712	j3712.raw	Intensity	Intensity j3712					Y	
j3713	j3713.raw	Intensity	Intensity j3713					Y	
j3714	j3714.raw	Intensity	Intensity j3714					Y	
j3740	j3740.raw	Intensity	Intensity j3740					Y	
j3741	j3741.raw	Intensity	Intensity j3741					Y	
j3742	j3742.raw	Intensity	Intensity j3742					Y	
j3754	j3754.raw	Intensity	Intensity j3754					Y	
j3755	j3755.raw	Intensity	Intensity j3755					Y	
j3756	j3756.raw	Intensity	Intensity j3756					Y	
j3759	j3759.raw	Intensity	Intensity j3759					Y	
j3771	j3771.raw	Intensity	Intensity j3771					Y	
j3772	j3772.raw	Intensity	Intensity j3772					Y	
j3775	j3775.raw	Intensity	Intensity j3775					Y	
j4184	j4184.raw	Intensity	Intensity j4184					Y	
j4185	j4185.raw	Intensity	Intensity j4185					Y	
j4186	j4186.raw	Intensity	Intensity j4186					Y	
j4190	j4190.raw	Intensity	Intensity j4190					Y	
j4191	j4191.raw	Intensity	Intensity j4191					Y	
j4192	j4192.raw	Intensity	Intensity j4192					Y	
j4193	j4193.raw	Intensity	Intensity j4193					Y	
j4194	j4194.raw	Intensity	Intensity j4194					Y	
j4195	j4195.raw	Intensity	Intensity j4195					Y	
j4210	j4210.raw	Intensity	Intensity j4210					Y	
j4212	j4212.raw	Intensity	Intensity j4212					Y	
j4213	j4213.raw	Intensity	Intensity j4213					Y	
j4215	j4215.raw	Intensity	Intensity j4215					Y	
j4216	j4216.raw	Intensity	Intensity j4216					Y	
j4217	j4217.raw	Intensity	Intensity j4217					Y	
j4223	j4223.raw	Intensity	Intensity j4223					Y	
j4224	j4224.raw	Intensity	Intensity j4224					Y	
j4226	j4226.raw	Intensity	Intensity j4226					Y	
j4227	j4227.raw	Intensity	Intensity j4227					Y	
j4228	j4228.raw	Intensity	Intensity j4228					Y	
j4229	j4229.raw	Intensity	Intensity j4229					Y	
j4234	j4234.raw	Intensity	Intensity j4234					Y	
j4235	j4235.raw	Intensity	Intensity j4235					Y	
j4236	j4236.raw	Intensity	Intensity j4236					Y	
j4237	j4237.raw	Intensity	Intensity j4237					Y	
j4238	j4238.raw	Intensity	Intensity j4238					Y	
j4240	j4240.raw	Intensity	Intensity j4240					Y	
j4241	j4241.raw	Intensity	Intensity j4241					Y	
j4242	j4242.raw	Intensity	Intensity j4242					Y	
