sample_id	raw_file_name	quant_type	source_column	bait_name	condition	is_control	replicate_group	keep	notes
b5796	b5796.raw	Intensity	Intensity b5796	CREB3	81067	N	CREB3__81067	Y	platewell=D03; replicate=B
b5797	b5797.raw	Intensity	Intensity b5797	LIPT1	81067	N	LIPT1__81067	Y	platewell=D02; replicate=B
b5798	b5798.raw	Intensity	Intensity b5798	HLA-C	81067	N	HLA-C__81067	Y	platewell=D01; replicate=B
b5803	b5803.raw	Intensity	Intensity b5803	ADH1C	81067	N	ADH1C__81067	Y	platewell=E11; replicate=B
b5804	b5804.raw	Intensity	Intensity b5804	DZIP3	81067	N	DZIP3__81067	Y	platewell=E10; replicate=B
b5805	b5805.raw	Intensity	Intensity b5805	TEAD4	81067	N	TEAD4__81067	Y	platewell=E09; replicate=B
b5806	b5806.raw	Intensity	Intensity b5806	NT5E	81067	N	NT5E__81067	Y	platewell=E08; replicate=B
b5807	b5807.raw	Intensity	Intensity b5807	C8orf45	81067	N	C8orf45__81067	Y	platewell=E07; replicate=B
b5808	b5808.raw	Intensity	Intensity b5808	VASP	81067	N	VASP__81067	Y	platewell=E06; replicate=B
b5809	b5809.raw	Intensity	Intensity b5809	GPR183	81067	N	GPR183__81067	Y	platewell=E05; replicate=B
b5810	b5810.raw	Intensity	Intensity b5810	PEX3	81067	N	PEX3__81067	Y	platewell=E03; replicate=B
b5811	b5811.raw	Intensity	Intensity b5811	SLC35C1	81067	N	SLC35C1__81067	Y	platewell=E02; replicate=B
b5812	b5812.raw	Intensity	Intensity b5812	SSBP2	81067	N	SSBP2__81067	Y	platewell=E01; replicate=B
b8578	b8578.raw	Intensity	Intensity b8578	TBL1Y	81096	N	TBL1Y__81096	Y	platewell=A12; replicate=B
b8579	b8579.raw	Intensity	Intensity b8579	ZMYND11	81096	N	ZMYND11__81096	Y	platewell=A11; replicate=B
b8580	b8580.raw	Intensity	Intensity b8580	ZNF238	81096	N	ZNF238__81096	Y	platewell=A10; replicate=B
b8581	b8581.raw	Intensity	Intensity b8581	SNX1	81096	N	SNX1__81096	Y	platewell=A09; replicate=B
b8582	b8582.raw	Intensity	Intensity b8582	POLE2	81096	N	POLE2__81096	Y	platewell=A08; replicate=B
b8583	b8583.raw	Intensity	Intensity b8583	ZNF449	81096	N	ZNF449__81096	Y	platewell=A07; replicate=B
b8584	b8584.raw	Intensity	Intensity b8584	DYNC1LI1	81096	N	DYNC1LI1__81096	Y	platewell=A06; replicate=B
b8585	b8585.raw	Intensity	Intensity b8585	VANGL1	81096	N	VANGL1__81096	Y	platewell=A05; replicate=B
b8586	b8586.raw	Intensity	Intensity b8586	CYP4F12	81096	N	CYP4F12__81096	Y	platewell=A04; replicate=B
b8587	b8587.raw	Intensity	Intensity b8587	TNK2	81096	N	TNK2__81096	Y	platewell=A03; replicate=B
b8588	b8588.raw	Intensity	Intensity b8588	DYRK4	81096	N	DYRK4__81096	Y	platewell=A02; replicate=B
b8589	b8589.raw	Intensity	Intensity b8589	DPYS	81096	N	DPYS__81096	Y	platewell=A01; replicate=B
b8593	b8593.raw	Intensity	Intensity b8593	TIGD6	81096	N	TIGD6__81096	Y	platewell=B12; replicate=B
b8594	b8594.raw	Intensity	Intensity b8594	FBXW11	81096	N	FBXW11__81096	Y	platewell=B11; replicate=B
b8595	b8595.raw	Intensity	Intensity b8595	PLXNA4	81096	N	PLXNA4__81096	Y	platewell=B10; replicate=B
b8597	b8597.raw	Intensity	Intensity b8597	CAT	81096	N	CAT__81096	Y	platewell=B08; replicate=B
b8598	b8598.raw	Intensity	Intensity b8598	TMEM209	81096	N	TMEM209__81096	Y	platewell=B07; replicate=B
b8599	b8599.raw	Intensity	Intensity b8599	FAM98A	81096	N	FAM98A__81096	Y	platewell=B06; replicate=B
b8600	b8600.raw	Intensity	Intensity b8600	NAB2	81096	N	NAB2__81096	Y	platewell=B05; replicate=B
b8601	b8601.raw	Intensity	Intensity b8601	ATP5B	81096	N	ATP5B__81096	Y	platewell=B04; replicate=B
b8603	b8603.raw	Intensity	Intensity b8603	MARCO	81096	N	MARCO__81096	Y	platewell=B02; replicate=B
b8604	b8604.raw	Intensity	Intensity b8604	TCP11L2	81096	N	TCP11L2__81096	Y	platewell=B01; replicate=B
b8608	b8608.raw	Intensity	Intensity b8608	PDE4D	81096	N	PDE4D__81096	Y	platewell=E01; replicate=A
b8609	b8609.raw	Intensity	Intensity b8609	FLVCR2	81096	N	FLVCR2__81096	Y	platewell=E02; replicate=A
b8610	b8610.raw	Intensity	Intensity b8610	WHSC2	81096	N	WHSC2__81096	Y	platewell=E03; replicate=A
b8611	b8611.raw	Intensity	Intensity b8611	LAP3	81096	N	LAP3__81096	Y	platewell=E05; replicate=A
b8612	b8612.raw	Intensity	Intensity b8612	CDC16	81096	N	CDC16__81096	Y	platewell=E07; replicate=A
b8613	b8613.raw	Intensity	Intensity b8613	C17orf53	81096	N	C17orf53__81096	Y	platewell=E08; replicate=A
b8614	b8614.raw	Intensity	Intensity b8614	ASB3	81096	N	ASB3__81096	Y	platewell=E09; replicate=A
b8615	b8615.raw	Intensity	Intensity b8615	OMA1	81096	N	OMA1__81096	Y	platewell=E10; replicate=A
b8616	b8616.raw	Intensity	Intensity b8616	ALPI	81096	N	ALPI__81096	Y	platewell=E11; replicate=A
b8617	b8617.raw	Intensity	Intensity b8617	VNN2	81096	N	VNN2__81096	Y	platewell=E12; replicate=A
b8621	b8621.raw	Intensity	Intensity b8621	SYNCRIP	81096	N	SYNCRIP__81096	Y	platewell=F02; replicate=A
b8623	b8623.raw	Intensity	Intensity b8623	ACCN2	81096	N	ACCN2__81096	Y	platewell=F05; replicate=A
b8624	b8624.raw	Intensity	Intensity b8624	OCLN	81096	N	OCLN__81096	Y	platewell=F06; replicate=A
b8625	b8625.raw	Intensity	Intensity b8625	ATG9A	81096	N	ATG9A__81096	Y	platewell=F08; replicate=A
b8626	b8626.raw	Intensity	Intensity b8626	PDZK1	81096	N	PDZK1__81096	Y	platewell=F09; replicate=A
b8627	b8627.raw	Intensity	Intensity b8627	SLC1A1	81096	N	SLC1A1__81096	Y	platewell=F10; replicate=A
b8628	b8628.raw	Intensity	Intensity b8628	UGT2A3	81096	N	UGT2A3__81096	Y	platewell=F11; replicate=A
b8629	b8629.raw	Intensity	Intensity b8629	USP3	81096	N	USP3__81096	Y	platewell=F12; replicate=A
b8633	b8633.raw	Intensity	Intensity b8633	VANGL2	81096	N	VANGL2__81096	Y	platewell=C12; replicate=B
b8634	b8634.raw	Intensity	Intensity b8634	SIAE	81096	N	SIAE__81096	Y	platewell=C11; replicate=B
b8635	b8635.raw	Intensity	Intensity b8635	CDK17	81096	N	CDK17__81096	Y	platewell=C10; replicate=B
b8636	b8636.raw	Intensity	Intensity b8636	CORO2A	81096	N	CORO2A__81096	Y	platewell=C09; replicate=B
b8637	b8637.raw	Intensity	Intensity b8637	ZNF572	81096	N	ZNF572__81096	Y	platewell=C08; replicate=B
b8647	b8647.raw	Intensity	Intensity b8647	PNLDC1	81096	N	PNLDC1__81096	Y	platewell=D12; replicate=B
b8649	b8649.raw	Intensity	Intensity b8649	APEX2	81096	N	APEX2__81096	Y	platewell=D08; replicate=B
b8650	b8650.raw	Intensity	Intensity b8650	MFSD8	81096	N	MFSD8__81096	Y	platewell=D09; replicate=B
b8651	b8651.raw	Intensity	Intensity b8651	LRRTM1	81096	N	LRRTM1__81096	Y	platewell=D07; replicate=B
b8652	b8652.raw	Intensity	Intensity b8652	ZNF768	81096	N	ZNF768__81096	Y	platewell=D06; replicate=B
b8653	b8653.raw	Intensity	Intensity b8653	PFKFB3	81096	N	PFKFB3__81096	Y	platewell=D05; replicate=B
b8654	b8654.raw	Intensity	Intensity b8654	NHEDC2	81096	N	NHEDC2__81096	Y	platewell=D04; replicate=B
b8655	b8655.raw	Intensity	Intensity b8655	GPR114	81096	N	GPR114__81096	Y	platewell=D03; replicate=B
b8656	b8656.raw	Intensity	Intensity b8656	TBX22	81096	N	TBX22__81096	Y	platewell=D02; replicate=B
b8657	b8657.raw	Intensity	Intensity b8657	CAMKK1	81096	N	CAMKK1__81096	Y	platewell=D01; replicate=B
b8659	b8659.raw	Intensity	Intensity b8659	ALPL	81096	N	ALPL__81096	Y	platewell=G11; replicate=B
b8661	b8661.raw	Intensity	Intensity b8661	OXCT1	81096	N	OXCT1__81096	Y	platewell=G09; replicate=B
b8662	b8662.raw	Intensity	Intensity b8662	FBXO7	81096	N	FBXO7__81096	Y	platewell=G08; replicate=B
b8663	b8663.raw	Intensity	Intensity b8663	ZNF454	81096	N	ZNF454__81096	Y	platewell=G07; replicate=B
b8667	b8667.raw	Intensity	Intensity b8667	QRSL1	81096	N	QRSL1__81096	Y	platewell=G03; replicate=B
b8669	b8669.raw	Intensity	Intensity b8669	KBTBD4	81096	N	KBTBD4__81096	Y	platewell=G01; replicate=B
b8672	b8672.raw	Intensity	Intensity b8672	UGT3A2	81096	N	UGT3A2__81096	Y	platewell=H11; replicate=B
b8673	b8673.raw	Intensity	Intensity b8673	MAOA	81096	N	MAOA__81096	Y	platewell=H10; replicate=B
b8675	b8675.raw	Intensity	Intensity b8675	PRPF4	81096	N	PRPF4__81096	Y	platewell=H08; replicate=B
b8679	b8679.raw	Intensity	Intensity b8679	GPR161	81096	N	GPR161__81096	Y	platewell=H03; replicate=B
b8680	b8680.raw	Intensity	Intensity b8680	HEXA	81096	N	HEXA__81096	Y	platewell=H02; replicate=B
b8681	b8681.raw	Intensity	Intensity b8681	C16orf71	81096	N	C16orf71__81096	Y	platewell=H01; replicate=B
b8687	b8687.raw	Intensity	Intensity b8687	TULP2	81096	N	TULP2__81096	Y	platewell=C06; replicate=B
b8688	b8688.raw	Intensity	Intensity b8688	DEPDC1	81096	N	DEPDC1__81096	Y	platewell=C05; replicate=B
b8690	b8690.raw	Intensity	Intensity b8690	BAIAP2	81096	N	BAIAP2__81096	Y	platewell=C03; replicate=B
b8691	b8691.raw	Intensity	Intensity b8691	DCT	81096	N	DCT__81096	Y	platewell=C02; replicate=B
b8692	b8692.raw	Intensity	Intensity b8692	CREB3L1	81096	N	CREB3L1__81096	Y	platewell=C01; replicate=B
b9103	b9103.raw	Intensity	Intensity b9103	YAF2	81045PEI	N	YAF2__81045PEI	Y	platewell=B01; replicate=A
b9104	b9104.raw	Intensity	Intensity b9104	GJB7	81045PEI	N	GJB7__81045PEI	Y	platewell=B02; replicate=A
b9105	b9105.raw	Intensity	Intensity b9105	RIT1	81045PEI	N	RIT1__81045PEI	Y	platewell=B03; replicate=A
b9106	b9106.raw	Intensity	Intensity b9106	TMEM182	81045PEI	N	TMEM182__81045PEI	Y	platewell=B04; replicate=A
b9107	b9107.raw	Intensity	Intensity b9107	IFNW1	81045PEI	N	IFNW1__81045PEI	Y	platewell=B06; replicate=A
b9108	b9108.raw	Intensity	Intensity b9108	RAB41	81045PEI	N	RAB41__81045PEI	Y	platewell=B07; replicate=A
b9109	b9109.raw	Intensity	Intensity b9109	DTD1	81045PEI	N	DTD1__81045PEI	Y	platewell=B08; replicate=A
b9110	b9110.raw	Intensity	Intensity b9110	RAB5C	81045PEI	N	RAB5C__81045PEI	Y	platewell=B09; replicate=A
b9112	b9112.raw	Intensity	Intensity b9112	IL22RA2	81045PEI	N	IL22RA2__81045PEI	Y	platewell=B11; replicate=A
b9113	b9113.raw	Intensity	Intensity b9113	NEK2	81045PEI	N	NEK2__81045PEI	Y	platewell=B12; replicate=A
b9117	b9117.raw	Intensity	Intensity b9117	SCN3B	81045PEI	N	SCN3B__81045PEI	Y	platewell=F02; replicate=A
b9118	b9118.raw	Intensity	Intensity b9118	HTR3D	81045PEI	N	HTR3D__81045PEI	Y	platewell=F04; replicate=A
b9119	b9119.raw	Intensity	Intensity b9119	C9orf139	81045PEI	N	C9orf139__81045PEI	Y	platewell=F05; replicate=A
b9120	b9120.raw	Intensity	Intensity b9120	IL29	81045PEI	N	IL29__81045PEI	Y	platewell=F06; replicate=A
b9121	b9121.raw	Intensity	Intensity b9121	BCL7A	81045PEI	N	BCL7A__81045PEI	Y	platewell=F07; replicate=A
b9122	b9122.raw	Intensity	Intensity b9122	BAG2	81045PEI	N	BAG2__81045PEI	Y	platewell=F08; replicate=A
b9123	b9123.raw	Intensity	Intensity b9123	ARHGEF38	81045PEI	N	ARHGEF38__81045PEI	Y	platewell=F09; replicate=A
b9124	b9124.raw	Intensity	Intensity b9124	SULT1C4	81045PEI	N	SULT1C4__81045PEI	Y	platewell=F10; replicate=A
b9125	b9125.raw	Intensity	Intensity b9125	CNTF	81045PEI	N	CNTF__81045PEI	Y	platewell=F11; replicate=A
b9129	b9129.raw	Intensity	Intensity b9129	RABL2A	81045PEI	N	RABL2A__81045PEI	Y	platewell=D07; replicate=B
b9130	b9130.raw	Intensity	Intensity b9130	IFNA1	81045PEI	N	IFNA1__81045PEI	Y	platewell=D05; replicate=B
b9131	b9131.raw	Intensity	Intensity b9131	LHFPL4	81045PEI	N	LHFPL4__81045PEI	Y	platewell=D04; replicate=B
b9132	b9132.raw	Intensity	Intensity b9132	C16orf54	81045PEI	N	C16orf54__81045PEI	Y	platewell=D03; replicate=B
b9133	b9133.raw	Intensity	Intensity b9133	RECK	81045PEI	N	RECK__81045PEI	Y	platewell=D02; replicate=B
b9134	b9134.raw	Intensity	Intensity b9134	C10orf107	81045PEI	N	C10orf107__81045PEI	Y	platewell=D01; replicate=B
b9136	b9136.raw	Intensity	Intensity b9136	UBAC2	81045PEI	N	UBAC2__81045PEI	Y	platewell=A11; replicate=B
b9137	b9137.raw	Intensity	Intensity b9137	PRR20A	81045PEI	N	PRR20A__81045PEI	Y	platewell=A10; replicate=B
b9138	b9138.raw	Intensity	Intensity b9138	TM2D2	81045PEI	N	TM2D2__81045PEI	Y	platewell=A09; replicate=B
b9139	b9139.raw	Intensity	Intensity b9139	LIM2	81045PEI	N	LIM2__81045PEI	Y	platewell=A07; replicate=B
b9141	b9141.raw	Intensity	Intensity b9141	EXOG	81045PEI	N	EXOG__81045PEI	Y	platewell=A04; replicate=B
b9143	b9143.raw	Intensity	Intensity b9143	RAB28	81045PEI	N	RAB28__81045PEI	Y	platewell=A02; replicate=B
b9144	b9144.raw	Intensity	Intensity b9144	ZNF428	81045PEI	N	ZNF428__81045PEI	Y	platewell=A01; replicate=B
b9149	b9149.raw	Intensity	Intensity b9149	OAZ3	81045PEI	N	OAZ3__81045PEI	Y	platewell=E11; replicate=B
b9151	b9151.raw	Intensity	Intensity b9151	HIST1H1E	81045PEI	N	HIST1H1E__81045PEI	Y	platewell=E09; replicate=B
b9152	b9152.raw	Intensity	Intensity b9152	CRYBB3	81045PEI	N	CRYBB3__81045PEI	Y	platewell=E08; replicate=B
b9165	b9165.raw	Intensity	Intensity b9165	PRR16	81045PEI	N	PRR16__81045PEI	Y	platewell=E02; replicate=B
b9166	b9166.raw	Intensity	Intensity b9166	NKAIN4	81045PEI	N	NKAIN4__81045PEI	Y	platewell=E01; replicate=B
b9168	b9168.raw	Intensity	Intensity b9168	C11orf85	81045PEI	N	C11orf85__81045PEI	Y	platewell=H02; replicate=A
b9169	b9169.raw	Intensity	Intensity b9169	CD79A	81045PEI	N	CD79A__81045PEI	Y	platewell=H03; replicate=A
b9170	b9170.raw	Intensity	Intensity b9170	TICAM2	81045PEI	N	TICAM2__81045PEI	Y	platewell=H04; replicate=A
b9171	b9171.raw	Intensity	Intensity b9171	BCL2L2	81045PEI	N	BCL2L2__81045PEI	Y	platewell=H05; replicate=A
b9172	b9172.raw	Intensity	Intensity b9172	C9orf106	81045PEI	N	C9orf106__81045PEI	Y	platewell=H07; replicate=A
b9173	b9173.raw	Intensity	Intensity b9173	C3orf43	81045PEI	N	C3orf43__81045PEI	Y	platewell=H08; replicate=A
b9174	b9174.raw	Intensity	Intensity b9174	C18orf21	81045PEI	N	C18orf21__81045PEI	Y	platewell=H09; replicate=A
b9175	b9175.raw	Intensity	Intensity b9175	C19orf39	81045PEI	N	C19orf39__81045PEI	Y	platewell=H10; replicate=A
b9176	b9176.raw	Intensity	Intensity b9176	REEP1	81045PEI	N	REEP1__81045PEI	Y	platewell=H11; replicate=A
b9187	b9187.raw	Intensity	Intensity b9187	ASB14	81045PEI	N	ASB14__81045PEI	Y	platewell=G10; replicate=B
b9188	b9188.raw	Intensity	Intensity b9188	OFCC1	81045PEI	N	OFCC1__81045PEI	Y	platewell=G07; replicate=B
b9189	b9189.raw	Intensity	Intensity b9189	SYNGR4	81045PEI	N	SYNGR4__81045PEI	Y	platewell=G04; replicate=B
b9190	b9190.raw	Intensity	Intensity b9190	C12orf69	81045PEI	N	C12orf69__81045PEI	Y	platewell=G03; replicate=B
b9193	b9193.raw	Intensity	Intensity b9193	RWDD4	81045PEI	N	RWDD4__81045PEI	Y	platewell=D11; replicate=B
b9195	b9195.raw	Intensity	Intensity b9195	ZNF586	81045PEI	N	ZNF586__81045PEI	Y	platewell=D08; replicate=B
b9213	b9213.raw	Intensity	Intensity b9213	FGFRL1	81094	N	FGFRL1__81094	Y	platewell=C03; replicate=A
b9216	b9216.raw	Intensity	Intensity b9216	PRCC	81094	N	PRCC__81094	Y	platewell=C07; replicate=A
b9217	b9217.raw	Intensity	Intensity b9217	GCM2	81094	N	GCM2__81094	Y	platewell=C09; replicate=A
b9218	b9218.raw	Intensity	Intensity b9218	SASS6	81094	N	SASS6__81094	Y	platewell=C12; replicate=A
b9222	b9222.raw	Intensity	Intensity b9222	NMD3	81094	N	NMD3__81094	Y	platewell=D02; replicate=A
b9223	b9223.raw	Intensity	Intensity b9223	ZNF512	81094	N	ZNF512__81094	Y	platewell=D04; replicate=A
b9224	b9224.raw	Intensity	Intensity b9224	ATF2	81094	N	ATF2__81094	Y	platewell=D06; replicate=A
b9225	b9225.raw	Intensity	Intensity b9225	USP14	81094	N	USP14__81094	Y	platewell=D07; replicate=A
b9226	b9226.raw	Intensity	Intensity b9226	PRPF19	81094	N	PRPF19__81094	Y	platewell=D08; replicate=A
b9227	b9227.raw	Intensity	Intensity b9227	TBC1D22B	81094	N	TBC1D22B__81094	Y	platewell=D09; replicate=A
b9228	b9228.raw	Intensity	Intensity b9228	PRPF31	81094	N	PRPF31__81094	Y	platewell=D10; replicate=A
b9229	b9229.raw	Intensity	Intensity b9229	FSCN2	81094	N	FSCN2__81094	Y	platewell=D11; replicate=A
b9230	b9230.raw	Intensity	Intensity b9230	RSL1D1	81094	N	RSL1D1__81094	Y	platewell=D12; replicate=A
b9233	b9233.raw	Intensity	Intensity b9233	ZC3HC1	81094	N	ZC3HC1__81094	Y	platewell=E01; replicate=A
b9234	b9234.raw	Intensity	Intensity b9234	EPB41L5	81094	N	EPB41L5__81094	Y	platewell=E02; replicate=A
b9235	b9235.raw	Intensity	Intensity b9235	LIPG	81094	N	LIPG__81094	Y	platewell=E04; replicate=A
b9236	b9236.raw	Intensity	Intensity b9236	AGXT2L1	81094	N	AGXT2L1__81094	Y	platewell=E05; replicate=A
b9237	b9237.raw	Intensity	Intensity b9237	CAMKV	81094	N	CAMKV__81094	Y	platewell=E06; replicate=A
b9238	b9238.raw	Intensity	Intensity b9238	ZSCAN5A	81094	N	ZSCAN5A__81094	Y	platewell=E07; replicate=A
b9239	b9239.raw	Intensity	Intensity b9239	FAM114A2	81094	N	FAM114A2__81094	Y	platewell=E08; replicate=A
b9240	b9240.raw	Intensity	Intensity b9240	TTC7A	81094	N	TTC7A__81094	Y	platewell=E09; replicate=A
b9241	b9241.raw	Intensity	Intensity b9241	LIPC	81094	N	LIPC__81094	Y	platewell=E10; replicate=A
b9242	b9242.raw	Intensity	Intensity b9242	ZNF517	81094	N	ZNF517__81094	Y	platewell=E11; replicate=A
b9243	b9243.raw	Intensity	Intensity b9243	PRKAG3	81094	N	PRKAG3__81094	Y	platewell=E12; replicate=A
b9247	b9247.raw	Intensity	Intensity b9247	AMIGO3	81094	N	AMIGO3__81094	Y	platewell=F09; replicate=B
b9248	b9248.raw	Intensity	Intensity b9248	HARS2	81094	N	HARS2__81094	Y	platewell=F08; replicate=B
b9249	b9249.raw	Intensity	Intensity b9249	CDC20	81094	N	CDC20__81094	Y	platewell=F07; replicate=B
b9250	b9250.raw	Intensity	Intensity b9250	SLC2A6	81094	N	SLC2A6__81094	Y	platewell=F05; replicate=B
b9251	b9251.raw	Intensity	Intensity b9251	WASL	81094	N	WASL__81094	Y	platewell=F04; replicate=B
b9252	b9252.raw	Intensity	Intensity b9252	PSMD5	81094	N	PSMD5__81094	Y	platewell=F03; replicate=B
b9253	b9253.raw	Intensity	Intensity b9253	KLHL29	81094	N	KLHL29__81094	Y	platewell=F02; replicate=B
b9254	b9254.raw	Intensity	Intensity b9254	ALDH1L1	81094	N	ALDH1L1__81094	Y	platewell=F01; replicate=B
b9257	b9257.raw	Intensity	Intensity b9257	CYP2S1	81094	N	CYP2S1__81094	Y	platewell=H02; replicate=A
b9258	b9258.raw	Intensity	Intensity b9258	PNPLA2	81094	N	PNPLA2__81094	Y	platewell=H03; replicate=A
b9259	b9259.raw	Intensity	Intensity b9259	TEKT3	81094	N	TEKT3__81094	Y	platewell=H04; replicate=A
b9260	b9260.raw	Intensity	Intensity b9260	CCDC88C	81094	N	CCDC88C__81094	Y	platewell=H05; replicate=A
b9262	b9262.raw	Intensity	Intensity b9262	SLC2A5	81094	N	SLC2A5__81094	Y	platewell=H07; replicate=A
b9264	b9264.raw	Intensity	Intensity b9264	UBAP1	81094	N	UBAP1__81094	Y	platewell=H09; replicate=A
b9265	b9265.raw	Intensity	Intensity b9265	NEU4	81094	N	NEU4__81094	Y	platewell=H10; replicate=A
b9354	b9354.raw	Intensity	Intensity b9354	RNF6	81110	N	RNF6__81110	Y	platewell=B01; replicate=A
b9355	b9355.raw	Intensity	Intensity b9355	NCSTN	81110	N	NCSTN__81110	Y	platewell=B02; replicate=A
b9356	b9356.raw	Intensity	Intensity b9356	ACSBG2	81110	N	ACSBG2__81110	Y	platewell=B04; replicate=A
b9357	b9357.raw	Intensity	Intensity b9357	KIF2B	81110	N	KIF2B__81110	Y	platewell=B05; replicate=A
b9358	b9358.raw	Intensity	Intensity b9358	BMX	81110	N	BMX__81110	Y	platewell=B06; replicate=A
b9359	b9359.raw	Intensity	Intensity b9359	LZTS2	81110	N	LZTS2__81110	Y	platewell=B07; replicate=A
b9360	b9360.raw	Intensity	Intensity b9360	DPYSL3	81110	N	DPYSL3__81110	Y	platewell=B08; replicate=A
b9361	b9361.raw	Intensity	Intensity b9361	FANCM	81110	N	FANCM__81110	Y	platewell=B10; replicate=A
b9362	b9362.raw	Intensity	Intensity b9362	PRDM1	81110	N	PRDM1__81110	Y	platewell=B11; replicate=A
b9363	b9363.raw	Intensity	Intensity b9363	PLK1S1	81110	N	PLK1S1__81110	Y	platewell=B12; replicate=A
b9366	b9366.raw	Intensity	Intensity b9366	ALOX5	81110	N	ALOX5__81110	Y	platewell=A12; replicate=B
b9367	b9367.raw	Intensity	Intensity b9367	SLC39A12	81110	N	SLC39A12__81110	Y	platewell=A11; replicate=B
b9369	b9369.raw	Intensity	Intensity b9369	VASN	81110	N	VASN__81110	Y	platewell=A08; replicate=B
b9370	b9370.raw	Intensity	Intensity b9370	KIF22	81110	N	KIF22__81110	Y	platewell=A07; replicate=B
b9371	b9371.raw	Intensity	Intensity b9371	FLRT1	81110	N	FLRT1__81110	Y	platewell=A06; replicate=B
b9372	b9372.raw	Intensity	Intensity b9372	NALCN	81110	N	NALCN__81110	Y	platewell=A05; replicate=B
b9373	b9373.raw	Intensity	Intensity b9373	LIMK2	81110	N	LIMK2__81110	Y	platewell=A03; replicate=B
b9374	b9374.raw	Intensity	Intensity b9374	FAM190A	81110	N	FAM190A__81110	Y	platewell=A02; replicate=B
b9375	b9375.raw	Intensity	Intensity b9375	FAM189B	81110	N	FAM189B__81110	Y	platewell=A01; replicate=B
b9379	b9379.raw	Intensity	Intensity b9379	CD6	81110	N	CD6__81110	Y	platewell=D02; replicate=A
b9380	b9380.raw	Intensity	Intensity b9380	CIRH1A	81110	N	CIRH1A__81110	Y	platewell=D03; replicate=A
b9381	b9381.raw	Intensity	Intensity b9381	GFPT2	81110	N	GFPT2__81110	Y	platewell=D04; replicate=A
b9382	b9382.raw	Intensity	Intensity b9382	FBXL5	81110	N	FBXL5__81110	Y	platewell=D05; replicate=A
b9383	b9383.raw	Intensity	Intensity b9383	FBXO30	81110	N	FBXO30__81110	Y	platewell=D06; replicate=A
b9384	b9384.raw	Intensity	Intensity b9384	HSPA9	81110	N	HSPA9__81110	Y	platewell=D07; replicate=A
b9386	b9386.raw	Intensity	Intensity b9386	LCA5L	81110	N	LCA5L__81110	Y	platewell=D10; replicate=A
b9387	b9387.raw	Intensity	Intensity b9387	PCDHA10	81110	N	PCDHA10__81110	Y	platewell=D11; replicate=A
b9388	b9388.raw	Intensity	Intensity b9388	PRKCA	81110	N	PRKCA__81110	Y	platewell=D12; replicate=A
b9391	b9391.raw	Intensity	Intensity b9391	ABCG8	81110	N	ABCG8__81110	Y	platewell=C12; replicate=B
b9392	b9392.raw	Intensity	Intensity b9392	DNA2	81110	N	DNA2__81110	Y	platewell=C11; replicate=B
b9393	b9393.raw	Intensity	Intensity b9393	DBF4	81110	N	DBF4__81110	Y	platewell=C09; replicate=B
b9394	b9394.raw	Intensity	Intensity b9394	HBS1L	81110	N	HBS1L__81110	Y	platewell=C05; replicate=B
b9395	b9395.raw	Intensity	Intensity b9395	BBS7	81110	N	BBS7__81110	Y	platewell=C04; replicate=B
b9396	b9396.raw	Intensity	Intensity b9396	SLC20A1	81110	N	SLC20A1__81110	Y	platewell=C03; replicate=B
b9401	b9401.raw	Intensity	Intensity b9401	CAPN13	81110	N	CAPN13__81110	Y	platewell=E12; replicate=B
b9402	b9402.raw	Intensity	Intensity b9402	TRPM8	81110	N	TRPM8__81110	Y	platewell=E11; replicate=B
b9403	b9403.raw	Intensity	Intensity b9403	KIF2A	81110	N	KIF2A__81110	Y	platewell=E10; replicate=B
b9404	b9404.raw	Intensity	Intensity b9404	DDX31	81110	N	DDX31__81110	Y	platewell=E09; replicate=B
b9405	b9405.raw	Intensity	Intensity b9405	PRKG1	81110	N	PRKG1__81110	Y	platewell=E08; replicate=B
b9406	b9406.raw	Intensity	Intensity b9406	RHPN1	81110	N	RHPN1__81110	Y	platewell=E06; replicate=B
b9407	b9407.raw	Intensity	Intensity b9407	POLR3E	81110	N	POLR3E__81110	Y	platewell=E02; replicate=B
b9408	b9408.raw	Intensity	Intensity b9408	ACOX2	81110	N	ACOX2__81110	Y	platewell=E01; replicate=B
b9443	b9443.raw	Intensity	Intensity b9443	GIMAP8	81110	N	GIMAP8__81110	Y	platewell=F12; replicate=B
b9445	b9445.raw	Intensity	Intensity b9445	LRRC45	81110	N	LRRC45__81110	Y	platewell=F10; replicate=B
b9446	b9446.raw	Intensity	Intensity b9446	SLC25A13	81110	N	SLC25A13__81110	Y	platewell=F09; replicate=B
b9447	b9447.raw	Intensity	Intensity b9447	ESRP1	81110	N	ESRP1__81110	Y	platewell=F08; replicate=B
b9481	b9481.raw	Intensity	Intensity b9481	CSN2	81045PEI	N	CSN2__81045PEI	Y	platewell=E10; replicate=C
b9482	b9482.raw	Intensity	Intensity b9482	PRG3	81045PEI	N	PRG3__81045PEI	Y	platewell=E07; replicate=C
b9484	b9484.raw	Intensity	Intensity b9484	SPATA12	81045PEI	N	SPATA12__81045PEI	Y	platewell=E05; replicate=C
b9486	b9486.raw	Intensity	Intensity b9486	DKK4	81045PEI	N	DKK4__81045PEI	Y	platewell=E03; replicate=C
b9487	b9487.raw	Intensity	Intensity b9487	SCN3B	81045PEI	N	SCN3B__81045PEI	Y	platewell=F02; replicate=C
