sample_id	raw_file_name	quant_type	source_column	bait_name	condition	is_control	replicate_group	keep	notes
b18643	b18643.raw	Intensity	Intensity b18643	C1QL3	OC2119	N	C1QL3__OC2119	Y	platewell=C05; replicate=A
b18644	b18644.raw	Intensity	Intensity b18644	ZFP42	OC2119	N	ZFP42__OC2119	Y	platewell=C07; replicate=A
b18645	b18645.raw	Intensity	Intensity b18645	KLRC3	OC2119	N	KLRC3__OC2119	Y	platewell=C08; replicate=A
b18647	b18647.raw	Intensity	Intensity b18647	ANKS4B	OC2119	N	ANKS4B__OC2119	Y	platewell=C10; replicate=A
b18649	b18649.raw	Intensity	Intensity b18649	LHB	OC2119	N	LHB__OC2119	Y	platewell=C12; replicate=A
b18652	b18652.raw	Intensity	Intensity b18652	EXOC6B	OC2119	N	EXOC6B__OC2119	Y	platewell=D01; replicate=A
b18653	b18653.raw	Intensity	Intensity b18653	KIAA0226	OC2119	N	KIAA0226__OC2119	Y	platewell=D02; replicate=A
b18654	b18654.raw	Intensity	Intensity b18654	RUNX2	OC2119	N	RUNX2__OC2119	Y	platewell=D03; replicate=A
b18655	b18655.raw	Intensity	Intensity b18655	TCF15	OC2119	N	TCF15__OC2119	Y	platewell=D05; replicate=A
b18656	b18656.raw	Intensity	Intensity b18656	ZNF492	OC2119	N	ZNF492__OC2119	Y	platewell=D06; replicate=A
b18657	b18657.raw	Intensity	Intensity b18657	AS3MT	OC2119	N	AS3MT__OC2119	Y	platewell=D07; replicate=A
b18658	b18658.raw	Intensity	Intensity b18658	HPR	OC2119	N	HPR__OC2119	Y	platewell=D08; replicate=A
b18659	b18659.raw	Intensity	Intensity b18659	LBX2	OC2119	N	LBX2__OC2119	Y	platewell=D09; replicate=A
b18660	b18660.raw	Intensity	Intensity b18660	TAS2R39	OC2119	N	TAS2R39__OC2119	Y	platewell=D10; replicate=A
b18662	b18662.raw	Intensity	Intensity b18662	C16orf55	OC2119	N	C16orf55__OC2119	Y	platewell=D12; replicate=A
b18665	b18665.raw	Intensity	Intensity b18665	GBX1	OC2119	N	GBX1__OC2119	Y	platewell=F01; replicate=A
b18666	b18666.raw	Intensity	Intensity b18666	PRKD1	OC2119	N	PRKD1__OC2119	Y	platewell=F02; replicate=A
b18671	b18671.raw	Intensity	Intensity b18671	PKMYT1	OC2119	N	PKMYT1__OC2119	Y	platewell=F03; replicate=A
b18672	b18672.raw	Intensity	Intensity b18672	TAL1	OC2119	N	TAL1__OC2119	Y	platewell=F04; replicate=A
b18673	b18673.raw	Intensity	Intensity b18673	CCNO	OC2119	N	CCNO__OC2119	Y	platewell=F05; replicate=A
b18674	b18674.raw	Intensity	Intensity b18674	TSHZ2	OC2119	N	TSHZ2__OC2119	Y	platewell=F06; replicate=A
b18675	b18675.raw	Intensity	Intensity b18675	NPVF	OC2119	N	NPVF__OC2119	Y	platewell=F08; replicate=A
b18676	b18676.raw	Intensity	Intensity b18676	NAA11	OC2119	N	NAA11__OC2119	Y	platewell=F09; replicate=A
b18677	b18677.raw	Intensity	Intensity b18677	UBXN7	OC2119	N	UBXN7__OC2119	Y	platewell=F10; replicate=A
b18678	b18678.raw	Intensity	Intensity b18678	FMNL3	OC2119	N	FMNL3__OC2119	Y	platewell=F11; replicate=A
b18696	b18696.raw	Intensity	Intensity b18696	ERCC4	OC2119	N	ERCC4__OC2119	Y	platewell=H11; replicate=A
B20854	B20854.raw	Intensity	Intensity B20854	KRT34	REPEAT15	N	KRT34__REPEAT15	Y	platewell=A02; replicate=A
B20855	B20855.raw	Intensity	Intensity B20855	TSPAN10	REPEAT15	N	TSPAN10__REPEAT15	Y	platewell=A03; replicate=A
B20857	B20857.raw	Intensity	Intensity B20857	RPEL1	REPEAT15	N	RPEL1__REPEAT15	Y	platewell=A06; replicate=A
B20859	B20859.raw	Intensity	Intensity B20859	CCT8L2	REPEAT15	N	CCT8L2__REPEAT15	Y	platewell=A09; replicate=A
B20860	B20860.raw	Intensity	Intensity B20860	BANF2	REPEAT15	N	BANF2__REPEAT15	Y	platewell=A10; replicate=A
B20861	B20861.raw	Intensity	Intensity B20861	GPR160	REPEAT15	N	GPR160__REPEAT15	Y	platewell=A11; replicate=A
B20862	B20862.raw	Intensity	Intensity B20862	KCNIP1	REPEAT15	N	KCNIP1__REPEAT15	Y	platewell=B02; replicate=A
B20865	B20865.raw	Intensity	Intensity B20865	PRKY	REPEAT15	N	PRKY__REPEAT15	Y	platewell=B05; replicate=A
B20866	B20866.raw	Intensity	Intensity B20866	STARD5	REPEAT15	N	STARD5__REPEAT15	Y	platewell=B06; replicate=A
B20869	B20869.raw	Intensity	Intensity B20869	LHFPL1	REPEAT15	N	LHFPL1__REPEAT15	Y	platewell=B09; replicate=A
B20870	B20870.raw	Intensity	Intensity B20870	OR52B2	REPEAT15	N	OR52B2__REPEAT15	Y	platewell=B10; replicate=A
B20871	B20871.raw	Intensity	Intensity B20871	PRR4	REPEAT15	N	PRR4__REPEAT15	Y	platewell=B11; replicate=A
B20872	B20872.raw	Intensity	Intensity B20872	FAM81A	REPEAT15	N	FAM81A__REPEAT15	Y	platewell=B12; replicate=A
B20875	B20875.raw	Intensity	Intensity B20875	OR14J1	REPEAT15	N	OR14J1__REPEAT15	Y	platewell=C04; replicate=A
B20876	B20876.raw	Intensity	Intensity B20876	LMOD3	REPEAT15	N	LMOD3__REPEAT15	Y	platewell=C05; replicate=A
B20877	B20877.raw	Intensity	Intensity B20877	OR6T1	REPEAT15	N	OR6T1__REPEAT15	Y	platewell=C06; replicate=A
B20879	B20879.raw	Intensity	Intensity B20879	CHRNA7	REPEAT15	N	CHRNA7__REPEAT15	Y	platewell=C09; replicate=A
B20881	B20881.raw	Intensity	Intensity B20881	LIN52	REPEAT15	N	LIN52__REPEAT15	Y	platewell=C12; replicate=A
B20882	B20882.raw	Intensity	Intensity B20882	CTXN1	REPEAT15	N	CTXN1__REPEAT15	Y	platewell=D02; replicate=A
B20883	B20883.raw	Intensity	Intensity B20883	LGI1	REPEAT15	N	LGI1__REPEAT15	Y	platewell=D03; replicate=A
B20885	B20885.raw	Intensity	Intensity B20885	OR2T33	REPEAT15	N	OR2T33__REPEAT15	Y	platewell=D05; replicate=A
B20888	B20888.raw	Intensity	Intensity B20888	PIP5K1B	REPEAT15	N	PIP5K1B__REPEAT15	Y	platewell=D08; replicate=A
B20889	B20889.raw	Intensity	Intensity B20889	OR14I1	REPEAT15	N	OR14I1__REPEAT15	Y	platewell=D09; replicate=A
B20890	B20890.raw	Intensity	Intensity B20890	GMCL1L	REPEAT15	N	GMCL1L__REPEAT15	Y	platewell=D10; replicate=A
B20892	B20892.raw	Intensity	Intensity B20892	FAM27E3	REPEAT15	N	FAM27E3__REPEAT15	Y	platewell=D12; replicate=A
B20893	B20893.raw	Intensity	Intensity B20893	MAFB	REPEAT15	N	MAFB__REPEAT15	Y	platewell=E02; replicate=A
B20894	B20894.raw	Intensity	Intensity B20894	TCEA1	REPEAT15	N	TCEA1__REPEAT15	Y	platewell=E03; replicate=A
B20896	B20896.raw	Intensity	Intensity B20896	C11orf10	REPEAT15	N	C11orf10__REPEAT15	Y	platewell=E05; replicate=A
B20897	B20897.raw	Intensity	Intensity B20897	C6orf94	REPEAT15	N	C6orf94__REPEAT15	Y	platewell=E07; replicate=A
B20898	B20898.raw	Intensity	Intensity B20898	ATP5L2	REPEAT15	N	ATP5L2__REPEAT15	Y	platewell=E08; replicate=A
B20903	B20903.raw	Intensity	Intensity B20903	CACNG1	REPEAT15	N	CACNG1__REPEAT15	Y	platewell=F02; replicate=A
B20904	B20904.raw	Intensity	Intensity B20904	OR1M1	REPEAT15	N	OR1M1__REPEAT15	Y	platewell=F03; replicate=A
B20905	B20905.raw	Intensity	Intensity B20905	DPF1	REPEAT15	N	DPF1__REPEAT15	Y	platewell=F04; replicate=A
B20906	B20906.raw	Intensity	Intensity B20906	OR2M7	REPEAT15	N	OR2M7__REPEAT15	Y	platewell=F05; replicate=A
B20907	B20907.raw	Intensity	Intensity B20907	PTX3	REPEAT15	N	PTX3__REPEAT15	Y	platewell=F06; replicate=A
B20908	B20908.raw	Intensity	Intensity B20908	PPCS	REPEAT15	N	PPCS__REPEAT15	Y	platewell=F08; replicate=A
B20909	B20909.raw	Intensity	Intensity B20909	UFSP1	REPEAT15	N	UFSP1__REPEAT15	Y	platewell=F09; replicate=A
B20911	B20911.raw	Intensity	Intensity B20911	KLRC2	REPEAT15	N	KLRC2__REPEAT15	Y	platewell=F11; replicate=A
B20913	B20913.raw	Intensity	Intensity B20913	ADPRHL2	REPEAT15	N	ADPRHL2__REPEAT15	Y	platewell=G03; replicate=A
B20915	B20915.raw	Intensity	Intensity B20915	DUXAP10	REPEAT15	N	DUXAP10__REPEAT15	Y	platewell=G05; replicate=A
B20916	B20916.raw	Intensity	Intensity B20916	NEUROD4	REPEAT15	N	NEUROD4__REPEAT15	Y	platewell=G07; replicate=A
B20917	B20917.raw	Intensity	Intensity B20917	OR4N4	REPEAT15	N	OR4N4__REPEAT15	Y	platewell=G08; replicate=A
B20918	B20918.raw	Intensity	Intensity B20918	OR8A1	REPEAT15	N	OR8A1__REPEAT15	Y	platewell=G09; replicate=A
B20920	B20920.raw	Intensity	Intensity B20920	CHRM5	REPEAT15	N	CHRM5__REPEAT15	Y	platewell=G11; replicate=A
B20922	B20922.raw	Intensity	Intensity B20922	LRRC37A2	REPEAT15	N	LRRC37A2__REPEAT15	Y	platewell=H02; replicate=A
B20924	B20924.raw	Intensity	Intensity B20924	KLRK1	REPEAT15	N	KLRK1__REPEAT15	Y	platewell=H04; replicate=A
B20925	B20925.raw	Intensity	Intensity B20925	OR11H12	REPEAT15	N	OR11H12__REPEAT15	Y	platewell=H05; replicate=A
B20926	B20926.raw	Intensity	Intensity B20926	CAB39	REPEAT15	N	CAB39__REPEAT15	Y	platewell=H06; replicate=A
B20930	B20930.raw	Intensity	Intensity B20930	OR51B5	REPEAT15	N	OR51B5__REPEAT15	Y	platewell=H10; replicate=A
B20931	B20931.raw	Intensity	Intensity B20931	RXRB	REPEAT15	N	RXRB__REPEAT15	Y	platewell=H11; replicate=A
b3139	b3139.raw	Intensity	Intensity b3139	LMX1B	71PEI2	N	LMX1B__71PEI2	Y	platewell=A09; replicate=B
b3140	b3140.raw	Intensity	Intensity b3140	ZDHHC9	71PEI2	N	ZDHHC9__71PEI2	Y	platewell=A08; replicate=B
b3141	b3141.raw	Intensity	Intensity b3141	USP46	71PEI2	N	USP46__71PEI2	Y	platewell=A07; replicate=B
b3142	b3142.raw	Intensity	Intensity b3142	INHA	71PEI2	N	INHA__71PEI2	Y	platewell=A06; replicate=B
b3143	b3143.raw	Intensity	Intensity b3143	RIC3	71PEI2	N	RIC3__71PEI2	Y	platewell=A05; replicate=B
b3144	b3144.raw	Intensity	Intensity b3144	MAB21L3	71PEI2	N	MAB21L3__71PEI2	Y	platewell=A04; replicate=B
b3147	b3147.raw	Intensity	Intensity b3147	PSRC1	71PEI2	N	PSRC1__71PEI2	Y	platewell=A01; replicate=B
b3154	b3154.raw	Intensity	Intensity b3154	POPDC2	71PEI2	N	POPDC2__71PEI2	Y	platewell=C08; replicate=B
b3157	b3157.raw	Intensity	Intensity b3157	TSSK1B	71PEI2	N	TSSK1B__71PEI2	Y	platewell=C05; replicate=B
b3158	b3158.raw	Intensity	Intensity b3158	CXCR7	71PEI2	N	CXCR7__71PEI2	Y	platewell=C04; replicate=B
b3165	b3165.raw	Intensity	Intensity b3165	RAE1	71PEI2	N	RAE1__71PEI2	Y	platewell=E11; replicate=B
b3168	b3168.raw	Intensity	Intensity b3168	NXF5	71PEI2	N	NXF5__71PEI2	Y	platewell=E05; replicate=B
b3169	b3169.raw	Intensity	Intensity b3169	CDCA7	71PEI2	N	CDCA7__71PEI2	Y	platewell=E03; replicate=B
b3170	b3170.raw	Intensity	Intensity b3170	FKSG43	71PEI2	N	FKSG43__71PEI2	Y	platewell=E01; replicate=B
b3194	b3194.raw	Intensity	Intensity b3194	NHLRC2	71PEI2	N	NHLRC2__71PEI2	Y	platewell=B04; replicate=B
b3197	b3197.raw	Intensity	Intensity b3197	EBNA1BP2	71PEI2	N	EBNA1BP2__71PEI2	Y	platewell=G11; replicate=B
b3200	b3200.raw	Intensity	Intensity b3200	C20orf96	71PEI2	N	C20orf96__71PEI2	Y	platewell=G05; replicate=B
b3201	b3201.raw	Intensity	Intensity b3201	HTR1E	71PEI2	N	HTR1E__71PEI2	Y	platewell=G03; replicate=B
b3207	b3207.raw	Intensity	Intensity b3207	HTR1E	71PEI2	N	HTR1E__71PEI2	Y	platewell=G03; replicate=A
b3208	b3208.raw	Intensity	Intensity b3208	C20orf96	71PEI2	N	C20orf96__71PEI2	Y	platewell=G05; replicate=A
b3212	b3212.raw	Intensity	Intensity b3212	EBNA1BP2	71PEI2	N	EBNA1BP2__71PEI2	Y	platewell=G11; replicate=A
b3532	b3532.raw	Intensity	Intensity b3532	C7orf46	81059PEI	N	C7orf46__81059PEI	Y	platewell=A11; replicate=B
b3535	b3535.raw	Intensity	Intensity b3535	NIT2	81059PEI	N	NIT2__81059PEI	Y	platewell=A07; replicate=B
b3536	b3536.raw	Intensity	Intensity b3536	SNAI3	81059PEI	N	SNAI3__81059PEI	Y	platewell=A06; replicate=B
b3539	b3539.raw	Intensity	Intensity b3539	CNOT7	81059PEI	N	CNOT7__81059PEI	Y	platewell=A03; replicate=B
b3541	b3541.raw	Intensity	Intensity b3541	STX5	81059PEI	N	STX5__81059PEI	Y	platewell=A01; replicate=B
b3563	b3563.raw	Intensity	Intensity b3563	VDAC2	81059PEI	N	VDAC2__81059PEI	Y	platewell=F12; replicate=B
b3564	b3564.raw	Intensity	Intensity b3564	TRAPPC10	81059PEI	N	TRAPPC10__81059PEI	Y	platewell=F11; replicate=B
b3566	b3566.raw	Intensity	Intensity b3566	RPRD1A	81059PEI	N	RPRD1A__81059PEI	Y	platewell=F09; replicate=B
b3568	b3568.raw	Intensity	Intensity b3568	TNFSF13B	81059PEI	N	TNFSF13B__81059PEI	Y	platewell=F07; replicate=B
b3569	b3569.raw	Intensity	Intensity b3569	PTCRA	81059PEI	N	PTCRA__81059PEI	Y	platewell=F06; replicate=B
b3570	b3570.raw	Intensity	Intensity b3570	SPATS1	81059PEI	N	SPATS1__81059PEI	Y	platewell=F05; replicate=B
b3572	b3572.raw	Intensity	Intensity b3572	CSGALNACT1	81059PEI	N	CSGALNACT1__81059PEI	Y	platewell=F03; replicate=B
b3573	b3573.raw	Intensity	Intensity b3573	CEBPE	81059PEI	N	CEBPE__81059PEI	Y	platewell=F02; replicate=B
b3579	b3579.raw	Intensity	Intensity b3579	CTSZ	81059PEI	N	CTSZ__81059PEI	Y	platewell=E11; replicate=B
b3580	b3580.raw	Intensity	Intensity b3580	STARD10	81059PEI	N	STARD10__81059PEI	Y	platewell=E10; replicate=B
b3581	b3581.raw	Intensity	Intensity b3581	C15orf29	81059PEI	N	C15orf29__81059PEI	Y	platewell=E09; replicate=B
b3582	b3582.raw	Intensity	Intensity b3582	FBXO6	81059PEI	N	FBXO6__81059PEI	Y	platewell=E08; replicate=B
b3585	b3585.raw	Intensity	Intensity b3585	CAPZA2	81059PEI	N	CAPZA2__81059PEI	Y	platewell=E04; replicate=B
b3586	b3586.raw	Intensity	Intensity b3586	AMMECR1	81059PEI	N	AMMECR1__81059PEI	Y	platewell=E03; replicate=B
b3587	b3587.raw	Intensity	Intensity b3587	CCDC121	81059PEI	N	CCDC121__81059PEI	Y	platewell=E02; replicate=B
b3591	b3591.raw	Intensity	Intensity b3591	SYNE2	81059PEI	N	SYNE2__81059PEI	Y	platewell=G11; replicate=B
b3592	b3592.raw	Intensity	Intensity b3592	EFCAB4A	81059PEI	N	EFCAB4A__81059PEI	Y	platewell=G10; replicate=B
b3594	b3594.raw	Intensity	Intensity b3594	CCNE2	81059PEI	N	CCNE2__81059PEI	Y	platewell=G08; replicate=B
b3595	b3595.raw	Intensity	Intensity b3595	IYD	81059PEI	N	IYD__81059PEI	Y	platewell=G07; replicate=B
b3596	b3596.raw	Intensity	Intensity b3596	RAB40AL	81059PEI	N	RAB40AL__81059PEI	Y	platewell=G06; replicate=B
b3599	b3599.raw	Intensity	Intensity b3599	FAM175A	81059PEI	N	FAM175A__81059PEI	Y	platewell=G03; replicate=B
b3604	b3604.raw	Intensity	Intensity b3604	ITGA4	81059PEI	N	ITGA4__81059PEI	Y	platewell=B12; replicate=B
b3605	b3605.raw	Intensity	Intensity b3605	RASSF6	81059PEI	N	RASSF6__81059PEI	Y	platewell=B11; replicate=B
b3606	b3606.raw	Intensity	Intensity b3606	WDR92	81059PEI	N	WDR92__81059PEI	Y	platewell=B10; replicate=B
b3607	b3607.raw	Intensity	Intensity b3607	CCDC146	81059PEI	N	CCDC146__81059PEI	Y	platewell=B09; replicate=B
b3608	b3608.raw	Intensity	Intensity b3608	POPDC3	81059PEI	N	POPDC3__81059PEI	Y	platewell=B08; replicate=B
b3609	b3609.raw	Intensity	Intensity b3609	ZNF277	81059PEI	N	ZNF277__81059PEI	Y	platewell=B07; replicate=B
b3613	b3613.raw	Intensity	Intensity b3613	SETD3	81059PEI	N	SETD3__81059PEI	Y	platewell=B03; replicate=B
b3614	b3614.raw	Intensity	Intensity b3614	NOSIP	81059PEI	N	NOSIP__81059PEI	Y	platewell=B02; replicate=B
b3615	b3615.raw	Intensity	Intensity b3615	CNN1	81059PEI	N	CNN1__81059PEI	Y	platewell=B01; replicate=B
b3624	b3624.raw	Intensity	Intensity b3624	EXOSC8	81059PEI	N	EXOSC8__81059PEI	Y	platewell=H11; replicate=B
b3625	b3625.raw	Intensity	Intensity b3625	EDA2R	81059PEI	N	EDA2R__81059PEI	Y	platewell=H10; replicate=B
b3626	b3626.raw	Intensity	Intensity b3626	XRCC2	81059PEI	N	XRCC2__81059PEI	Y	platewell=H09; replicate=B
b3628	b3628.raw	Intensity	Intensity b3628	SGCD	81059PEI	N	SGCD__81059PEI	Y	platewell=H07; replicate=B
b3629	b3629.raw	Intensity	Intensity b3629	COLEC10	81059PEI	N	COLEC10__81059PEI	Y	platewell=H06; replicate=B
b3630	b3630.raw	Intensity	Intensity b3630	F3	81059PEI	N	F3__81059PEI	Y	platewell=H04; replicate=B
b3631	b3631.raw	Intensity	Intensity b3631	KIAA0247	81059PEI	N	KIAA0247__81059PEI	Y	platewell=H03; replicate=B
b3632	b3632.raw	Intensity	Intensity b3632	PPAP2A	81059PEI	N	PPAP2A__81059PEI	Y	platewell=H02; replicate=B
b3637	b3637.raw	Intensity	Intensity b3637	TBC1D3F	81059PEI	N	TBC1D3F__81059PEI	Y	platewell=D12; replicate=B
b3638	b3638.raw	Intensity	Intensity b3638	FBXO25	81059PEI	N	FBXO25__81059PEI	Y	platewell=D10; replicate=B
b3639	b3639.raw	Intensity	Intensity b3639	CXorf21	81059PEI	N	CXorf21__81059PEI	Y	platewell=D09; replicate=B
b3640	b3640.raw	Intensity	Intensity b3640	GTDC1	81059PEI	N	GTDC1__81059PEI	Y	platewell=D08; replicate=B
b3643	b3643.raw	Intensity	Intensity b3643	ODF3L1	81059PEI	N	ODF3L1__81059PEI	Y	platewell=D02; replicate=B
b3653	b3653.raw	Intensity	Intensity b3653	C3orf32	81059PEI	N	C3orf32__81059PEI	Y	platewell=D11; replicate=B
b3654	b3654.raw	Intensity	Intensity b3654	GLYATL1	81059PEI	N	GLYATL1__81059PEI	Y	platewell=D05; replicate=B
b3656	b3656.raw	Intensity	Intensity b3656	HSD17B11	81059PEI	N	HSD17B11__81059PEI	Y	platewell=C09; replicate=B
b3657	b3657.raw	Intensity	Intensity b3657	MRPL46	81059PEI	N	MRPL46__81059PEI	Y	platewell=C07; replicate=B
b3658	b3658.raw	Intensity	Intensity b3658	ZC3H8	81059PEI	N	ZC3H8__81059PEI	Y	platewell=C01; replicate=B
b3669	b3669.raw	Intensity	Intensity b3669	DHRS2	81059PEI	N	DHRS2__81059PEI	Y	platewell=C11; replicate=B
b3670	b3670.raw	Intensity	Intensity b3670	C19orf46	81059PEI	N	C19orf46__81059PEI	Y	platewell=C10; replicate=B
b3671	b3671.raw	Intensity	Intensity b3671	HNMT	81059PEI	N	HNMT__81059PEI	Y	platewell=C08; replicate=B
b3673	b3673.raw	Intensity	Intensity b3673	GGPS1	81059PEI	N	GGPS1__81059PEI	Y	platewell=C05; replicate=B
b3674	b3674.raw	Intensity	Intensity b3674	LDB3	81059PEI	N	LDB3__81059PEI	Y	platewell=C04; replicate=B
b3676	b3676.raw	Intensity	Intensity b3676	GK5	81059PEI	N	GK5__81059PEI	Y	platewell=C02; replicate=B
b3799	b3799.raw	Intensity	Intensity b3799	CLN8	81059PEI	N	CLN8__81059PEI	Y	platewell=D04; replicate=B
b3800	b3800.raw	Intensity	Intensity b3800	ELOVL2	81059PEI	N	ELOVL2__81059PEI	Y	platewell=D03; replicate=B
b3801	b3801.raw	Intensity	Intensity b3801	C3orf32	81059PEI	N	C3orf32__81059PEI	Y	platewell=D11; replicate=A
b5698	b5698.raw	Intensity	Intensity b5698	FBXL3	81067	N	FBXL3__81067	Y	platewell=B12; replicate=B
b5701	b5701.raw	Intensity	Intensity b5701	KIAA1949	81067	N	KIAA1949__81067	Y	platewell=B09; replicate=B
b5702	b5702.raw	Intensity	Intensity b5702	SLC39A4	81067	N	SLC39A4__81067	Y	platewell=B08; replicate=B
b5703	b5703.raw	Intensity	Intensity b5703	RBPJ	81067	N	RBPJ__81067	Y	platewell=B07; replicate=B
b5707	b5707.raw	Intensity	Intensity b5707	CXADR	81067	N	CXADR__81067	Y	platewell=B03; replicate=B
b5708	b5708.raw	Intensity	Intensity b5708	SDF4	81067	N	SDF4__81067	Y	platewell=B02; replicate=B
b5709	b5709.raw	Intensity	Intensity b5709	OBFC1	81067	N	OBFC1__81067	Y	platewell=B01; replicate=B
b5714	b5714.raw	Intensity	Intensity b5714	PVRL3	81067	N	PVRL3__81067	Y	platewell=H10; replicate=B
b5716	b5716.raw	Intensity	Intensity b5716	SERPINA6	81067	N	SERPINA6__81067	Y	platewell=H08; replicate=B
b5717	b5717.raw	Intensity	Intensity b5717	DNM3	81067	N	DNM3__81067	Y	platewell=H07; replicate=B
b5718	b5718.raw	Intensity	Intensity b5718	NUP50	81067	N	NUP50__81067	Y	platewell=H06; replicate=B
b5719	b5719.raw	Intensity	Intensity b5719	CD244	81067	N	CD244__81067	Y	platewell=H05; replicate=B
b5720	b5720.raw	Intensity	Intensity b5720	C9orf156	81067	N	C9orf156__81067	Y	platewell=H04; replicate=B
b5721	b5721.raw	Intensity	Intensity b5721	SMPD1	81067	N	SMPD1__81067	Y	platewell=H03; replicate=B
b5722	b5722.raw	Intensity	Intensity b5722	KIAA1456	81067	N	KIAA1456__81067	Y	platewell=H02; replicate=B
b5723	b5723.raw	Intensity	Intensity b5723	ZNF707	81067	N	ZNF707__81067	Y	platewell=H01; replicate=B
b5728	b5728.raw	Intensity	Intensity b5728	USP38	81067	N	USP38__81067	Y	platewell=A10; replicate=B
b5729	b5729.raw	Intensity	Intensity b5729	TRIM16	81067	N	TRIM16__81067	Y	platewell=A09; replicate=B
b5730	b5730.raw	Intensity	Intensity b5730	MCAM	81067	N	MCAM__81067	Y	platewell=A08; replicate=B
b5731	b5731.raw	Intensity	Intensity b5731	CDCA7L	81067	N	CDCA7L__81067	Y	platewell=A07; replicate=B
b5732	b5732.raw	Intensity	Intensity b5732	AHSG	81067	N	AHSG__81067	Y	platewell=A06; replicate=B
b5734	b5734.raw	Intensity	Intensity b5734	GABRE	81067	N	GABRE__81067	Y	platewell=A04; replicate=B
b5735	b5735.raw	Intensity	Intensity b5735	PSAT1	81067	N	PSAT1__81067	Y	platewell=A03; replicate=B
b5736	b5736.raw	Intensity	Intensity b5736	PARVA	81067	N	PARVA__81067	Y	platewell=A02; replicate=B
b5737	b5737.raw	Intensity	Intensity b5737	HMBS	81067	N	HMBS__81067	Y	platewell=A01; replicate=B
b5746	b5746.raw	Intensity	Intensity b5746	FAM188A	81067	N	FAM188A__81067	Y	platewell=C12; replicate=B
b5747	b5747.raw	Intensity	Intensity b5747	B3GNT3	81067	N	B3GNT3__81067	Y	platewell=C11; replicate=B
b5748	b5748.raw	Intensity	Intensity b5748	DCTN1	81067	N	DCTN1__81067	Y	platewell=C10; replicate=B
b5749	b5749.raw	Intensity	Intensity b5749	IGSF8	81067	N	IGSF8__81067	Y	platewell=C09; replicate=B
b5751	b5751.raw	Intensity	Intensity b5751	DLD	81067	N	DLD__81067	Y	platewell=C07; replicate=B
b5752	b5752.raw	Intensity	Intensity b5752	AUP1	81067	N	AUP1__81067	Y	platewell=C06; replicate=B
b5753	b5753.raw	Intensity	Intensity b5753	IDH3A	81067	N	IDH3A__81067	Y	platewell=C05; replicate=B
b5754	b5754.raw	Intensity	Intensity b5754	ARPC1A	81067	N	ARPC1A__81067	Y	platewell=C04; replicate=B
b5756	b5756.raw	Intensity	Intensity b5756	USP18	81067	N	USP18__81067	Y	platewell=C02; replicate=B
b5763	b5763.raw	Intensity	Intensity b5763	MMRN1	81067	N	MMRN1__81067	Y	platewell=F10; replicate=B
b5764	b5764.raw	Intensity	Intensity b5764	PPARD	81067	N	PPARD__81067	Y	platewell=F09; replicate=B
b5765	b5765.raw	Intensity	Intensity b5765	MYT1	81067	N	MYT1__81067	Y	platewell=F07; replicate=B
b5766	b5766.raw	Intensity	Intensity b5766	PABPC5	81067	N	PABPC5__81067	Y	platewell=F06; replicate=B
b5767	b5767.raw	Intensity	Intensity b5767	ANKRD16	81067	N	ANKRD16__81067	Y	platewell=F05; replicate=B
b5769	b5769.raw	Intensity	Intensity b5769	TTC23L	81067	N	TTC23L__81067	Y	platewell=F03; replicate=B
b5770	b5770.raw	Intensity	Intensity b5770	SDC3	81067	N	SDC3__81067	Y	platewell=F02; replicate=B
b5771	b5771.raw	Intensity	Intensity b5771	GRINL1A	81067	N	GRINL1A__81067	Y	platewell=F01; replicate=B
b5776	b5776.raw	Intensity	Intensity b5776	PRKAR2B	81067	N	PRKAR2B__81067	Y	platewell=G11; replicate=B
b5777	b5777.raw	Intensity	Intensity b5777	GPR52	81067	N	GPR52__81067	Y	platewell=G10; replicate=B
b5778	b5778.raw	Intensity	Intensity b5778	HLA-B	81067	N	HLA-B__81067	Y	platewell=G09; replicate=B
b5779	b5779.raw	Intensity	Intensity b5779	LMNA	81067	N	LMNA__81067	Y	platewell=G07; replicate=B
b5780	b5780.raw	Intensity	Intensity b5780	GMPR2	81067	N	GMPR2__81067	Y	platewell=G06; replicate=B
b5781	b5781.raw	Intensity	Intensity b5781	PNMA2	81067	N	PNMA2__81067	Y	platewell=G05; replicate=B
b5783	b5783.raw	Intensity	Intensity b5783	POGZ	81067	N	POGZ__81067	Y	platewell=G03; replicate=B
b5784	b5784.raw	Intensity	Intensity b5784	GLUL	81067	N	GLUL__81067	Y	platewell=G02; replicate=B
b5785	b5785.raw	Intensity	Intensity b5785	H2AFY2	81067	N	H2AFY2__81067	Y	platewell=G01; replicate=B
b5789	b5789.raw	Intensity	Intensity b5789	CLEC18A	81067	N	CLEC18A__81067	Y	platewell=D12; replicate=B
b5791	b5791.raw	Intensity	Intensity b5791	PHF15	81067	N	PHF15__81067	Y	platewell=D08; replicate=B
b5792	b5792.raw	Intensity	Intensity b5792	DNAJC11	81067	N	DNAJC11__81067	Y	platewell=D07; replicate=B
b5793	b5793.raw	Intensity	Intensity b5793	ARHGEF10	81067	N	ARHGEF10__81067	Y	platewell=D06; replicate=B
b5794	b5794.raw	Intensity	Intensity b5794	RSAD2	81067	N	RSAD2__81067	Y	platewell=D05; replicate=B
b5795	b5795.raw	Intensity	Intensity b5795	PARD6B	81067	N	PARD6B__81067	Y	platewell=D04; replicate=B
