sample_id	raw_file_name	plate	well	replicate_letter	ip_name	bait_name	replicate_group	keep
j15151	j15151.raw	81130	E05	C	j15151	SPON1	SPON1	Y
j18265	j18265.raw	81033PEI	F02	C	j18265	C19orf66	C19orf66	Y
j19865	j19865.raw	OC2119	B09	C	j19865	KRT39	KRT39	Y
j3706	j3706.raw	71PEI2	A01	A	j3706	PSRC1	PSRC1	Y
j3709	j3709.raw	71PEI2	A04	A	j3709	MAB21L3	MAB21L3	Y
j3710	j3710.raw	71PEI2	A05	A	j3710	RIC3	RIC3	Y
j3711	j3711.raw	71PEI2	A06	A	j3711	INHA	INHA	Y
j3712	j3712.raw	71PEI2	A07	A	j3712	USP46	USP46	Y
j3713	j3713.raw	71PEI2	A08	A	j3713	ZDHHC9	ZDHHC9	Y
j3714	j3714.raw	71PEI2	A09	A	j3714	LMX1B	LMX1B	Y
j3740	j3740.raw	71PEI2	B06	B	j3740	VSX1	VSX1	Y
j3741	j3741.raw	71PEI2	B04	A	j3741	NHLRC2	NHLRC2	Y
j3742	j3742.raw	71PEI2	B07	A	j3742	POLE	POLE	Y
j3754	j3754.raw	71PEI2	E01	A	j3754	FKSG43	FKSG43	Y
j3755	j3755.raw	71PEI2	E03	A	j3755	CDCA7	CDCA7	Y
j3756	j3756.raw	71PEI2	E05	A	j3756	NXF5	NXF5	Y
j3759	j3759.raw	71PEI2	E11	A	j3759	RAE1	RAE1	Y
j3771	j3771.raw	71PEI2	C04	A	j3771	CXCR7	CXCR7	Y
j3772	j3772.raw	71PEI2	C05	A	j3772	TSSK1B	TSSK1B	Y
j3775	j3775.raw	71PEI2	C08	A	j3775	POPDC2	POPDC2	Y
j4184	j4184.raw	81059PEI	B01	A	j4184	CNN1	CNN1	Y
j4185	j4185.raw	81059PEI	B02	A	j4185	NOSIP	NOSIP	Y
j4186	j4186.raw	81059PEI	B03	A	j4186	SETD3	SETD3	Y
j4190	j4190.raw	81059PEI	B07	A	j4190	ZNF277	ZNF277	Y
j4191	j4191.raw	81059PEI	B08	A	j4191	POPDC3	POPDC3	Y
j4192	j4192.raw	81059PEI	B09	A	j4192	CCDC146	CCDC146	Y
j4193	j4193.raw	81059PEI	B10	A	j4193	WDR92	WDR92	Y
j4194	j4194.raw	81059PEI	B11	A	j4194	RASSF6	RASSF6	Y
j4195	j4195.raw	81059PEI	B12	A	j4195	ITGA4	ITGA4	Y
j4210	j4210.raw	81059PEI	C02	A	j4210	GK5	GK5	Y
j4212	j4212.raw	81059PEI	C04	A	j4212	LDB3	LDB3	Y
j4213	j4213.raw	81059PEI	C05	A	j4213	GGPS1	GGPS1	Y
j4215	j4215.raw	81059PEI	C08	A	j4215	HNMT	HNMT	Y
j4216	j4216.raw	81059PEI	C10	A	j4216	C19orf46	C19orf46	Y
j4217	j4217.raw	81059PEI	C11	A	j4217	DHRS2	DHRS2	Y
j4223	j4223.raw	81059PEI	D02	A	j4223	ODF3L1	ODF3L1	Y
j4224	j4224.raw	81059PEI	D04	A	j4224	CLN8	CLN8	Y
j4226	j4226.raw	81059PEI	D08	A	j4226	GTDC1	GTDC1	Y
j4227	j4227.raw	81059PEI	D09	A	j4227	CXorf21	CXorf21	Y
j4228	j4228.raw	81059PEI	D10	A	j4228	FBXO25	FBXO25	Y
j4229	j4229.raw	81059PEI	D12	A	j4229	TBC1D3F	TBC1D3F	Y
j4234	j4234.raw	81059PEI	H02	A	j4234	PPAP2A	PPAP2A	Y
j4235	j4235.raw	81059PEI	H03	A	j4235	KIAA0247	KIAA0247	Y
j4236	j4236.raw	81059PEI	H04	A	j4236	F3	F3	Y
j4237	j4237.raw	81059PEI	H06	A	j4237	COLEC10	COLEC10	Y
j4238	j4238.raw	81059PEI	H07	A	j4238	SGCD	SGCD	Y
j4240	j4240.raw	81059PEI	H09	A	j4240	XRCC2	XRCC2	Y
j4241	j4241.raw	81059PEI	H10	A	j4241	EDA2R	EDA2R	Y
j4242	j4242.raw	81059PEI	H11	A	j4242	EXOSC8	EXOSC8	Y
j4246	j4246.raw	81059PEI	A01	A	j4246	STX5	STX5	Y
j4248	j4248.raw	81059PEI	A03	A	j4248	CNOT7	CNOT7	Y
j4251	j4251.raw	81059PEI	A06	A	j4251	SNAI3	SNAI3	Y
j4252	j4252.raw	81059PEI	A07	A	j4252	NIT2	NIT2	Y
j4255	j4255.raw	81059PEI	A11	A	j4255	C7orf46	C7orf46	Y
j4266	j4266.raw	81059PEI	G03	A	j4266	FAM175A	FAM175A	Y
j4269	j4269.raw	81059PEI	G06	A	j4269	RAB40AL	RAB40AL	Y
j4270	j4270.raw	81059PEI	G07	A	j4270	IYD	IYD	Y
j4271	j4271.raw	81059PEI	G08	A	j4271	CCNE2	CCNE2	Y
j4273	j4273.raw	81059PEI	G10	A	j4273	EFCAB4A	EFCAB4A	Y
j4274	j4274.raw	81059PEI	G11	A	j4274	SYNE2	SYNE2	Y
j4278	j4278.raw	81059PEI	E02	A	j4278	CCDC121	CCDC121	Y
j4279	j4279.raw	81059PEI	E03	A	j4279	AMMECR1	AMMECR1	Y
j4280	j4280.raw	81059PEI	E04	A	j4280	CAPZA2	CAPZA2	Y
j4283	j4283.raw	81059PEI	E08	A	j4283	FBXO6	FBXO6	Y
j4284	j4284.raw	81059PEI	E09	A	j4284	C15orf29	C15orf29	Y
j4285	j4285.raw	81059PEI	E10	A	j4285	STARD10	STARD10	Y
j4286	j4286.raw	81059PEI	E11	A	j4286	CTSZ	CTSZ	Y
j4294	j4294.raw	81059PEI	F02	A	j4294	CEBPE	CEBPE	Y
j4295	j4295.raw	81059PEI	F03	A	j4295	CSGALNACT1	CSGALNACT1	Y
j4297	j4297.raw	81059PEI	F05	A	j4297	SPATS1	SPATS1	Y
j4298	j4298.raw	81059PEI	F06	A	j4298	PTCRA	PTCRA	Y
j4299	j4299.raw	81059PEI	F07	A	j4299	TNFSF13B	TNFSF13B	Y
j4301	j4301.raw	81059PEI	F09	A	j4301	RPRD1A	RPRD1A	Y
j4303	j4303.raw	81059PEI	F11	A	j4303	TRAPPC10	TRAPPC10	Y
j4304	j4304.raw	81059PEI	F12	A	j4304	VDAC2	VDAC2	Y
j4314	j4314.raw	81059PEI	C01	A	j4314	ZC3H8	ZC3H8	Y
j4315	j4315.raw	81059PEI	C07	A	j4315	MRPL46	MRPL46	Y
j4316	j4316.raw	81059PEI	C09	A	j4316	HSD17B11	HSD17B11	Y
j4317	j4317.raw	81059PEI	D03	A	j4317	ELOVL2	ELOVL2	Y
j4318	j4318.raw	81059PEI	D05	A	j4318	GLYATL1	GLYATL1	Y
j6409	j6409.raw	81067	A01	A	j6409	HMBS	HMBS	Y
j6410	j6410.raw	81067	A02	A	j6410	PARVA	PARVA	Y
j6411	j6411.raw	81067	A03	A	j6411	PSAT1	PSAT1	Y
j6412	j6412.raw	81067	A04	A	j6412	GABRE	GABRE	Y
j6414	j6414.raw	81067	A06	A	j6414	AHSG	AHSG	Y
j6415	j6415.raw	81067	A07	A	j6415	CDCA7L	CDCA7L	Y
j6416	j6416.raw	81067	A08	A	j6416	MCAM	MCAM	Y
j6417	j6417.raw	81067	A09	A	j6417	TRIM16	TRIM16	Y
j6418	j6418.raw	81067	A10	A	j6418	USP38	USP38	Y
j6422	j6422.raw	81067	H01	A	j6422	ZNF707	ZNF707	Y
j6423	j6423.raw	81067	H02	A	j6423	KIAA1456	KIAA1456	Y
j6424	j6424.raw	81067	H03	A	j6424	SMPD1	SMPD1	Y
j6425	j6425.raw	81067	H04	A	j6425	C9orf156	C9orf156	Y
j6426	j6426.raw	81067	H05	A	j6426	CD244	CD244	Y
j6427	j6427.raw	81067	H06	A	j6427	NUP50	NUP50	Y
j6428	j6428.raw	81067	H07	A	j6428	DNM3	DNM3	Y
j6429	j6429.raw	81067	H08	A	j6429	SERPINA6	SERPINA6	Y
j6431	j6431.raw	81067	H10	A	j6431	PVRL3	PVRL3	Y
j6443	j6443.raw	81067	B01	A	j6443	OBFC1	OBFC1	Y
j6444	j6444.raw	81067	B02	A	j6444	SDF4	SDF4	Y
j6445	j6445.raw	81067	B03	A	j6445	CXADR	CXADR	Y
j6449	j6449.raw	81067	B07	A	j6449	RBPJ	RBPJ	Y
j6450	j6450.raw	81067	B08	A	j6450	SLC39A4	SLC39A4	Y
j6451	j6451.raw	81067	B09	A	j6451	KIAA1949	KIAA1949	Y
j6454	j6454.raw	81067	B12	A	j6454	FBXL3	FBXL3	Y
j6458	j6458.raw	81067	D01	A	j6458	HLA-C	HLA-C	Y
j6459	j6459.raw	81067	D02	A	j6459	LIPT1	LIPT1	Y
j6460	j6460.raw	81067	D03	A	j6460	CREB3	CREB3	Y
j6461	j6461.raw	81067	D04	A	j6461	PARD6B	PARD6B	Y
j6462	j6462.raw	81067	D05	A	j6462	RSAD2	RSAD2	Y
j6463	j6463.raw	81067	D06	A	j6463	ARHGEF10	ARHGEF10	Y
j6464	j6464.raw	81067	D07	A	j6464	DNAJC11	DNAJC11	Y
j6465	j6465.raw	81067	D08	A	j6465	PHF15	PHF15	Y
j6467	j6467.raw	81067	D12	A	j6467	CLEC18A	CLEC18A	Y
j6471	j6471.raw	81067	E01	A	j6471	SSBP2	SSBP2	Y
j6472	j6472.raw	81067	E02	A	j6472	SLC35C1	SLC35C1	Y
j6473	j6473.raw	81067	E03	A	j6473	PEX3	PEX3	Y
j6474	j6474.raw	81067	E05	A	j6474	GPR183	GPR183	Y
j6475	j6475.raw	81067	E06	A	j6475	VASP	VASP	Y
j6476	j6476.raw	81067	E07	A	j6476	C8orf45	C8orf45	Y
j6477	j6477.raw	81067	E08	A	j6477	NT5E	NT5E	Y
j6478	j6478.raw	81067	E09	A	j6478	TEAD4	TEAD4	Y
j6479	j6479.raw	81067	E10	A	j6479	DZIP3	DZIP3	Y
j6480	j6480.raw	81067	E11	A	j6480	ADH1C	ADH1C	Y
j6486	j6486.raw	81067	C02	A	j6486	USP18	USP18	Y
j6488	j6488.raw	81067	C04	A	j6488	ARPC1A	ARPC1A	Y
j6489	j6489.raw	81067	C05	A	j6489	IDH3A	IDH3A	Y
j6490	j6490.raw	81067	C06	A	j6490	AUP1	AUP1	Y
j6491	j6491.raw	81067	C07	A	j6491	DLD	DLD	Y
j6493	j6493.raw	81067	C09	A	j6493	IGSF8	IGSF8	Y
j6494	j6494.raw	81067	C10	A	j6494	DCTN1	DCTN1	Y
j6495	j6495.raw	81067	C11	A	j6495	B3GNT3	B3GNT3	Y
j6496	j6496.raw	81067	C12	A	j6496	FAM188A	FAM188A	Y
j6500	j6500.raw	81067	F01	A	j6500	GRINL1A	GRINL1A	Y
j6501	j6501.raw	81067	F02	A	j6501	SDC3	SDC3	Y
j6502	j6502.raw	81067	F03	A	j6502	TTC23L	TTC23L	Y
j6503	j6503.raw	81067	F04	A	j6503	CD19	CD19	Y
j6504	j6504.raw	81067	F05	A	j6504	ANKRD16	ANKRD16	Y
j6505	j6505.raw	81067	F06	A	j6505	PABPC5	PABPC5	Y
j6506	j6506.raw	81067	F07	A	j6506	MYT1	MYT1	Y
j6507	j6507.raw	81067	F09	A	j6507	PPARD	PPARD	Y
j6508	j6508.raw	81067	F10	A	j6508	MMRN1	MMRN1	Y
j6514	j6514.raw	81067	F04	C	j6514	CD19	CD19	Y
j6517	j6517.raw	81067	G01	A	j6517	H2AFY2	H2AFY2	Y
j6518	j6518.raw	81067	G02	A	j6518	GLUL	GLUL	Y
j6519	j6519.raw	81067	G03	A	j6519	POGZ	POGZ	Y
j6521	j6521.raw	81067	G05	A	j6521	PNMA2	PNMA2	Y
j6522	j6522.raw	81067	G06	A	j6522	GMPR2	GMPR2	Y
j6523	j6523.raw	81067	G07	A	j6523	LMNA	LMNA	Y
j6524	j6524.raw	81067	G09	A	j6524	HLA-B	HLA-B	Y
j6525	j6525.raw	81067	G10	A	j6525	GPR52	GPR52	Y
j6526	j6526.raw	81067	G11	A	j6526	PRKAR2B	PRKAR2B	Y
j9703	j9703.raw	81096	A01	A	j9703	DPYS	DPYS	Y
j9704	j9704.raw	81096	A02	A	j9704	DYRK4	DYRK4	Y
j9705	j9705.raw	81096	A03	A	j9705	TNK2	TNK2	Y
j9706	j9706.raw	81096	A04	A	j9706	CYP4F12	CYP4F12	Y
j9707	j9707.raw	81096	A05	A	j9707	VANGL1	VANGL1	Y
j9708	j9708.raw	81096	A06	A	j9708	DYNC1LI1	DYNC1LI1	Y
j9709	j9709.raw	81096	A07	A	j9709	ZNF449	ZNF449	Y
j9710	j9710.raw	81096	A08	A	j9710	POLE2	POLE2	Y
j9711	j9711.raw	81096	A09	A	j9711	SNX1	SNX1	Y
j9712	j9712.raw	81096	A10	A	j9712	ZNF238	ZNF238	Y
j9713	j9713.raw	81096	A11	A	j9713	ZMYND11	ZMYND11	Y
j9714	j9714.raw	81096	A12	A	j9714	TBL1Y	TBL1Y	Y
j9718	j9718.raw	81096	B01	A	j9718	TCP11L2	TCP11L2	Y
j9719	j9719.raw	81096	B02	A	j9719	MARCO	MARCO	Y
j9721	j9721.raw	81096	B04	A	j9721	ATP5B	ATP5B	Y
j9722	j9722.raw	81096	B05	A	j9722	NAB2	NAB2	Y
j9723	j9723.raw	81096	B06	A	j9723	FAM98A	FAM98A	Y
j9724	j9724.raw	81096	B07	A	j9724	TMEM209	TMEM209	Y
j9725	j9725.raw	81096	B08	A	j9725	CAT	CAT	Y
j9727	j9727.raw	81096	B10	A	j9727	PLXNA4	PLXNA4	Y
j9728	j9728.raw	81096	B11	A	j9728	FBXW11	FBXW11	Y
j9729	j9729.raw	81096	B12	A	j9729	TIGD6	TIGD6	Y
j9733	j9733.raw	81096	C01	A	j9733	CREB3L1	CREB3L1	Y
j9734	j9734.raw	81096	C02	A	j9734	DCT	DCT	Y
j9735	j9735.raw	81096	C03	A	j9735	BAIAP2	BAIAP2	Y
j9736	j9736.raw	81096	C04	A	j9736	CDC25A	CDC25A	Y
j9737	j9737.raw	81096	C05	A	j9737	DEPDC1	DEPDC1	Y
j9738	j9738.raw	81096	C06	A	j9738	TULP2	TULP2	Y
j9739	j9739.raw	81096	C08	A	j9739	ZNF572	ZNF572	Y
j9740	j9740.raw	81096	C09	A	j9740	CORO2A	CORO2A	Y
j9741	j9741.raw	81096	C10	A	j9741	CDK17	CDK17	Y
j9742	j9742.raw	81096	C11	A	j9742	SIAE	SIAE	Y
j9743	j9743.raw	81096	C12	A	j9743	VANGL2	VANGL2	Y
j9747	j9747.raw	81096	D01	A	j9747	CAMKK1	CAMKK1	Y
j9748	j9748.raw	81096	D02	A	j9748	TBX22	TBX22	Y
j9749	j9749.raw	81096	D03	A	j9749	GPR114	GPR114	Y
j9750	j9750.raw	81096	D04	A	j9750	NHEDC2	NHEDC2	Y
j9751	j9751.raw	81096	D05	A	j9751	PFKFB3	PFKFB3	Y
j9752	j9752.raw	81096	D06	A	j9752	ZNF768	ZNF768	Y
j9753	j9753.raw	81096	D07	A	j9753	LRRTM1	LRRTM1	Y
j9754	j9754.raw	81096	D08	A	j9754	APEX2	APEX2	Y
j9755	j9755.raw	81096	D09	A	j9755	MFSD8	MFSD8	Y
j9757	j9757.raw	81096	D12	A	j9757	PNLDC1	PNLDC1	Y
j9761	j9761.raw	81096	G01	A	j9761	KBTBD4	KBTBD4	Y
j9762	j9762.raw	81096	G02	A	j9762	ZNF490	ZNF490	Y
j9763	j9763.raw	81096	G03	A	j9763	QRSL1	QRSL1	Y
j9764	j9764.raw	81096	G04	A	j9764	CYP4V2	CYP4V2	Y
j9765	j9765.raw	81096	G05	A	j9765	ARHGEF3	ARHGEF3	Y
j9766	j9766.raw	81096	G06	A	j9766	ARSG	ARSG	Y
j9767	j9767.raw	81096	G07	A	j9767	ZNF454	ZNF454	Y
j9768	j9768.raw	81096	G08	A	j9768	FBXO7	FBXO7	Y
j9769	j9769.raw	81096	G09	A	j9769	OXCT1	OXCT1	Y
j9771	j9771.raw	81096	G11	A	j9771	ALPL	ALPL	Y
j9776	j9776.raw	81096	F12	B	j9776	USP3	USP3	Y
j9777	j9777.raw	81096	F11	B	j9777	UGT2A3	UGT2A3	Y
j9778	j9778.raw	81096	F10	B	j9778	SLC1A1	SLC1A1	Y
j9784	j9784.raw	81096	F02	B	j9784	SYNCRIP	SYNCRIP	Y
j9788	j9788.raw	81096	E12	B	j9788	VNN2	VNN2	Y
j9789	j9789.raw	81096	E11	B	j9789	ALPI	ALPI	Y
j9790	j9790.raw	81096	E10	B	j9790	OMA1	OMA1	Y
j9791	j9791.raw	81096	E09	B	j9791	ASB3	ASB3	Y
j9792	j9792.raw	81096	E08	B	j9792	C17orf53	C17orf53	Y
j9793	j9793.raw	81096	E07	B	j9793	CDC16	CDC16	Y
j9794	j9794.raw	81096	E05	B	j9794	LAP3	LAP3	Y
j9795	j9795.raw	81096	E03	B	j9795	WHSC2	WHSC2	Y
j9796	j9796.raw	81096	E02	B	j9796	FLVCR2	FLVCR2	Y
j9797	j9797.raw	81096	E01	B	j9797	PDE4D	PDE4D	Y
j9798	j9798.raw	81096	H01	A	j9798	C16orf71	C16orf71	Y
j9799	j9799.raw	81096	H02	A	j9799	HEXA	HEXA	Y
j9800	j9800.raw	81096	H03	A	j9800	GPR161	GPR161	Y
j9801	j9801.raw	81096	H05	A	j9801	MEPE	MEPE	Y
j9802	j9802.raw	81096	H06	A	j9802	YARS	YARS	Y
j9804	j9804.raw	81096	H08	A	j9804	PRPF4	PRPF4	Y
j9806	j9806.raw	81096	H10	A	j9806	MAOA	MAOA	Y
j9807	j9807.raw	81096	H11	A	j9807	UGT3A2	UGT3A2	Y
j9956	j9956.raw	81096	C04	C	j9956	CDC25A	CDC25A	Y
j9957	j9957.raw	81096	F09	C	j9957	PDZK1	PDZK1	Y
j9958	j9958.raw	81096	F08	C	j9958	ATG9A	ATG9A	Y
j9959	j9959.raw	81096	F06	C	j9959	OCLN	OCLN	Y
j9960	j9960.raw	81096	F05	C	j9960	ACCN2	ACCN2	Y
q10517	q10517.raw	81131	A11	B	q10517	CGNL1	CGNL1	Y
q10518	q10518.raw	81131	A10	B	q10518	CGN	CGN	Y
q10519	q10519.raw	81131	A09	B	q10519	PPP2R3A	PPP2R3A	Y
q10520	q10520.raw	81131	A07	B	q10520	LLGL2	LLGL2	Y
q10521	q10521.raw	81131	A06	B	q10521	IGHMBP2	IGHMBP2	Y
q10522	q10522.raw	81131	A05	B	q10522	ENPEP	ENPEP	Y
q10523	q10523.raw	81131	A04	B	q10523	SLC14A2	SLC14A2	Y
q10524	q10524.raw	81131	A03	B	q10524	GTF3C3	GTF3C3	Y
q10525	q10525.raw	81131	A02	B	q10525	NAA15	NAA15	Y
q10526	q10526.raw	81131	A01	B	q10526	NOP2	NOP2	Y
q10527	q10527.raw	81131	C12	B	q10527	AGRP	AGRP	Y
q10528	q10528.raw	81131	C09	B	q10528	THBS2	THBS2	Y
q10529	q10529.raw	81131	C07	B	q10529	TRHDE	TRHDE	Y
q10531	q10531.raw	81131	C05	B	q10531	SART3	SART3	Y
q10532	q10532.raw	81131	C04	B	q10532	LRRCC1	LRRCC1	Y
q10533	q10533.raw	81131	C03	B	q10533	EXOC1	EXOC1	Y
q10537	q10537.raw	81131	E01	A	q10537	LPIN3	LPIN3	Y
q10539	q10539.raw	81131	E03	A	q10539	MARCH6	MARCH6	Y
q10540	q10540.raw	81131	E04	A	q10540	ZCCHC14	ZCCHC14	Y
q10541	q10541.raw	81131	E05	A	q10541	EPHA1	EPHA1	Y
q10542	q10542.raw	81131	E06	A	q10542	PPFIBP1	PPFIBP1	Y
q10543	q10543.raw	81131	E07	A	q10543	DAB2IP	DAB2IP	Y
q10544	q10544.raw	81131	E08	A	q10544	ATF7IP	ATF7IP	Y
q10545	q10545.raw	81131	E10	A	q10545	TBC1D9	TBC1D9	Y
q10546	q10546.raw	81131	E11	A	q10546	CPD	CPD	Y
q10547	q10547.raw	81131	E12	A	q10547	RNF43	RNF43	Y
q10550	q10550.raw	81131	F12	B	q10550	TRPC5	TRPC5	Y
q10551	q10551.raw	81131	F11	B	q10551	PTPRU	PTPRU	Y
q10552	q10552.raw	81131	F10	B	q10552	TECPR2	TECPR2	Y
q10553	q10553.raw	81131	F09	B	q10553	PTPN14	PTPN14	Y
q10554	q10554.raw	81131	F08	B	q10554	RANBP6	RANBP6	Y
q10558	q10558.raw	81131	F06	B	q10558	PHF20	PHF20	Y
q10559	q10559.raw	81131	F05	B	q10559	BMP1	BMP1	Y
q10560	q10560.raw	81131	F04	B	q10560	PCDHA9	PCDHA9	Y
q10561	q10561.raw	81131	F02	B	q10561	CHSY3	CHSY3	Y
q10562	q10562.raw	81131	F01	B	q10562	TLR5	TLR5	Y
q10567	q10567.raw	81131	E12	B	q10567	RNF43	RNF43	Y
q10568	q10568.raw	81131	E11	B	q10568	CPD	CPD	Y
q10569	q10569.raw	81131	E10	B	q10569	TBC1D9	TBC1D9	Y
q10570	q10570.raw	81131	E08	B	q10570	ATF7IP	ATF7IP	Y
q10571	q10571.raw	81131	E07	B	q10571	DAB2IP	DAB2IP	Y
q10573	q10573.raw	81131	E05	B	q10573	EPHA1	EPHA1	Y
q10574	q10574.raw	81131	E04	B	q10574	ZCCHC14	ZCCHC14	Y
q10575	q10575.raw	81131	E03	B	q10575	MARCH6	MARCH6	Y
q10577	q10577.raw	81131	E01	B	q10577	LPIN3	LPIN3	Y
q10654	q10654.raw	81131	B06	C	q10654	KANK4	KANK4	Y
q10678	q10678.raw	81131	G09	C	q10678	PCDH12	PCDH12	Y
q10681	q10681.raw	81131	G04	C	q10681	GAA	GAA	Y
q11337	q11337.raw	81002	A04	A	q11337	UQCR10	UQCR10	Y
q11348	q11348.raw	81002	B03	A	q11348	TAC4	TAC4	Y
q11349	q11349.raw	81002	B04	A	q11349	C5orf13	C5orf13	Y
q11353	q11353.raw	81002	B10	A	q11353	NOP10	NOP10	Y
q11360	q11360.raw	81002	C05	A	q11360	NDUFA1	NDUFA1	Y
q11363	q11363.raw	81002	C08	A	q11363	FAM165B	FAM165B	Y
q11368	q11368.raw	81002	D06	A	q11368	GNG10	GNG10	Y
q11370	q11370.raw	81002	D08	A	q11370	ST13	ST13	Y
q11371	q11371.raw	81002	D11	A	q11371	LENEP	LENEP	Y
q11372	q11372.raw	81002	D12	A	q11372	DEFB123	DEFB123	Y
q11965	q11965.raw	81130	D01	A	q11965	ZNF280C	ZNF280C	Y
q11968	q11968.raw	81130	D04	A	q11968	CASD1	CASD1	Y
q11969	q11969.raw	81130	D05	A	q11969	TMEM63C	TMEM63C	Y
q11970	q11970.raw	81130	D06	A	q11970	PCDHA8	PCDHA8	Y
q11972	q11972.raw	81130	D08	A	q11972	KIF7	KIF7	Y
q11973	q11973.raw	81130	D10	A	q11973	TRPC3	TRPC3	Y
q11974	q11974.raw	81130	D11	A	q11974	DDHD1	DDHD1	Y
q11977	q11977.raw	81130	G01	A	q11977	SYNPO2L	SYNPO2L	Y
q11978	q11978.raw	81130	G03	A	q11978	ANKRD56	ANKRD56	Y
q11979	q11979.raw	81130	G05	A	q11979	PCDHA11	PCDHA11	Y
q11980	q11980.raw	81130	G06	A	q11980	DLG3	DLG3	Y
q11981	q11981.raw	81130	G08	A	q11981	SEMA4C	SEMA4C	Y
q11982	q11982.raw	81130	G09	A	q11982	TRIM6-TRIM34	TRIM6-TRIM34	Y
q11983	q11983.raw	81130	G10	A	q11983	KIAA1274	KIAA1274	Y
q11988	q11988.raw	81130	B11	B	q11988	RABEP1	RABEP1	Y
q11989	q11989.raw	81130	B10	B	q11989	GABBR1	GABBR1	Y
q11990	q11990.raw	81130	B09	B	q11990	MOGS	MOGS	Y
q11992	q11992.raw	81130	B07	B	q11992	PCDHB1	PCDHB1	Y
q11993	q11993.raw	81130	B06	B	q11993	PCDHGB2	PCDHGB2	Y
q11994	q11994.raw	81130	B04	B	q11994	DIS3	DIS3	Y
q11995	q11995.raw	81130	B03	B	q11995	LRFN2	LRFN2	Y
q11996	q11996.raw	81130	B02	B	q11996	PDE10A	PDE10A	Y
q11997	q11997.raw	81130	B01	B	q11997	RBAK	RBAK	Y
q12001	q12001.raw	81130	C11	B	q12001	DNM2	DNM2	Y
q12002	q12002.raw	81130	C09	B	q12002	ABTB2	ABTB2	Y
q12005	q12005.raw	81130	C05	B	q12005	RGL1	RGL1	Y
q12006	q12006.raw	81130	C04	B	q12006	PCDHB3	PCDHB3	Y
q12008	q12008.raw	81130	C01	B	q12008	VEZT	VEZT	Y
q12010	q12010.raw	81130	A10	B	q12010	AXIN2	AXIN2	Y
q12011	q12011.raw	81130	A07	B	q12011	PCDHGA6	PCDHGA6	Y
q12012	q12012.raw	81130	A06	B	q12012	TLR10	TLR10	Y
q12014	q12014.raw	81130	A02	B	q12014	ECEL1	ECEL1	Y
q12015	q12015.raw	81130	A01	B	q12015	KLHL11	KLHL11	Y
q12020	q12020.raw	81130	F09	B	q12020	ARHGAP12	ARHGAP12	Y
q12021	q12021.raw	81130	F04	B	q12021	GSG2	GSG2	Y
q12022	q12022.raw	81130	F02	B	q12022	PNPT1	PNPT1	Y
q12023	q12023.raw	81130	E11	B	q12023	PCDHGC5	PCDHGC5	Y
q12024	q12024.raw	81130	E07	B	q12024	GTF3C4	GTF3C4	Y
q12026	q12026.raw	81130	E02	B	q12026	EPC2	EPC2	Y
q12027	q12027.raw	81130	E01	B	q12027	RASEF	RASEF	Y
q12048	q12048.raw	81130	H11	B	q12048	SLC9A5	SLC9A5	Y
q12049	q12049.raw	81130	H07	B	q12049	TXNDC16	TXNDC16	Y
q12050	q12050.raw	81130	H05	B	q12050	PLG	PLG	Y
q12051	q12051.raw	81130	H01	B	q12051	SEMA3E	SEMA3E	Y
q12052	q12052.raw	81130	A03	C	q12052	ZMYND8	ZMYND8	Y
q12053	q12053.raw	81130	B01	C	q12053	RBAK	RBAK	Y
q12054	q12054.raw	81130	B02	C	q12054	PDE10A	PDE10A	Y
q12055	q12055.raw	81130	D02	C	q12055	CPSF2	CPSF2	Y
q12056	q12056.raw	81130	D03	C	q12056	TRPV3	TRPV3	Y
q12128	q12128.raw	81130	A11	A	q12128	PIPSL	PIPSL	Y
q12133	q12133.raw	81130	E12	A	q12133	MATN2	MATN2	Y
q12135	q12135.raw	81130	F03	A	q12135	GPAT2	GPAT2	Y
q12137	q12137.raw	81130	F08	A	q12137	DISC1	DISC1	Y
q12138	q12138.raw	81130	F10	A	q12138	BICD2	BICD2	Y
q12139	q12139.raw	81130	F12	A	q12139	ANKLE2	ANKLE2	Y
q12142	q12142.raw	81130	G02	A	q12142	TLR1	TLR1	Y
q12143	q12143.raw	81130	G04	A	q12143	TFR2	TFR2	Y
q12144	q12144.raw	81130	G07	A	q12144	NPAS2	NPAS2	Y
q12146	q12146.raw	81130	H02	A	q12146	TBC1D2B	TBC1D2B	Y
q12148	q12148.raw	81130	H04	A	q12148	DPP6	DPP6	Y
q12152	q12152.raw	81130	H09	A	q12152	RBM25	RBM25	Y
q12153	q12153.raw	81130	H10	A	q12153	EIF2C1	EIF2C1	Y
q12550	q12550.raw	81033PEI	A01	A	q12550	C1orf146	C1orf146	Y
q12551	q12551.raw	81033PEI	A02	A	q12551	FAM9C	FAM9C	Y
q12552	q12552.raw	81033PEI	A03	A	q12552	SSBP1	SSBP1	Y
q12553	q12553.raw	81033PEI	A04	A	q12553	IQCF2	IQCF2	Y
q12554	q12554.raw	81033PEI	A05	A	q12554	SPCS3	SPCS3	Y
q12556	q12556.raw	81033PEI	A07	A	q12556	CDKN3	CDKN3	Y
q12557	q12557.raw	81033PEI	A08	A	q12557	STAG3L4	STAG3L4	Y
q12559	q12559.raw	81033PEI	A10	A	q12559	CST8	CST8	Y
q12560	q12560.raw	81033PEI	A11	A	q12560	LMO1	LMO1	Y
